"SITE","SURVEYID","OBS","DATE","TEMP","WINDS_0","WINDD","TRSCT","SECTION","WINDS","COMMENTS","s_dtime","e_dtime","FLAG","UNK","SOPPIP","COMPIP","MYOTI","PIP","DUNNO","PAUR","NOCTU","NOISE","test"
"Mid Cambushinnie","Mid Cambushinnie-1","MG",2014-07-11,14.5,NA,NA,4,700,0,"1 Y, 1 N",2014-07-11 00:34:33,2014-07-11 00:38:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,1,0,3.7,"Turbine(s) spinning",2014-08-25 21:21:37,2014-08-25 21:24:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,1,100,2.2,"Turbine(s) spinning",2014-08-25 21:24:28,2014-08-25 21:27:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36666666666667
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,1,200,3.6,"Turbine(s) spinning",2014-08-25 21:27:50,2014-08-25 21:30:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,1,300,3.9,"Turbine(s) spinning",2014-08-25 21:30:14,2014-08-25 21:33:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88333333333333
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,1,400,2.7,"Turbine(s) spinning",2014-08-25 21:33:07,2014-08-25 21:35:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63333333333333
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,1,500,3.4,"Turbine(s) spinning",2014-08-25 21:35:45,2014-08-25 21:39:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36666666666667
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,2,600,0.5,"Turbine(s) spinning",2014-08-25 21:41:03,2014-08-25 21:45:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,2,500,0.1,"Turbine(s) spinning",2014-08-25 21:45:18,2014-08-25 21:48:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63333333333333
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,2,400,0,"Turbine(s) spinning",2014-08-25 21:48:56,2014-08-25 21:51:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98333333333333
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,2,300,3.5,"Turbine(s) spinning",2014-08-25 21:51:55,2014-08-25 21:54:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86666666666667
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,2,200,4.1,"Turbine(s) spinning",2014-08-25 21:54:47,2014-08-25 21:57:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03333333333333
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,2,100,1.6,"Turbine(s) spinning",2014-08-25 21:57:49,2014-08-25 22:00:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13333333333333
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,2,0,4.6,"Turbine(s) spinning",2014-08-25 22:00:57,2014-08-25 22:05:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,3,0,2.6,"Turbine(s) spinning",2014-08-25 22:01:37,2014-08-25 22:04:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96666666666667
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,3,100,1.8,"Turbine(s) spinning",2014-08-25 22:04:35,2014-08-25 22:07:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,3,200,0.5,"Turbine(s) spinning",2014-08-25 22:07:38,2014-08-25 22:11:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,3,300,0,"Turbine(s) spinning",2014-08-25 22:11:41,2014-08-25 22:15:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63333333333333
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,3,400,2.1,"Turbine(s) spinning",2014-08-25 22:15:19,2014-08-25 22:18:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28333333333333
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,3,500,0,"Turbine(s) spinning",2014-08-25 22:18:36,2014-08-25 22:20:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21666666666667
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,3,600,1.4,"Turbine(s) spinning",2014-08-25 22:20:49,2014-08-25 22:24:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,4,0,4.2,"Turbine(s) spinning",2014-08-25 22:40:57,2014-08-25 22:43:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63333333333333
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,4,100,2.1,"Turbine(s) spinning",2014-08-25 22:43:35,2014-08-25 22:46:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33333333333333
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,4,200,1.1,"Turbine(s) spinning",2014-08-25 22:46:55,2014-08-25 22:49:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,4,300,1.7,"Turbine(s) spinning",2014-08-25 22:49:13,2014-08-25 22:51:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46666666666667
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,4,400,3.5,"Turbine(s) spinning",2014-08-25 22:51:41,2014-08-25 22:54:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76666666666667
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,4,500,1.7,"Turbine(s) spinning",2014-08-25 22:54:27,2014-08-25 22:57:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73333333333333
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,4,600,4.6,"Turbine(s) spinning",2014-08-25 22:57:11,2014-08-25 22:59:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76666666666667
"Mid Cambushinnie","Mid Cambushinnie-2","MG",2014-08-25,11.5,NA,NA,4,700,5.9,"Turbine(s) spinning",2014-08-25 22:59:57,2014-08-25 23:03:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33333333333333
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,1,0,0,"Turbine(s) spinning",2014-08-05 01:01:25,2014-08-05 01:04:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93333333333333
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,1,100,0,"Turbine(s) spinning",2014-08-05 01:04:21,2014-08-05 01:06:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,1,200,0,"Turbine(s) not spinning",2014-08-05 01:06:57,2014-08-05 01:10:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83333333333333
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,1,300,0,"Turbine(s) not spinning",2014-08-05 01:10:47,2014-08-05 01:13:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51666666666667
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,1,400,0,"Turbine(s) not spinning",2014-08-05 01:13:18,2014-08-05 01:15:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41666666666667
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,1,500,0,"Turbine(s) not spinning",2014-08-05 01:15:43,2014-08-05 01:18:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68333333333333
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,1,600,0,"Turbine(s) not spinning",2014-08-05 01:18:24,2014-08-05 01:20:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46666666666667
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,1,700,0,"Turbine(s) not spinning",2014-08-05 01:20:52,2014-08-05 01:24:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83333333333333
"Mosshouses","Mosshouses-1","MG",2014-08-04,11,NA,NA,2,0,0.1,"Turbine(s) spinning",2014-08-04 23:50:59,2014-08-04 23:53:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"Mosshouses","Mosshouses-1","MG",2014-08-04,11,NA,NA,2,100,0,"Turbine(s) spinning",2014-08-04 23:53:47,2014-08-04 23:57:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"Mosshouses","Mosshouses-1","MG",2014-08-04,11,NA,NA,2,200,0.9,"Turbine(s) spinning",2014-08-04 23:57:23,2014-08-05 00:01:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46666666666667
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,2,300,0,"Turbine(s) spinning",2014-08-05 00:01:51,2014-08-05 00:06:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46666666666667
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,3,0,0.9,"Turbine(s) spinning",2014-08-05 00:14:41,2014-08-05 00:17:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93333333333333
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,3,100,0.5,"Turbine(s) spinning",2014-08-05 00:17:37,2014-08-05 00:20:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,3,200,0.8,"Turbine(s) spinning",2014-08-05 00:20:16,2014-08-05 00:23:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78333333333333
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,3,300,1.1,"Turbine(s) spinning",2014-08-05 00:23:03,2014-08-05 00:26:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01666666666667
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,3,400,1,"Turbine(s) spinning",2014-08-05 00:26:04,2014-08-05 00:29:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01666666666667
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,4,0,0.4,"Turbine(s) spinning",2014-08-05 00:34:57,2014-08-05 00:38:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,4,100,0.5,"Turbine(s) spinning",2014-08-05 00:38:09,2014-08-05 00:40:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58333333333333
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,4,200,0.9,"Turbine(s) spinning",2014-08-05 00:40:44,2014-08-05 00:43:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,4,300,0,"Turbine(s) spinning",2014-08-05 00:43:59,2014-08-05 00:46:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,4,400,0,"Turbine(s) spinning",2014-08-05 00:46:32,2014-08-05 00:49:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,4,500,0,"Turbine(s) spinning",2014-08-05 00:49:11,2014-08-05 00:51:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53333333333333
"Mosshouses","Mosshouses-1","MG",2014-08-05,11,NA,NA,4,600,0,"Turbine(s) spinning",2014-08-05 00:51:43,2014-08-05 00:54:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,1,0,0,"Turbine(s) spinning",2014-09-03 21:29:26,2014-09-03 21:32:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,1,100,0,"Turbine(s) spinning",2014-09-03 21:32:11,2014-09-03 21:34:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63333333333333
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,1,200,0,"Turbine(s) spinning",2014-09-03 21:34:49,2014-09-03 21:37:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,1,300,0,"Turbine(s) spinning",2014-09-03 21:37:34,2014-09-03 21:39:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36666666666667
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,1,400,0,"Turbine(s) spinning",2014-09-03 21:39:56,2014-09-03 21:42:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88333333333333
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,1,500,0,"Turbine(s) spinning",2014-09-03 21:42:49,2014-09-03 21:45:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71666666666667
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,1,600,0,"Turbine(s) spinning",2014-09-03 21:45:32,2014-09-03 21:48:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01666666666667
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,1,700,0,"Turbine(s) spinning",2014-09-03 21:48:33,2014-09-03 21:51:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01666666666667
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,3,0,0,"Turbine(s) not spinning",2014-09-03 20:48:15,2014-09-03 20:50:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56666666666667
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,3,100,0,"Turbine(s) not spinning",2014-09-03 20:50:49,2014-09-03 20:53:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01666666666667
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,3,200,0,"Turbine(s) not spinning",2014-09-03 20:53:50,2014-09-03 20:56:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56666666666667
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,3,300,0,"Turbine(s) not spinning",2014-09-03 20:56:24,2014-09-03 20:58:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43333333333333
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,3,400,0,"Turbine(s) not spinning",2014-09-03 20:58:50,2014-09-03 21:01:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01666666666667
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,4,0,0,"Turbine(s) not spinning",2014-09-03 21:04:45,2014-09-03 21:07:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,4,100,0,"Turbine(s) not spinning",2014-09-03 21:07:27,2014-09-03 21:10:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63333333333333
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,4,200,0,"Turbine(s) not spinning",2014-09-03 21:10:05,2014-09-03 21:12:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,4,300,0,"Turbine(s) not spinning",2014-09-03 21:12:59,2014-09-03 21:15:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58333333333333
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,4,400,0,"Turbine(s) not spinning",2014-09-03 21:15:34,2014-09-03 21:18:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56666666666667
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,4,500,0,"Turbine(s) not spinning",2014-09-03 21:18:08,2014-09-03 21:20:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61666666666667
"Mosshouses","Mosshouses-2","MG",2014-09-03,14,NA,NA,4,600,0,"Turbine(s) not spinning",2014-09-03 21:20:45,2014-09-03 21:23:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,1,0,2.2,"Turbine(s) spinning",2014-07-29 22:25:52,2014-07-29 22:28:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,1,100,0,"Turbine(s) spinning",2014-07-29 22:28:49,2014-07-29 22:32:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61666666666667
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,1,200,0.1,"Turbine(s) spinning",2014-07-29 22:32:26,2014-07-29 22:36:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,1,300,0,"Turbine(s) spinning",2014-07-29 22:36:08,2014-07-29 22:39:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,1,400,1.4,"Turbine(s) spinning",2014-07-29 22:39:02,2014-07-29 22:41:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93333333333333
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,1,500,1.1,"Turbine(s) spinning",2014-07-29 22:41:58,2014-07-29 22:45:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,2,0,1.5,"Turbine(s) spinning",2014-07-29 23:05:24,2014-07-29 23:08:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76666666666667
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,2,100,0.4,"Turbine(s) spinning",2014-07-29 23:08:10,2014-07-29 23:10:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,2,200,0,"Turbine(s) spinning",2014-07-29 23:10:46,2014-07-29 23:13:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18333333333333
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,2,300,0,"Turbine(s) spinning",2014-07-29 23:13:57,2014-07-29 23:16:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,2,400,0,"Turbine(s) spinning",2014-07-29 23:16:39,2014-07-29 23:19:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28333333333333
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,2,500,0,"Turbine(s) spinning",2014-07-29 23:19:56,2014-07-29 23:22:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36666666666667
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,2,600,0,"Turbine(s) spinning",2014-07-29 23:22:18,2014-07-29 23:24:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61666666666667
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,2,700,0,"Turbine(s) spinning",2014-07-29 23:24:55,2014-07-29 23:28:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28333333333333
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,3,0,0.2,"Turbine(s) spinning",2014-07-29 21:58:09,2014-07-29 22:00:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58333333333333
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,3,100,0.3,"Turbine(s) spinning",2014-07-29 22:00:44,2014-07-29 22:03:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,3,200,0,"Turbine(s) spinning",2014-07-29 22:03:32,2014-07-29 22:06:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23333333333333
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,3,300,0.4,"Turbine(s) spinning",2014-07-29 22:06:46,2014-07-29 22:09:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98333333333333
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,3,400,0.6,"Turbine(s) spinning",2014-07-29 22:09:45,2014-07-29 22:12:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,3,500,0.6,"Turbine(s) spinning",2014-07-29 22:12:51,2014-07-29 22:16:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26666666666667
"Nisbet Hill","Nisbet Hill-1","MG",2014-07-29,12.5,NA,NA,3,600,0.3,"Turbine(s) spinning",2014-07-29 22:16:07,2014-07-29 22:19:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26666666666667
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,1,0,0.5,"Turbine(s) spinning",2014-08-28 20:50:12,2014-08-28 20:52:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,1,100,1.1,"Turbine(s) spinning",2014-08-28 20:52:57,2014-08-28 20:56:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,1,200,0,"Turbine(s) spinning",2014-08-28 20:56:06,2014-08-28 20:59:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,1,300,0,"Turbine(s) spinning",2014-08-28 20:59:21,2014-08-28 21:02:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,1,400,0,"Turbine(s) spinning",2014-08-28 21:02:17,2014-08-28 21:05:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06666666666667
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,1,500,0,"Turbine(s) spinning",2014-08-28 21:05:21,2014-08-28 21:08:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,2,0,1.3,"Turbine(s) spinning",2014-08-28 21:50:22,2014-08-28 21:53:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,2,100,0.1,"Turbine(s) spinning",2014-08-28 21:53:09,2014-08-28 21:55:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71666666666667
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,2,200,0,"Turbine(s) spinning",2014-08-28 21:55:52,2014-08-28 21:58:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,2,300,0,"Turbine(s) spinning",2014-08-28 21:58:30,2014-08-28 22:01:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,2,400,0.2,"Turbine(s) spinning",2014-08-28 22:01:11,2014-08-28 22:03:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,2,500,0,"Turbine(s) spinning",2014-08-28 22:03:44,2014-08-28 22:06:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,2,600,0,"Turbine(s) spinning",2014-08-28 22:06:25,2014-08-28 22:09:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,2,700,0,"Turbine(s) spinning",2014-08-28 22:09:06,2014-08-28 22:11:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,3,0,0.9,"Turbine(s) spinning",2014-08-28 21:22:47,2014-08-28 21:25:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,3,100,0,"Turbine(s) spinning",2014-08-28 21:25:22,2014-08-28 21:28:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,3,200,0.6,"Turbine(s) spinning",2014-08-28 21:28:09,2014-08-28 21:31:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,3,300,1.6,"Turbine(s) spinning",2014-08-28 21:31:02,2014-08-28 21:33:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,3,400,2.3,"Turbine(s) spinning",2014-08-28 21:33:42,2014-08-28 21:36:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78333333333333
"Nisbet Hill","Nisbet Hill-2","MG",2014-08-28,11.5,NA,NA,3,500,1.8,"Turbine(s) spinning",2014-08-28 21:36:29,2014-08-28 21:39:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13333333333333
