"","SITE","SURVEYID","OBS","DATE","TEMP","WINDS_0","WINDD","TRSCT","SECTION","WINDS","COMMENTS","s_dtime","e_dtime","FLAG","UNK","SOPPIP","COMPIP","MYOTI","PIP","DUNNO","PAUR","NOCTU","NOISE","fSECTION","ttMidn"
"1","Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","N",1,0.2,NA,2013-07-16 22:41:59,2013-07-16 23:00:00,0,0,0,0,0,0,0,0,0,0,"1",-78.0166666666667
"2","Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","N",2,0,NA,2013-07-16 22:41:59,2013-07-16 23:00:00,0,0,0,0,0,0,0,0,0,0,"2",-78.0166666666667
"3","Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","N",3,2.3,NA,2013-07-16 22:41:59,2013-07-16 23:00:00,0,0,0,1,0,0,0,0,0,0,"3",-78.0166666666667
"4","Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","N",4,0.1,NA,2013-07-16 22:41:59,2013-07-16 23:00:00,0,0,0,1,0,0,0,0,0,0,"4",-78.0166666666667
"5","Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","N",5,1.5,NA,2013-07-16 22:41:59,2013-07-16 23:00:00,0,0,0,0,0,0,0,0,0,0,"5",-78.0166666666667
"6","Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","W",5,0,NA,2013-07-16 23:12:00,2013-07-16 23:23:59,0,0,0,0,0,0,0,0,0,0,"5",-48
"7","Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","W",4,1.2,NA,2013-07-16 23:12:00,2013-07-16 23:23:59,0,0,0,0,0,0,0,0,0,0,"4",-48
"8","Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","W",3,2.5,NA,2013-07-16 23:12:00,2013-07-16 23:23:59,0,0,0,1,0,0,0,0,0,0,"3",-48
"9","Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","W",2,2.4,NA,2013-07-16 23:12:00,2013-07-16 23:23:59,0,0,0,0,0,0,0,0,0,0,"2",-48
"10","Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","W",1,2.2,NA,2013-07-16 23:12:00,2013-07-16 23:23:59,0,0,0,0,0,0,0,0,0,0,"1",-48
"11","Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","S",1,0.7,NA,2013-07-16 23:25:00,2013-07-16 23:39:00,0,0,0,0,0,0,0,0,0,0,"1",-35
"12","Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","S",2,0.6,NA,2013-07-16 23:25:00,2013-07-16 23:39:00,0,0,0,0,0,0,0,0,0,0,"2",-35
"13","Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","S",3,0,NA,2013-07-16 23:25:00,2013-07-16 23:39:00,0,0,0,0,0,0,0,0,0,0,"3",-35
"14","Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","S",4,0,NA,2013-07-16 23:25:00,2013-07-16 23:39:00,0,0,0,1,0,0,0,0,0,0,"4",-35
"15","Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","S",5,0,NA,2013-07-16 23:25:00,2013-07-16 23:39:00,0,0,0,0,0,0,0,0,0,0,"5",-35
"16","Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","N",1,5.9,NA,2013-08-31 22:49:00,2013-08-31 23:09:00,0,0,0,0,0,0,0,0,0,0,"1",-71
"17","Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","N",2,2,NA,2013-08-31 22:49:00,2013-08-31 23:09:00,0,0,0,0,0,0,0,0,0,0,"2",-71
"18","Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","N",3,5.2,NA,2013-08-31 22:49:00,2013-08-31 23:09:00,0,0,0,0,0,0,0,0,0,0,"3",-71
"19","Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","N",4,6.4,NA,2013-08-31 22:49:00,2013-08-31 23:09:00,0,0,0,0,0,0,0,0,0,0,"4",-71
"20","Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","W",5,2.7,NA,2013-08-31 23:22:00,2013-08-31 23:35:59,0,0,0,0,0,0,0,0,0,0,"5",-38
"21","Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","W",4,4,NA,2013-08-31 23:22:00,2013-08-31 23:35:59,0,0,0,0,0,0,0,0,0,0,"4",-38
"22","Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","W",3,7.5,NA,2013-08-31 23:22:00,2013-08-31 23:35:59,0,0,0,0,0,0,0,0,0,0,"3",-38
"23","Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","W",2,4.9,NA,2013-08-31 23:22:00,2013-08-31 23:35:59,0,0,0,0,0,0,0,0,0,0,"2",-38
"24","Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","W",1,3.4,NA,2013-08-31 23:22:00,2013-08-31 23:35:59,0,0,0,0,0,0,0,0,0,0,"1",-38
"25","Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","S",1,4.8,NA,2013-08-31 23:37:00,2013-08-31 23:51:59,0,0,0,0,0,0,0,0,0,0,"1",-23
"26","Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","S",2,2,NA,2013-08-31 23:37:00,2013-08-31 23:51:59,0,0,0,0,0,0,0,0,0,0,"2",-23
"27","Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","S",3,2.9,NA,2013-08-31 23:37:00,2013-08-31 23:51:59,2,0,4,2,0,3,2,0,0,0,"3",-23
"28","Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","S",4,0,NA,2013-08-31 23:37:00,2013-08-31 23:51:59,2,1,14,0,0,0,2,0,0,0,"4",-23
"29","Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","S",5,2.4,NA,2013-08-31 23:37:00,2013-08-31 23:51:59,0,0,0,0,0,0,0,0,0,0,"5",-23
"30","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","NE",5,1.4,NA,2013-07-17 01:17:00,2013-07-17 01:33:00,0,0,0,0,0,0,0,0,0,0,"5",77
"31","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","NE",4,1.2,NA,2013-07-17 01:17:00,2013-07-17 01:33:00,0,0,1,0,0,0,0,0,0,0,"4",77
"32","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","NE",3,0,NA,2013-07-17 01:17:00,2013-07-17 01:33:00,0,0,0,1,0,0,0,0,0,0,"3",77
"33","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","NE",2,0.9,NA,2013-07-17 01:17:00,2013-07-17 01:33:00,0,0,1,0,0,0,0,0,0,0,"2",77
"34","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","NE",1,1.9,NA,2013-07-17 01:17:00,2013-07-17 01:33:00,0,0,0,0,0,0,0,0,0,0,"1",77
"35","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","S",1,1.9,NA,2013-07-17 01:34:59,2013-07-17 01:49:00,0,0,0,0,0,0,0,0,0,0,"1",94.9833333333333
"36","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","S",2,4.2,NA,2013-07-17 01:34:59,2013-07-17 01:49:00,0,0,0,0,0,0,0,0,0,0,"2",94.9833333333333
"37","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","S",3,1.3,NA,2013-07-17 01:34:59,2013-07-17 01:49:00,0,0,0,0,0,0,0,0,0,0,"3",94.9833333333333
"38","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","S",4,4.2,NA,2013-07-17 01:34:59,2013-07-17 01:49:00,0,0,0,2,0,0,0,0,0,0,"4",94.9833333333333
"39","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","S",5,2.1,NA,2013-07-17 01:34:59,2013-07-17 01:49:00,0,0,3,0,0,0,0,0,0,0,"5",94.9833333333333
"40","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","SW",5,0,NA,2013-07-17 01:57:59,2013-07-17 02:10:59,0,0,0,0,0,0,0,0,0,0,"5",117.983333333333
"41","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","SW",4,2.5,NA,2013-07-17 01:57:59,2013-07-17 02:10:59,0,0,1,0,0,0,0,0,0,0,"4",117.983333333333
"42","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","SW",3,1.9,NA,2013-07-17 01:57:59,2013-07-17 02:10:59,0,0,1,0,0,0,0,0,0,0,"3",117.983333333333
"43","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","SW",2,0.5,NA,2013-07-17 01:57:59,2013-07-17 02:10:59,0,0,0,0,0,0,0,0,0,0,"2",117.983333333333
"44","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","SW",1,1.7,NA,2013-07-17 01:57:59,2013-07-17 02:10:59,0,0,0,0,0,0,0,0,0,0,"1",117.983333333333
"45","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","N",1,1.5,NA,2013-07-17 02:12:00,2013-07-17 02:26:59,0,0,0,0,0,0,0,0,0,0,"1",132
"46","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","N",2,2.4,NA,2013-07-17 02:12:00,2013-07-17 02:26:59,0,0,0,0,0,0,0,0,0,0,"2",132
"47","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","N",3,2.1,NA,2013-07-17 02:12:00,2013-07-17 02:26:59,0,0,0,1,0,0,0,0,0,0,"3",132
"48","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","N",4,1.8,NA,2013-07-17 02:12:00,2013-07-17 02:26:59,0,0,0,0,0,0,0,0,0,0,"4",132
"49","Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","N",5,0,NA,2013-07-17 02:12:00,2013-07-17 02:26:59,0,0,0,0,0,0,0,0,0,0,"5",132
"50","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","N",5,0,NA,2013-08-08 00:11:00,2013-08-08 00:27:59,0,0,0,0,0,0,0,0,0,0,"5",11
"51","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","N",4,0,NA,2013-08-08 00:11:00,2013-08-08 00:27:59,0,0,0,0,0,0,0,0,0,0,"4",11
"52","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","N",3,0.1,NA,2013-08-08 00:11:00,2013-08-08 00:27:59,0,0,2,15,0,0,0,0,0,0,"3",11
"53","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","N",2,0.2,NA,2013-08-08 00:11:00,2013-08-08 00:27:59,0,0,1,2,0,0,0,0,0,0,"2",11
"54","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","N",1,0.1,NA,2013-08-08 00:11:00,2013-08-08 00:27:59,0,0,0,0,0,0,0,0,0,0,"1",11
"55","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","S",1,1.2,NA,2013-08-08 00:29:00,2013-08-08 00:45:00,0,0,2,1,0,0,0,0,0,0,"1",29
"56","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","S",2,1.4,NA,2013-08-08 00:29:00,2013-08-08 00:45:00,0,0,1,3,0,0,0,0,0,0,"2",29
"57","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","S",3,1.1,NA,2013-08-08 00:29:00,2013-08-08 00:45:00,0,0,1,1,0,0,0,0,0,0,"3",29
"58","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","S",4,2.1,NA,2013-08-08 00:29:00,2013-08-08 00:45:00,0,0,3,0,0,0,0,0,0,0,"4",29
"59","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","S",5,3.1,NA,2013-08-08 00:29:00,2013-08-08 00:45:00,0,0,0,0,0,0,0,0,0,0,"5",29
"60","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","SW",5,NA,"Anenometer bust",2013-08-08 00:59:00,2013-08-08 01:09:59,0,0,3,0,0,0,0,0,0,0,"5",59
"61","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","SW",4,NA,"Anenometer bust",2013-08-08 00:59:00,2013-08-08 01:09:59,0,0,0,0,0,0,0,0,0,0,"4",59
"62","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","SW",3,NA,"Anenometer bust",2013-08-08 00:59:00,2013-08-08 01:09:59,0,0,3,0,0,2,0,0,0,0,"3",59
"63","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","SW",2,NA,"Anenometer bust",2013-08-08 00:59:00,2013-08-08 01:09:59,0,0,1,1,0,0,0,0,0,0,"2",59
"64","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","SW",1,NA,"Anenometer bust",2013-08-08 00:59:00,2013-08-08 01:09:59,0,0,1,0,0,0,0,0,0,0,"1",59
"65","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","NE",1,NA,"Anenometer bust",2013-08-08 01:11:00,2013-08-08 01:23:00,0,0,3,2,0,0,0,0,0,0,"1",71
"66","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","NE",2,NA,"Anenometer bust",2013-08-08 01:11:00,2013-08-08 01:23:00,1,0,11,0,0,0,0,1,0,0,"2",71
"67","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","NE",3,NA,"Anenometer bust",2013-08-08 01:11:00,2013-08-08 01:23:00,3,0,6,2,0,0,4,0,0,0,"3",71
"68","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","NE",4,NA,"Anenometer bust",2013-08-08 01:11:00,2013-08-08 01:23:00,0,0,4,3,0,0,0,0,0,0,"4",71
"69","Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","NE",5,NA,"Anenometer bust",2013-08-08 01:11:00,2013-08-08 01:23:00,0,0,2,0,0,0,0,0,0,0,"5",71
"70","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","N",1,3.2,NA,2013-06-21 00:30:59,2013-06-21 00:43:59,0,0,0,0,0,0,0,0,0,0,"1",30.9833333333333
"71","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","N",2,3.2,NA,2013-06-21 00:30:59,2013-06-21 00:43:59,0,0,0,1,0,0,0,0,0,0,"2",30.9833333333333
"72","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","N",3,2.4,NA,2013-06-21 00:30:59,2013-06-21 00:43:59,0,0,0,0,0,0,0,0,0,0,"3",30.9833333333333
"73","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","N",4,1.5,NA,2013-06-21 00:30:59,2013-06-21 00:43:59,0,0,0,0,0,0,0,0,0,0,"4",30.9833333333333
"74","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","N",5,0.8,NA,2013-06-21 00:30:59,2013-06-21 00:43:59,0,0,1,0,0,0,0,0,0,0,"5",30.9833333333333
"75","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","W",1,2.3,NA,2013-06-21 00:52:00,2013-06-21 01:05:00,0,0,0,0,0,0,0,0,0,0,"1",52
"76","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","W",2,2.5,NA,2013-06-21 00:52:00,2013-06-21 01:05:00,0,0,0,1,0,0,0,0,0,0,"2",52
"77","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","W",3,2,NA,2013-06-21 00:52:00,2013-06-21 01:05:00,0,0,0,0,0,0,0,0,0,0,"3",52
"78","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","W",4,0.8,NA,2013-06-21 00:52:00,2013-06-21 01:05:00,0,0,0,0,0,0,0,0,0,0,"4",52
"79","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","W",5,3.2,NA,2013-06-21 00:52:00,2013-06-21 01:05:00,0,0,2,0,0,0,0,0,0,0,"5",52
"80","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","E",1,1.2,NA,2013-06-21 01:12:59,2013-06-21 01:28:59,0,0,0,0,0,0,0,0,0,0,"1",72.9833333333333
"81","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","E",2,1.3,NA,2013-06-21 01:12:59,2013-06-21 01:28:59,0,0,0,0,0,0,0,0,0,0,"2",72.9833333333333
"82","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","E",3,1.6,NA,2013-06-21 01:12:59,2013-06-21 01:28:59,0,0,0,0,0,0,0,0,0,0,"3",72.9833333333333
"83","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","E",4,1.7,NA,2013-06-21 01:12:59,2013-06-21 01:28:59,0,0,3,0,0,0,0,0,0,0,"4",72.9833333333333
"84","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","E",5,3.1,NA,2013-06-21 01:12:59,2013-06-21 01:28:59,0,0,0,0,0,0,0,0,0,0,"5",72.9833333333333
"85","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","S",1,2,NA,2013-06-21 01:37:00,2013-06-21 01:49:00,0,0,0,0,0,0,0,0,0,0,"1",97
"86","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","S",2,2.1,NA,2013-06-21 01:37:00,2013-06-21 01:49:00,0,0,0,0,0,0,0,0,0,0,"2",97
"87","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","S",3,1.8,NA,2013-06-21 01:37:00,2013-06-21 01:49:00,0,0,0,1,0,0,0,0,0,0,"3",97
"88","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","S",4,2.7,NA,2013-06-21 01:37:00,2013-06-21 01:49:00,0,0,0,0,0,0,0,0,0,0,"4",97
"89","Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","S",5,3.3,NA,2013-06-21 01:37:00,2013-06-21 01:49:00,0,0,0,0,0,0,0,0,0,0,"5",97
"90","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","N",1,0,NA,2013-08-06 22:15:00,2013-08-06 22:28:59,0,0,1,0,0,0,0,0,0,0,"1",-105
"91","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","N",2,0,NA,2013-08-06 22:15:00,2013-08-06 22:28:59,0,0,0,0,0,0,0,0,0,0,"2",-105
"92","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","N",3,0,NA,2013-08-06 22:15:00,2013-08-06 22:28:59,0,0,2,0,0,0,0,0,0,0,"3",-105
"93","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","N",4,0,NA,2013-08-06 22:15:00,2013-08-06 22:28:59,0,0,0,0,0,0,0,0,0,0,"4",-105
"94","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","N",5,0,NA,2013-08-06 22:15:00,2013-08-06 22:28:59,0,0,0,0,0,0,0,0,0,0,"5",-105
"95","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","S",1,0,NA,2013-08-06 22:38:00,2013-08-06 22:50:00,0,0,0,0,0,0,0,0,0,0,"1",-82
"96","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","S",2,0,NA,2013-08-06 22:38:00,2013-08-06 22:50:00,0,0,1,0,0,0,0,0,0,0,"2",-82
"97","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","S",3,0,NA,2013-08-06 22:38:00,2013-08-06 22:50:00,0,0,0,0,0,0,0,0,0,0,"3",-82
"98","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","S",4,0,NA,2013-08-06 22:38:00,2013-08-06 22:50:00,0,0,0,2,0,0,0,0,0,0,"4",-82
"99","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","S",5,0,NA,2013-08-06 22:38:00,2013-08-06 22:50:00,0,0,1,0,0,0,0,0,0,0,"5",-82
"100","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","E",1,0,NA,2013-08-06 22:59:00,2013-08-06 23:10:59,0,0,1,0,0,0,0,0,0,0,"1",-61
"101","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","E",2,0,NA,2013-08-06 22:59:00,2013-08-06 23:10:59,0,0,0,0,0,0,0,0,0,0,"2",-61
"102","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","E",3,0,NA,2013-08-06 22:59:00,2013-08-06 23:10:59,1,0,7,3,0,2,0,0,0,0,"3",-61
"103","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","E",4,0,NA,2013-08-06 22:59:00,2013-08-06 23:10:59,0,0,5,0,0,1,0,0,0,0,"4",-61
"104","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","E",5,0,NA,2013-08-06 22:59:00,2013-08-06 23:10:59,0,0,0,1,0,0,0,0,0,0,"5",-61
"105","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","W",1,0,NA,2013-08-06 23:19:00,2013-08-06 23:31:00,0,0,0,0,0,0,0,0,0,0,"1",-41
"106","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","W",2,0,NA,2013-08-06 23:19:00,2013-08-06 23:31:00,0,0,1,0,0,0,0,0,0,0,"2",-41
"107","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","W",3,0,NA,2013-08-06 23:19:00,2013-08-06 23:31:00,0,0,1,2,0,0,0,0,0,0,"3",-41
"108","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","W",4,0,NA,2013-08-06 23:19:00,2013-08-06 23:31:00,0,0,1,3,0,0,0,0,0,0,"4",-41
"109","Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","W",5,0,NA,2013-08-06 23:19:00,2013-08-06 23:31:00,0,0,1,1,0,0,0,0,0,0,"5",-41
"110","Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","N",1,1.9,NA,2013-06-12 22:52:00,2013-06-12 23:05:00,0,0,0,0,0,0,0,0,0,0,"1",-68
"111","Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","N",2,1.8,NA,2013-06-12 22:52:00,2013-06-12 23:05:00,0,0,0,0,0,0,0,0,0,0,"2",-68
"112","Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","N",3,1.9,NA,2013-06-12 22:52:00,2013-06-12 23:05:00,0,0,0,0,0,0,0,0,0,0,"3",-68
"113","Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","N",4,1.9,NA,2013-06-12 22:52:00,2013-06-12 23:05:00,0,0,0,0,0,0,0,0,0,0,"4",-68
"114","Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","N",5,1.7,NA,2013-06-12 22:52:00,2013-06-12 23:05:00,0,0,0,0,0,0,0,0,0,0,"5",-68
"115","Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","E",5,0,NA,2013-06-12 23:18:00,2013-06-12 23:31:00,0,0,0,0,0,0,0,0,0,0,"5",-42
"116","Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","E",4,0,NA,2013-06-12 23:18:00,2013-06-12 23:31:00,0,0,0,0,0,0,0,0,0,0,"4",-42
"117","Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","E",3,0,NA,2013-06-12 23:18:00,2013-06-12 23:31:00,0,0,0,0,0,0,0,0,0,0,"3",-42
"118","Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","E",2,0,NA,2013-06-12 23:18:00,2013-06-12 23:31:00,0,0,0,0,0,0,0,0,0,0,"2",-42
"119","Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","E",1,0.7,NA,2013-06-12 23:18:00,2013-06-12 23:31:00,0,0,0,0,0,0,0,0,0,0,"1",-42
"120","Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","W",1,0,NA,2013-06-12 23:32:59,2013-06-12 23:48:59,0,0,4,0,0,0,0,0,0,0,"1",-27.0166666666667
"121","Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","W",2,0,NA,2013-06-12 23:32:59,2013-06-12 23:48:59,0,0,0,1,0,0,0,0,0,0,"2",-27.0166666666667
"122","Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","W",3,1.5,NA,2013-06-12 23:32:59,2013-06-12 23:48:59,0,0,0,0,0,0,0,0,0,0,"3",-27.0166666666667
"123","Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","W",4,1.7,NA,2013-06-12 23:32:59,2013-06-12 23:48:59,0,0,0,0,0,0,0,0,0,0,"4",-27.0166666666667
"124","Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","W",5,1.3,NA,2013-06-12 23:32:59,2013-06-12 23:48:59,0,0,0,0,0,0,0,0,0,0,"5",-27.0166666666667
"125","Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","S",5,0,NA,2013-06-13 00:00:00,2013-06-13 00:13:00,0,0,0,0,0,0,0,0,0,0,"5",0
"126","Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","S",4,0,NA,2013-06-13 00:00:00,2013-06-13 00:13:00,0,0,0,0,0,0,0,0,0,0,"4",0
