"SITE","SURVEYID","OBS","DATE","TEMP","WINDS_0","WINDD","TRSCT","SECTION","WINDS","COMMENTS","s_dtime","e_dtime","FLAG","UNK","SOPPIP","COMPIP","MYOTI","PIP","DUNNO","PAUR","NOCTU","NOISE","fSECTION","DAYNO","TTMIDN","NOTURB","PASSES","ALL_PIPS","ALL_OTHER","pBUILD","pTREE","pRDTRK","pROADS","pRGRAS","EDGED","D_LIN","D_BUI","D_WAT","D_TRE","PC1a","PC2a","PC3a","PC4a","AREA_M2","AREA_ha","MID_X","MID_Y","sWINDS","min_air_temp"
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"E",3,1.5,NA,2013-06-21 23:05:00,2013-06-21 23:16:59,0,0,0,0,0,0,0,0,0,0,"3",171,-55,2,0,0,0,0,0,0.0541152018666078,0.0575225916550098,0,0.0399297001685761,19.5829567415883,278.321258567964,435.185879004998,351.998878229131,0.275052428198687,2.17963726300709,1.41029624430183,-0.185328877388933,10594.62,1.059462,352365.649808024,682289.484003921,0.267078748724937,14.1
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"E",4,1.5,NA,2013-06-21 23:05:00,2013-06-21 23:16:59,0,0,0,0,0,0,0,0,0,0,"4",171,-55,2,0,0,0,0,0,0.0514216687805215,0.0601820802862513,0,0.0400146396210051,19.6767607270644,363.16235749889,453.969362338353,290.201616494991,0.155647064839812,1.91161938928661,1.69754038708935,-0.246457935389037,10273.49,1.027349,352468.566821529,682308.328888668,0.267078748724937,14.1
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"E",5,1.4,NA,2013-06-21 23:05:00,2013-06-21 23:16:59,0,0,0,0,0,0,0,0,0,0,"5",171,-55,2,0,0,0,0,0,0.0488300287693001,0.0555605878310389,0,0.0399550639678792,19.9623427701048,435.002344841373,435.134104571051,196.473643777313,0.0514250512340454,1.35850429921906,1.81041648651713,-0.272652993668178,10156.66,1.015666,352569.048019033,682327.121203234,0.145679317486329,14.1
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"N",1,2.7,NA,2013-06-21 23:19:00,2013-06-21 23:32:00,0,0,0,0,0,0,0,0,0,0,"1",171,-41,2,0,0,0,0,0,0.0722878506639027,0.0334754225797472,0,0.0444752596667081,16.2104801612875,132.88099129748,480.180069460872,233.989365018512,0.964873397272775,1.87934952565896,0.648095379427058,-0.633165308693926,15591.14,1.559114,352156.000260361,682199.705406424,1.72387192358823,14.1
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"N",2,1.6,NA,2013-06-21 23:19:00,2013-06-21 23:32:00,0,0,1,0,0,0,0,0,0,0,"2",171,-41,2,1,1,0,0,0,0.0407367863180413,0.0441345810396607,0,0.0349527983773112,21.2903456687466,222.456207368876,405.603365824498,322.480277637599,0.0189915040250622,1.86115488892144,0.865396773470179,-0.33609982536534,15510.06,1.551006,352220.989587474,682287.822094694,0.388478179963544,14.1
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"N",3,2,NA,2013-06-21 23:19:00,2013-06-21 23:32:00,0,0,0,0,0,0,0,0,0,0,"3",171,-41,2,0,0,0,0,0,0.00297763199733801,0.00229503124181248,0,0.012068350259707,24.088582760439,326.502404238834,307.398802230607,405.514822264296,-1.80541021122768,1.36440454611168,0.317323666261104,-0.080590607687362,12862.57,1.286257,352249.400507072,682393.044394076,0.874075904917974,14.1
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"N",4,2.2,NA,2013-06-21 23:19:00,2013-06-21 23:32:00,0,0,0,1,0,0,0,0,0,0,"4",171,-41,2,1,1,0,0,0,0,0,0,0.010073334599282,25.1170370571328,439.96810978463,185.372534842903,348.085717222785,-2.07631053253677,0.619523296100435,0.622267872341955,0.323468467655629,11058.9,1.10589,352220.683432933,682511.832396483,1.11687476739519,14.1
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"N",5,2.4,NA,2013-06-21 23:19:00,2013-06-21 23:32:00,0,0,0,0,0,0,0,0,0,0,"5",171,-41,2,0,0,0,0,0,0,0,0,0.0100469133119475,23.8250015422738,544.593326563192,76.9212943613191,277.793941329751,-2.15805296967063,-0.112473680334137,0.949351586521255,0.685360937598853,10583.35,1.058335,352196.711595807,682617.717698263,1.3596736298724,14.1
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"S",1,0,NA,2013-06-21 22:31:59,2013-06-21 22:54:59,0,0,0,0,0,0,0,0,0,0,"1",171,-88.0166666666667,2,0,0,0,0,0,0.0404270311197911,0,0,0.0351406921360947,18.1872165065183,92.4567643980876,522.349262798393,192.858459174014,0.11926323771573,1.50448229368179,-0.31496945387864,-1.12850694167581,15227.93,1.522793,352172.949970229,682159.930412803,-1.55391271985418,14.1
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"S",2,0,NA,2013-06-21 22:31:59,2013-06-21 22:54:59,0,0,0,0,0,0,0,0,0,0,"2",171,-88.0166666666667,2,0,0,0,0.000836862130862366,0,0.000814337891315346,0,0,0.0494251121014076,14.7795415662052,91.7134092053139,597.716996684493,154.173020704861,0.00653840073178892,1.35499373296622,-0.781327830599447,-1.51179422873089,11543.12,1.154312,352276.158037585,682099.51375001,-1.55391271985418,14.1
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"S",3,0,NA,2013-06-21 22:31:59,2013-06-21 22:54:59,0,0,0,0,0,0,0,0,0,0,"3",171,-88.0166666666667,2,0,0,0,0,0,0,0,0,0.00970398355063092,30.8512189354913,141.38005348313,578.016836656872,134.204486439645,-1.22428683663283,1.23556320082851,-0.522048434178231,-1.74435212944599,14682.63,1.468263,352325.980232402,682008.817122214,-1.55391271985418,14.1
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"S",4,1.2,NA,2013-06-21 22:31:59,2013-06-21 22:54:59,0,0,0,0,0,0,0,0,0,0,"4",171,-88.0166666666667,2,0,0,0,0,0,0.0281162328578528,0,0,0.0118016229362717,45.199428383225,183.680975689267,452.105938114621,123.806330875222,-1.14721193093822,1.00066323712444,-0.0994076322257304,-1.2198214961887,11730.59,1.173059,352324.713711789,681873.378385886,-0.0971195449908861,14.1
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"S",5,0,NA,2013-06-21 22:31:59,2013-06-21 22:54:59,0,0,0,0,0,0,0,0,0,0,"5",171,-88.0166666666667,2,0,0,0,0,0,0.0561399971168532,0,0,0.0223222774383153,19.5745764455305,180.227039599391,337.021446722356,196.3338770847,-0.12705962468353,0.949160500236728,0.167882921297997,-0.436699036613694,11307.09,1.130709,352318.451045098,681758.018173589,-1.55391271985418,14.1
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"W",1,1.5,NA,2013-06-21 23:39:00,2013-06-21 23:53:00,0,0,0,0,0,0,0,0,0,0,"1",171,-21,2,0,0,0,0,0,0.069649732147435,0.0349657198260442,0,0.0435281301361932,17.4190910488142,135.897671843737,476.721744687005,237.453616456392,0.890058671126326,1.88187828624583,0.657784594323468,-0.634432720743873,17358.43,1.735843,352141.369707288,682200.490518586,0.267078748724937,14.1
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"W",2,1.1,NA,2013-06-21 23:39:00,2013-06-21 23:53:00,0,0,0,0,0,0,0,0,0,0,"2",171,-21,2,0,0,0,0,0,0.0430272175029807,0.0401869456463671,0,0.0357057693464332,19.9088466857107,189.666345553927,427.604798013418,297.313807164559,0.167072081017251,1.83208167384442,0.699182866565966,-0.478616437045214,14132.45,1.413245,352032.412548649,682230.06806858,-0.218518976229493,14.1
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"W",3,0.9,NA,2013-06-21 23:39:00,2013-06-21 23:53:00,0,0,0,0,0,0,0,0,0,0,"3",171,-21,2,0,0,0,0,0,0.0777496046469193,0.0803659677026945,0,0.0658310397786023,13.8632589204329,229.921374655549,435.811640880158,336.262141745379,1.61326015368699,2.39964782953085,1.75296068128782,0.0243903629468464,10522.24,1.052224,351901.854410802,682197.095999517,-0.461317838706709,14.1
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"W",4,1,NA,2013-06-21 23:39:00,2013-06-21 23:53:00,0,0,0,0,0,0,0,0,0,0,"4",171,-21,2,0,0,0,0,0,0.0511141560498722,0.0535154465856195,0,0.0394828139121308,22.1556412675039,301.220930924021,437.371170608756,390.058528820055,0.0116493052447936,2.30348736475612,1.42616007419845,-0.116489693432893,10290.3,1.02903,351799.671368943,682176.189725265,-0.339918407468101,14.1
"East Fenton","East Fenton-3","KH",2013-06-21,"NA","NA",NA,"W",5,0.8,NA,2013-06-21 23:39:00,2013-06-21 23:53:00,0,0,0,0,0,0,0,0,0,0,"5",171,-21,2,0,0,0,0,0,0.0513338666273013,0.0531851015486139,0,0.039894312040807,25.9531263358029,260.004608542425,431.109451443123,361.941111848171,0.0939581907962759,2.22082731605948,1.25971458648712,-0.219529556293492,10025.74,1.002574,351699.273567939,682164.323190623,-0.582717269945316,14.1
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"S",1,0.5,NA,2013-06-24 22:31:59,2013-06-24 22:50:59,0,0,0,0,0,0,0,0,0,0,"1",174,-88.0166666666667,2,0,0,0,0.0111085771278618,0.0864414665073298,0.00304077989922855,0,0,0.062767170523896,13.2999873228498,52.9774089631556,275.314579340339,30.9281179479055,0.925900898960638,-0.424440608441605,-1.14592211978413,-0.964864105313787,16443.15,1.644315,356764.910219032,666014.563724129,1.71073180990349,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"S",1,0.5,NA,2013-06-24 22:31:59,2013-06-24 22:50:59,0,0,0,0,0,0,0,0,0,0,"1",174,-88.0166666666667,2,0,0,0,0.0111085771278618,0.0864414665073298,0.00304077989922855,0,0,0.062767170523896,13.2999873228498,52.9774089631556,275.314579340339,30.9281179479055,0.925900898960638,-0.424440608441605,-1.14592211978413,-0.964864105313787,16443.15,1.644315,356764.910219032,666014.563724129,1.71073180990349,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"S",2,0.5,NA,2013-06-24 22:31:59,2013-06-24 22:50:59,0,0,0,1,0,0,0,0,0,0,"2",174,-88.0166666666667,2,1,1,0,0,0,0.022360626033538,0,0,0.0288001360649609,20.6290262171143,145.038108283021,217.283088982014,95.6073152009199,-0.169828545468566,-0.000685707339533104,-0.384740267692094,-0.424510704116161,11876.68,1.187668,356685.356189805,665917.516951149,1.71073180990349,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"S",2,0.5,NA,2013-06-24 22:31:59,2013-06-24 22:50:59,0,0,0,1,0,0,0,0,0,0,"2",174,-88.0166666666667,2,1,1,0,0,0,0.022360626033538,0,0,0.0288001360649609,20.6290262171143,145.038108283021,217.283088982014,95.6073152009199,-0.169828545468566,-0.000685707339533104,-0.384740267692094,-0.424510704116161,11876.68,1.187668,356685.356189805,665917.516951149,1.71073180990349,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"S",3,0,NA,2013-06-24 22:31:59,2013-06-24 22:50:59,0,0,0,0,0,0,0,0,0,0,"3",174,-88.0166666666667,2,0,0,0,0,0.000484950280639867,0.032080369748285,0,0,0.0288473678773525,20.8504967703191,255.554098526796,118.616489770924,59.4834957632038,-0.226543259533561,-0.501940804090689,0.0836748024547209,0.0178945222686178,10454.68,1.045468,356659.162004369,665806.681073571,-0.601067933209335,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"S",3,0,NA,2013-06-24 22:31:59,2013-06-24 22:50:59,0,0,0,0,0,0,0,0,0,0,"3",174,-88.0166666666667,2,0,0,0,0,0.000484950280639867,0.032080369748285,0,0,0.0288473678773525,20.8504967703191,255.554098526796,118.616489770924,59.4834957632038,-0.226543259533561,-0.501940804090689,0.0836748024547209,0.0178945222686178,10454.68,1.045468,356659.162004369,665806.681073571,-0.601067933209335,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"S",4,0,NA,2013-06-24 22:31:59,2013-06-24 22:50:59,0,0,0,0,0,0,0,0,0,0,"4",174,-88.0166666666667,2,0,0,0,0,0.368004916420846,0.0442094395280236,0,0,0.0701229105211406,13.4367903593391,354.262691897987,34.9813485962562,14.5237907766944,1.166029512218,-2.39455188766258,0.896179278835739,-0.606656198199477,10170,1.017,356632.267065845,665706.920371228,-0.601067933209335,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"S",4,0,NA,2013-06-24 22:31:59,2013-06-24 22:50:59,0,0,0,0,0,0,0,0,0,0,"4",174,-88.0166666666667,2,0,0,0,0,0.368004916420846,0.0442094395280236,0,0,0.0701229105211406,13.4367903593391,354.262691897987,34.9813485962562,14.5237907766944,1.166029512218,-2.39455188766258,0.896179278835739,-0.606656198199477,10170,1.017,356632.267065845,665706.920371228,-0.601067933209335,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"S",5,0,NA,2013-06-24 22:31:59,2013-06-24 22:50:59,0,0,0,1,0,0,0,0,0,0,"5",174,-88.0166666666667,2,1,1,0,0,0.026003551401682,0.0126502410165862,0,0,0.0263891378787135,22.9512787221024,408.537900765943,83.8273773797047,52.5330971851071,-0.903254355032356,-0.957199000664861,0.466948874323402,0.128410300707621,9984.79,0.998479,356599.292850654,665611.723409734,-0.601067933209335,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"S",5,0,NA,2013-06-24 22:31:59,2013-06-24 22:50:59,0,0,0,1,0,0,0,0,0,0,"5",174,-88.0166666666667,2,1,1,0,0,0.026003551401682,0.0126502410165862,0,0,0.0263891378787135,22.9512787221024,408.537900765943,83.8273773797047,52.5330971851071,-0.903254355032356,-0.957199000664861,0.466948874323402,0.128410300707621,9984.79,0.998479,356599.292850654,665611.723409734,-0.601067933209335,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"W",1,0,NA,2013-06-24 23:00:59,2013-06-24 23:16:59,0,0,0,0,0,0,0,0,0,0,"1",174,-59.0166666666667,2,0,0,0,0.0112593301368245,0.100808758075591,0.00292434941998454,0,0,0.0701422754479811,11.0250198544048,47.03123154328,268.412293910227,26.4215371112883,1.16072630588481,-0.524985254440315,-1.17268715045253,-0.954228519616744,17097.82,1.709782,356757.651272409,666023.902036197,-0.601067933209335,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"W",1,0,NA,2013-06-24 23:00:59,2013-06-24 23:16:59,0,0,0,0,0,0,0,0,0,0,"1",174,-59.0166666666667,2,0,0,0,0.0112593301368245,0.100808758075591,0.00292434941998454,0,0,0.0701422754479811,11.0250198544048,47.03123154328,268.412293910227,26.4215371112883,1.16072630588481,-0.524985254440315,-1.17268715045253,-0.954228519616744,17097.82,1.709782,356757.651272409,666023.902036197,-0.601067933209335,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"W",2,0,NA,2013-06-24 23:00:59,2013-06-24 23:16:59,0,0,0,2,0,0,0,0,0,0,"2",174,-59.0166666666667,2,2,2,0,0,0.0148279844837355,0.000752749487876102,0,0.0395933518327498,0.0384210965989162,14.9281749719823,103.169457448942,200.5636960533,38.8311004956195,0.0527584485315012,-0.537874540147391,-0.795596061607901,-0.455003664523366,11012.96,1.101296,356644.656367919,666056.207328793,-0.601067933209335,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"W",2,0,NA,2013-06-24 23:00:59,2013-06-24 23:16:59,0,0,0,2,0,0,0,0,0,0,"2",174,-59.0166666666667,2,2,2,0,0,0.0148279844837355,0.000752749487876102,0,0.0395933518327498,0.0384210965989162,14.9281749719823,103.169457448942,200.5636960533,38.8311004956195,0.0527584485315012,-0.537874540147391,-0.795596061607901,-0.455003664523366,11012.96,1.101296,356644.656367919,666056.207328793,-0.601067933209335,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"W",3,0,NA,2013-06-24 23:00:59,2013-06-24 23:16:59,0,0,1,0,0,0,0,0,0,0,"3",174,-59.0166666666667,2,1,1,0,0,0.769601500213627,0.0365776819948319,0.0588082412001266,0,0.0570039062521647,14.3417222979855,205.602331392596,135.435405754386,1.99860920689983,2.18049989274006,-3.23315649977758,1.66603840334814,-2.68403976791932,18045.43,1.804543,356555.16048166,666128.861852425,-0.601067933209335,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"W",3,0,NA,2013-06-24 23:00:59,2013-06-24 23:16:59,0,0,1,0,0,0,0,0,0,0,"3",174,-59.0166666666667,2,1,1,0,0,0.769601500213627,0.0365776819948319,0.0588082412001266,0,0.0570039062521647,14.3417222979855,205.602331392596,135.435405754386,1.99860920689983,2.18049989274006,-3.23315649977758,1.66603840334814,-2.68403976791932,18045.43,1.804543,356555.16048166,666128.861852425,-0.601067933209335,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"W",4,0.3,NA,2013-06-24 23:00:59,2013-06-24 23:16:59,0,0,0,0,0,0,0,0,0,0,"4",174,-59.0166666666667,2,0,0,0,0,0.0694495157928695,0.0368749789397104,0.0355166247854612,0,0.0417432892940812,20.8098582266154,214.184407992094,98.3236580758518,44.0158662888869,0.679829210289973,-0.615609935513029,0.554727068262457,-0.132826814704122,18102.79,1.810279,356523.70413526,666229.871116898,0.786011912658361,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"W",4,0.3,NA,2013-06-24 23:00:59,2013-06-24 23:16:59,0,0,0,0,0,0,0,0,0,0,"4",174,-59.0166666666667,2,0,0,0,0,0.0694495157928695,0.0368749789397104,0.0355166247854612,0,0.0417432892940812,20.8098582266154,214.184407992094,98.3236580758518,44.0158662888869,0.679829210289973,-0.615609935513029,0.554727068262457,-0.132826814704122,18102.79,1.810279,356523.70413526,666229.871116898,0.786011912658361,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"W",5,0,NA,2013-06-24 23:00:59,2013-06-24 23:16:59,0,0,0,0,0,0,0,0,0,0,"5",174,-59.0166666666667,2,0,0,0,0,0,0.0281864008188808,0,0,0.029148633008734,24.0343118323903,277.452415753723,191.280005583324,163.006452622407,-0.586078582351117,0.146830259111531,0.187542255224488,-0.0102282520408225,12710.03,1.271003,356412.436000088,666274.411280544,-0.601067933209335,10.2
"Park Cottage","Park Cottage-3","KH",2013-06-24,"NA","NA",NA,"W",5,0,NA,2013-06-24 23:00:59,2013-06-24 23:16:59,0,0,0,0,0,0,0,0,0,0,"5",174,-59.0166666666667,2,0,0,0,0,0,0.0281864008188808,0,0,0.029148633008734,24.0343118323903,277.452415753723,191.280005583324,163.006452622407,-0.586078582351117,0.146830259111531,0.187542255224488,-0.0102282520408225,12710.03,1.271003,356412.436000088,666274.411280544,-0.601067933209335,10.2
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"E",1,0.5,NA,2013-06-26 23:32:59,2013-06-26 23:48:00,0,0,0,0,0,0,0,0,0,0,"1",176,-27.0166666666667,3,0,0,0,0,0,0,0,0,0.0191887328511589,25.3918125416136,114.904049022028,27.8023230085269,415.549446929333,-1.15890493167112,0.675061651134381,-0.552471573479506,0.523500644616279,18253.42,1.825342,351823.769065434,683513.667804497,-0.266803679714404,9.9
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"E",1,0.5,NA,2013-06-26 23:32:59,2013-06-26 23:48:00,0,0,0,0,0,0,0,0,0,0,"1",176,-27.0166666666667,3,0,0,0,0,0,0,0,0,0.0191887328511589,25.3918125416136,114.904049022028,27.8023230085269,415.549446929333,-1.15890493167112,0.675061651134381,-0.552471573479506,0.523500644616279,18253.42,1.825342,351823.769065434,683513.667804497,1.5599602534653,9.9
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"E",2,0,NA,2013-06-26 23:32:59,2013-06-26 23:48:00,0,0,0,0,0,0,0,0,0,0,"2",176,-27.0166666666667,3,0,0,0,0.00888729924051466,0,0,0,0,0.0302237036100606,18.1011081996529,82.5939783865274,96.3520328332187,315.857285203598,-0.479024708857858,0.501344000405921,-0.931328568416814,0.210698157022962,19459.23,1.945923,351818.926212235,683621.212395954,-0.747531030551167,9.9
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"E",2,0,NA,2013-06-26 23:32:59,2013-06-26 23:48:00,0,0,0,0,0,0,0,0,0,0,"2",176,-27.0166666666667,3,0,0,0,0.00888729924051466,0,0,0,0,0.0302237036100606,18.1011081996529,82.5939783865274,96.3520328332187,315.857285203598,-0.479024708857858,0.501344000405921,-0.931328568416814,0.210698157022962,19459.23,1.945923,351818.926212235,683621.212395954,1.94454213413471,9.9
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"E",3,0,NA,2013-06-26 23:32:59,2013-06-26 23:48:00,0,0,0,0,0,0,0,0,0,0,"3",176,-27.0166666666667,3,0,0,0,0,0,0,0,0,0.00994730781493879,24.8345414555117,224.790310712626,234.052601139915,313.531388601449,-1.49910078216874,0.800037989822471,-0.168279898073864,-0.202947499813096,11384.99,1.138499,351963.557390507,683701.386974741,2.71370589547353,9.9
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"E",3,0,NA,2013-06-26 23:32:59,2013-06-26 23:48:00,0,0,0,0,0,0,0,0,0,0,"3",176,-27.0166666666667,3,0,0,0,0,0,0,0,0,0.00994730781493879,24.8345414555117,224.790310712626,234.052601139915,313.531388601449,-1.49910078216874,0.800037989822471,-0.168279898073864,-0.202947499813096,11384.99,1.138499,351963.557390507,683701.386974741,-0.747531030551167,9.9
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"E",4,0.3,NA,2013-06-26 23:32:59,2013-06-26 23:48:00,0,0,0,0,0,0,0,0,0,0,"4",176,-27.0166666666667,3,0,0,0,0,0,0,0,0,0.00997944852601205,24.9130076100003,307.592218522555,206.852937703584,330.560054436841,-1.72458834808097,0.719336081247428,0.136945817096814,0.0327350023219964,10597.78,1.059778,352060.523044464,683754.934332008,3.00214230597559,9.9
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"E",4,0.3,NA,2013-06-26 23:32:59,2013-06-26 23:48:00,0,0,0,0,0,0,0,0,0,0,"4",176,-27.0166666666667,3,0,0,0,0,0,0,0,0,0.00997944852601205,24.9130076100003,307.592218522555,206.852937703584,330.560054436841,-1.72458834808097,0.719336081247428,0.136945817096814,0.0327350023219964,10597.78,1.059778,352060.523044464,683754.934332008,-0.459094620049109,9.9
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"E",5,0,NA,2013-06-26 23:32:59,2013-06-26 23:48:00,0,0,0,0,0,0,0,0,0,0,"5",176,-27.0166666666667,3,0,0,0,0,0,0,0,0,0.00998702016472098,23.9400043786206,335.182642272181,125.921277420953,294.980690943193,-1.68850467274197,0.285051329887745,0.207527822546405,0.261028778743308,10331.41,1.033141,352151.865073088,683806.355733744,0.694651021959124,9.9
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"E",5,0,NA,2013-06-26 23:32:59,2013-06-26 23:48:00,0,0,0,0,0,0,0,0,0,0,"5",176,-27.0166666666667,3,0,0,0,0,0,0,0,0,0.00998702016472098,23.9400043786206,335.182642272181,125.921277420953,294.980690943193,-1.68850467274197,0.285051329887745,0.207527822546405,0.261028778743308,10331.41,1.033141,352151.865073088,683806.355733744,-0.747531030551167,9.9
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"N",1,0.3,NA,2013-06-26 23:09:00,2013-06-26 23:29:59,0,0,0,0,0,0,0,0,0,0,"1",176,-51,3,0,0,0,0,0,0,0,0,0.0221649530462054,23.6810143143635,103.853015448346,23.8876711784961,409.073112574458,-1.0247972909042,0.635567879658648,-0.602819436387048,0.533616638688098,13468.56,1.346856,351805.050736026,683512.054436786,1.07923290262853,9.9
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"N",1,0.3,NA,2013-06-26 23:09:00,2013-06-26 23:29:59,0,0,0,0,0,0,0,0,0,0,"1",176,-51,3,0,0,0,0,0,0,0,0,0.0221649530462054,23.6810143143635,103.853015448346,23.8876711784961,409.073112574458,-1.0247972909042,0.635567879658648,-0.602819436387048,0.533616638688098,13468.56,1.346856,351805.050736026,683512.054436786,-0.459094620049109,9.9
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"N",2,0,NA,2013-06-26 23:09:00,2013-06-26 23:29:59,0,0,2,0,0,0,0,0,0,0,"2",176,-51,3,2,2,0,0.0218916168549364,0,0,0,0,0.0519174236806968,12.2318986764921,35.0749712163865,58.8547112187745,296.094154737772,0.363750442529004,0.375299271042202,-1.44346094981697,0.430997286334203,14484.54,1.448454,351740.622514593,683607.836685235,1.65610572363265,9.9
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"N",2,0,NA,2013-06-26 23:09:00,2013-06-26 23:29:59,0,0,2,0,0,0,0,0,0,0,"2",176,-51,3,2,2,0,0.0218916168549364,0,0,0,0,0.0519174236806968,12.2318986764921,35.0749712163865,58.8547112187745,296.094154737772,0.363750442529004,0.375299271042202,-1.44346094981697,0.430997286334203,14484.54,1.448454,351740.622514593,683607.836685235,-0.747531030551167,9.9
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"N",3,0,NA,2013-06-26 23:09:00,2013-06-26 23:29:59,0,0,0,0,0,0,0,0,0,0,"3",176,-51,3,0,0,0,0,0,0,0,0,0.0281558167123897,21.1568658315228,77.8102803066833,128.469170363099,184.514120949246,-0.444136940033765,0.0283610730067253,-0.817696511623741,-0.194477352382147,10789.6,1.07896,351728.632335324,683725.388900774,0.310069141289713,9.9
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"N",3,0,NA,2013-06-26 23:09:00,2013-06-26 23:29:59,0,0,0,0,0,0,0,0,0,0,"3",176,-51,3,0,0,0,0,0,0,0,0,0.0281558167123897,21.1568658315228,77.8102803066833,128.469170363099,184.514120949246,-0.444136940033765,0.0283610730067253,-0.817696511623741,-0.194477352382147,10789.6,1.07896,351728.632335324,683725.388900774,-0.747531030551167,9.9
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"N",4,0,NA,2013-06-26 23:09:00,2013-06-26 23:29:59,0,0,3,2,0,0,0,0,0,0,"4",176,-51,3,5,5,0,0.115572180912836,0,0.0796331323237602,0.0918632272059998,0,0.126726770240642,5.36925628590573,25.0261145670649,171.475262194176,92.1110372563468,5.25118176133018,1.3043864298257,-1.58154659287513,0.937699485810015,14216.57,1.421657,351720.253184006,683827.174801586,-0.0745127393796984,9.9
"Castlemains","Castlemains-1","KH",2013-06-26,"NA","NA",NA,"N",4,0,NA,2013-06-26 23:09:00,2013-06-26 23:29:59,0,0,3,2,0,0,0,0,0,0,"4",176,-51,3,5,5,0,0.115572180912836,0,0.0796331323237602,0.0918632272059998,0,0.126726770240642,5.36925628590573,25.0261145670649,171.475262194176,92.1110372563468,5.25118176133018,1.3043864298257,-1.58154659287513,0.937699485810015,14216.57,1.421657,351720.253184006,683827.174801586,-0.747531030551167,9.9
