"","Name","LAT","LON","BNG_y","BNG_x","SURVEYID"
"1","ROON1___20140722_225534",56.06535,-3.37257,686684.241233009,314639.358448693,"Annfield-1"
"2","ROON1___20140722_225704",56.0653,-3.37238,686678.44156358,314651.07678022,"Annfield-1"
"3","ROON1___20140722_230511",56.06329,-3.37303,686455.553876647,314606.160102106,"Annfield-1"
"4","ROON1___20140722_230607",56.06327,-3.37292,686453.191871223,314612.964543654,"Annfield-1"
"5","ROON1___20140722_231000",56.06225,-3.37293,686339.688738442,314610.084363191,"Annfield-1"
"6","ROON1___20140722_231142",56.0622,-3.37163,686332.515278565,314690.915263295,"Annfield-1"
"7","ROON1___20140722_233203",56.06694,-3.37593,686865.356261329,314433.69974817,"Annfield-1"
"8","ROON1___20140722_233340",56.06729,-3.37587,686904.233220368,314438.211407617,"Annfield-1"
"9","ROON1___20140723_001247",56.06459,-3.37865,686607.204065728,314259.142886962,"Annfield-1"
"10","ROON1___20140723_001631",56.06373,-3.37933,686512.340685828,314214.894540798,"Annfield-1"
"11","ROON1___20140723_001651",56.06367,-3.37938,686505.725509739,314211.648106875,"Annfield-1"
"12","ROON1___20140723_001712",56.06345,-3.3795,686481.391086053,314203.68760896,"Annfield-1"
"13","ROON1___20140723_001712",56.06345,-3.3795,686481.391086053,314203.68760896,"Annfield-1"
"14","ROON1___20140723_001712",56.06345,-3.3795,686481.391086053,314203.68760896,"Annfield-1"
"15","ROON1___20140723_001719",56.06342,-3.37955,686478.114606809,314200.507856351,"Annfield-1"
"16","ROON1___20140723_001732",56.06336,-3.3796,686471.499441464,314197.261376763,"Annfield-1"
"17","ROON1___20140723_001737",56.06335,-3.37962,686470.41143059,314195.993919715,"Annfield-1"
"18","ROON1___20140723_001747",56.06331,-3.3797,686466.059390787,314190.92408514,"Annfield-1"
"19","ROON1___20140723_001906",56.06295,-3.38003,686426.405816905,314169.577081851,"Annfield-1"
"20","ROON1___20140722_222756",56.06907,-3.37195,687097.472029694,314686.186251019,"Annfield-1"
"21","ROON1___20140722_223203",56.06937,-3.37135,687130.116796929,314724.200532899,"Annfield-1"
"22","ROON1___20140722_230110",56.06436,-3.37322,686574.869190838,314596.699282366,"Annfield-1"
"23","ROON1___20140722_230610",56.06327,-3.37288,686453.142342705,314615.454984095,"Annfield-1"
"24","ROON1___20140722_233348",56.0673,-3.37585,686905.321301602,314439.478678954,"Annfield-1"
"25","ROON1___20140722_233649",56.06826,-3.37493,687011.018325434,314498.880803905,"Annfield-1"
"26","ROON2_N_20140826_235033",56.06251,-3.37302,686368.735510592,314605.056218508,"Annfield-2"
"27","ROON2_N_20140827_000844",56.06634,-3.37453,686796.846055977,314519.527257042,"Annfield-2"
"28","ROON2_N_20140827_001128",56.06673,-3.37548,686841.427109487,314461.248848605,"Annfield-2"
"29","ROON2___20140826_235025",56.06249,-3.37303,686366.522099691,314604.389326986,"Annfield-2"
"30","ROON2___20140826_235036",56.06255,-3.37302,686373.1870992,314605.14475624,"Annfield-2"
"31","ROON2___20140826_235722",56.06443,-3.37312,686582.535629277,314603.080163241,"Annfield-2"
"32","ROON2___20140826_235755",56.06446,-3.37313,686585.886705615,314602.523981984,"Annfield-2"
"33","ROON2___20140826_235755",56.06446,-3.37313,686585.886705615,314602.523981984,"Annfield-2"
"34","ROON2___20140826_235906",56.06478,-3.37258,686620.81844505,314637.474575664,"Annfield-2"
"35","ROON2___20140826_235927",56.06486,-3.37243,686629.535951687,314646.990366957,"Annfield-2"
"36","ROON2___20140826_235927",56.06486,-3.37243,686629.535951687,314646.990366957,"Annfield-2"
"37","ROON2___20140826_235940",56.06488,-3.37233,686631.637975418,314653.260460098,"Annfield-2"
"38","ROON2___20140826_235940",56.06488,-3.37233,686631.637975418,314653.260460098,"Annfield-2"
"39","ROON2___20140827_000008",56.06488,-3.37235,686631.662729013,314652.015291677,"Annfield-2"
"40","ROON2___20140827_000017",56.06489,-3.37235,686632.775626686,314652.037415929,"Annfield-2"
"41","ROON2___20140827_000017",56.06489,-3.37235,686632.775626686,314652.037415929,"Annfield-2"
"42","ROON2___20140827_004853",56.06431,-3.37898,686576.453328604,314237.975006164,"Annfield-2"
"43","ROON2___20140827_005006",56.06381,-3.37943,686521.36826064,314208.846424972,"Annfield-2"
"44","ROON2___20140826_235323",56.06331,-3.37327,686458.076896267,314591.261745118,"Annfield-2"
"45","ROON2_N_0_20140826_235055",NA,NA,NA,NA,"Annfield-2"
"46","ROON2_N_0_20140826_235123",NA,NA,NA,NA,"Annfield-2"
"47","ROON2_N_0_20140826_235358",NA,NA,NA,NA,"Annfield-2"
"48","ROON2_N_0_20140826_235414",NA,NA,NA,NA,"Annfield-2"
"49","ROON2_N_0_20140826_235617",NA,NA,NA,NA,"Annfield-2"
"50","ROON2_N_0_20140826_235745",NA,NA,NA,NA,"Annfield-2"
"51","ROON2_N_0_20140827_000557",NA,NA,NA,NA,"Annfield-2"
"52","ROON2_N_0_20140827_000659",NA,NA,NA,NA,"Annfield-2"
"53","ROON2_N_0_20140827_000704",NA,NA,NA,NA,"Annfield-2"
"54","ROON2_N_0_20140827_000707",NA,NA,NA,NA,"Annfield-2"
"55","ROON2_N_0_20140827_000807",NA,NA,NA,NA,"Annfield-2"
"56","ROON2_N_0_20140827_000833",NA,NA,NA,NA,"Annfield-2"
"57","ROON2_N_0_20140827_000909",NA,NA,NA,NA,"Annfield-2"
"58","ROON2_N_0_20140827_000911",NA,NA,NA,NA,"Annfield-2"
"59","ROON2_N_0_20140827_000925",NA,NA,NA,NA,"Annfield-2"
"60","ROON2_N_0_20140827_000927",NA,NA,NA,NA,"Annfield-2"
"61","ROON2_N_0_20140827_001022",NA,NA,NA,NA,"Annfield-2"
"62","ROON2_N_0_20140827_001026",NA,NA,NA,NA,"Annfield-2"
"63","ROON2_N_0_20140827_001135",NA,NA,NA,NA,"Annfield-2"
"64","ROON2_N_0_20140827_001146",NA,NA,NA,NA,"Annfield-2"
"65","ROON2_N_0_20140827_001206",NA,NA,NA,NA,"Annfield-2"
"66","ROON2_N_0_20140827_001210",NA,NA,NA,NA,"Annfield-2"
"67","ROON2_N_0_20140827_001248",NA,NA,NA,NA,"Annfield-2"
"68","ROON2_N_0_20140827_001318",NA,NA,NA,NA,"Annfield-2"
"69","ROON2_N_0_20140827_001322",NA,NA,NA,NA,"Annfield-2"
"70","ROON2_N_0_20140827_001345",NA,NA,NA,NA,"Annfield-2"
"71","ROON2_N_0_20140827_001352",NA,NA,NA,NA,"Annfield-2"
"72","ROON2_N_0_20140827_001610",NA,NA,NA,NA,"Annfield-2"
"73","ROON2_N_0_20140827_001815",NA,NA,NA,NA,"Annfield-2"
"74","ROON2_N_0_20140827_002015",NA,NA,NA,NA,"Annfield-2"
"75","ROON2_N_0_20140827_002026",NA,NA,NA,NA,"Annfield-2"
"76","ROON2_N_0_20140827_003442",NA,NA,NA,NA,"Annfield-2"
"77","ROON2_N_0_20140827_003501",NA,NA,NA,NA,"Annfield-2"
"78","ROON2_N_0_20140827_003957",NA,NA,NA,NA,"Annfield-2"
"79","ROON2_N_0_20140827_004148",NA,NA,NA,NA,"Annfield-2"
"80","ROON2_N_0_20140827_004300",NA,NA,NA,NA,"Annfield-2"
"81","ROON2_N_0_20140827_004337",NA,NA,NA,NA,"Annfield-2"
"82","ROON2_N_0_20140827_004351",NA,NA,NA,NA,"Annfield-2"
"83","ROON2_N_0_20140827_004354",NA,NA,NA,NA,"Annfield-2"
"84","ROON2_N_0_20140827_004356",NA,NA,NA,NA,"Annfield-2"
"85","ROON2_N_0_20140827_004438",NA,NA,NA,NA,"Annfield-2"
"86","ROON2_N_0_20140827_004643",NA,NA,NA,NA,"Annfield-2"
"87","ROON2_N_0_20140827_004745",NA,NA,NA,NA,"Annfield-2"
"88","ROON2_N_0_20140827_004825",NA,NA,NA,NA,"Annfield-2"
"89","ROON2_N_0_20140827_005314",NA,NA,NA,NA,"Annfield-2"
"90","ROON2_N_20140804_215015",55.61906,-2.56643,636309.183260093,364423.77551829,"Barn Owl Lodge-1"
"91","ROON2_N_20140804_215023",55.61902,-2.56652,636304.777866,364418.070915669,"Barn Owl Lodge-1"
"92","ROON2_N_20140804_215029",55.61899,-2.5666,636301.480253558,364413.005196725,"Barn Owl Lodge-1"
"93","ROON2_N_20140804_215637",55.61796,-2.57,636188.603591827,364197.929035997,"Barn Owl Lodge-1"
"94","ROON2_N_20140804_221145",55.61835,-2.5617,636227.744540751,364721.034374773,"Barn Owl Lodge-1"
"95","ROON2_N_20140804_221856",55.61648,-2.56107,636019.308047317,364759.030164797,"Barn Owl Lodge-1"
"96","ROON2_N_20140804_223109",55.62043,-2.56227,636459.522086795,364687.010511771,"Barn Owl Lodge-1"
"97","ROON2_N_20140804_223138",55.62045,-2.56183,636461.523465515,364714.73905827,"Barn Owl Lodge-1"
"98","ROON2_N_20140804_223147",55.62043,-2.5618,636459.282333031,364716.610389922,"Barn Owl Lodge-1"
"99","ROON2_N_20140804_223211",55.62052,-2.5615,636469.145661446,364735.584982378,"Barn Owl Lodge-1"
"100","ROON2_N_20140804_223214",55.62053,-2.5615,636470.258579005,364735.593988246,"Barn Owl Lodge-1"
"101","ROON2_N_20140804_223223",55.62055,-2.5614,636472.433455844,364741.909827389,"Barn Owl Lodge-1"
"102","ROON2_N_20140804_223335",55.62066,-2.56097,636484.456532312,364769.089456849,"Barn Owl Lodge-1"
"103","ROON2_N_20140804_225844",55.62043,-2.56225,636459.511880425,364688.270081037,"Barn Owl Lodge-1"
"104","ROON2_N_20140804_225921",55.62061,-2.56238,636479.610743272,364680.245240395,"Barn Owl Lodge-1"
"105","ROON2_N_20140804_230516",55.62257,-2.5643,636698.72427509,364561.10112437,"Barn Owl Lodge-1"
"106","ROON2_N_20140804_230516",55.62257,-2.5643,636698.72427509,364561.10112437,"Barn Owl Lodge-1"
"107","ROON2_N_20140804_230934",55.6236,-2.56573,636814.088109662,364471.981461775,"Barn Owl Lodge-1"
"108","ROON2___20140804_215615",55.61799,-2.56978,636191.828544653,364211.812577477,"Barn Owl Lodge-1"
"109","ROON2___20140804_221828",55.61659,-2.56075,636031.387214394,364779.284228622,"Barn Owl Lodge-1"
"110","ROON2___20140804_223727",55.62117,-2.55943,636540.432328675,364866.533343713,"Barn Owl Lodge-1"
"111","ROON2___20140804_223730",55.62118,-2.5594,636541.530014525,364868.431634624,"Barn Owl Lodge-1"
"112","ROON2___20140804_223735",55.62119,-2.55937,636542.627701196,364870.329924577,"Barn Owl Lodge-1"
"113","ROON2___20140804_225846",55.62045,-2.56223,636461.727509403,364689.547685428,"Barn Owl Lodge-1"
"114","ROON2___20140804_225849",55.62047,-2.5622,636463.938036074,364691.455072535,"Barn Owl Lodge-1"
"115","ROON2___20140804_225914",55.62058,-2.56232,636476.24136679,364683.996873791,"Barn Owl Lodge-1"
"116","ROON2___20140804_225926",55.62065,-2.56245,636484.098145374,364675.872852647,"Barn Owl Lodge-1"
"117","ROON2___20140804_230000",55.62083,-2.56273,636504.273633198,364658.401443038,"Barn Owl Lodge-1"
"118","ROON2___20140804_230004",55.62086,-2.5628,636507.648139953,364654.02007587,"Barn Owl Lodge-1"
"119","ROON2___20140804_230011",55.62091,-2.56283,636513.228052186,364652.175878866,"Barn Owl Lodge-1"
"120","ROON2___20140804_230448",55.62241,-2.56413,636680.830538217,364571.662106624,"Barn Owl Lodge-1"
"121","ROON2___20140804_230529",55.62261,-2.56435,636703.201554889,364557.988580294,"Barn Owl Lodge-1"
"122","ROON2___20140804_230554",55.6226,-2.56435,636702.08863715,364557.979528508,"Barn Owl Lodge-1"
"123","ROON2___20140804_230554",55.6226,-2.56435,636702.08863715,364557.979528508,"Barn Owl Lodge-1"
"124","ROON2___20140804_230625",55.62283,-2.56465,636727.839445817,364539.295337844,"Barn Owl Lodge-1"
"125","ROON2___20140804_230746",55.62321,-2.56517,636770.39692771,364506.893012346,"Barn Owl Lodge-1"
"126","ROON2___20140804_230930",55.62356,-2.56568,636809.610767275,364475.093837285,"Barn Owl Lodge-1"
"127","ROON2_N_20140827_210525",55.62123,-2.55913,636546.957552767,364885.480337935,"Barn Owl Lodge-2"
"128","ROON2_N_20140827_210537",55.62127,-2.55907,636551.378777424,364889.294837471,"Barn Owl Lodge-2"
"129","ROON2_N_20140827_213446",55.61998,-2.56365,636410.145921857,364599.693422663,"Barn Owl Lodge-2"
"130","ROON2_N_20140827_213758",55.61949,-2.56518,636356.396764291,364502.891108796,"Barn Owl Lodge-2"
"131","ROON2_N_20140827_221305",55.61711,-2.56038,636089.070638242,364803.055890873,"Barn Owl Lodge-2"
"132","ROON2_N_20140827_221318",55.61699,-2.56038,636075.715634154,364802.948040467,"Barn Owl Lodge-2"
"133","ROON2_N_20140827_222929",55.62092,-2.56277,636514.310321422,364655.963566634,"Barn Owl Lodge-2"
"134","ROON2_N_20140827_223132",55.62138,-2.5633,636565.775368289,364623.000999562,"Barn Owl Lodge-2"
"135","ROON2_N_20140827_223608",55.62252,-2.56428,636693.14944352,364562.315371569,"Barn Owl Lodge-2"
"136","ROON2___20140827_205414",55.62006,-2.56345,636418.946962132,364612.361555196,"Barn Owl Lodge-2"
"137","ROON2___20140827_205910",55.62062,-2.5612,636480.121989628,364754.568489769,"Barn Owl Lodge-2"
"138","ROON2___20140827_210114",55.62087,-2.56055,636507.614041773,364795.729062943,"Barn Owl Lodge-2"
"139","ROON2___20140827_210859",55.62152,-2.55822,636578.770747796,364943.049232949,"Barn Owl Lodge-2"
"140","ROON2___20140827_211027",55.62165,-2.55785,636593.051284944,364966.466940921,"Barn Owl Lodge-2"
"141","ROON2___20140827_211045",55.6217,-2.55778,636598.580435627,364970.920029413,"Barn Owl Lodge-2"
"142","ROON2___20140827_214014",55.61917,-2.56613,636321.271154387,364442.769590805,"Barn Owl Lodge-2"
"143","ROON2___20140827_214028",55.61911,-2.56623,636314.64504086,364436.417054731,"Barn Owl Lodge-2"
"144","ROON2___20140827_214114",55.61901,-2.56657,636303.690659855,364414.912793337,"Barn Owl Lodge-2"
"145","ROON2___20140827_214120",55.619,-2.5666,636302.593170488,364413.014284188,"Barn Owl Lodge-2"
"146","ROON2___20140827_214128",55.61898,-2.56665,636300.393051062,364409.847070725,"Barn Owl Lodge-2"
"147","ROON2___20140827_214137",55.61896,-2.56673,636298.208365039,364404.790429994,"Barn Owl Lodge-2"
"148","ROON2___20140827_214148",55.61892,-2.56678,636293.782417748,364401.605028509,"Barn Owl Lodge-2"
"149","ROON2___20140827_220329",55.6194,-2.56307,636345.300153123,364635.697552396,"Barn Owl Lodge-2"
"150","ROON2___20140827_220329",55.6194,-2.56307,636345.300153123,364635.697552396,"Barn Owl Lodge-2"
"151","ROON2___20140827_220618",55.61906,-2.5624,636307.118759296,364677.58754263,"Barn Owl Lodge-2"
"152","ROON2___20140827_220821",55.61839,-2.56175,636232.221701733,364717.921323338,"Barn Owl Lodge-2"
"153","ROON2___20140827_220829",55.61836,-2.5617,636228.857457905,364721.043383611,"Barn Owl Lodge-2"
"154","ROON2___20140827_220923",55.61802,-2.56127,636190.799133962,364747.819485621,"Barn Owl Lodge-2"
"155","ROON2___20140827_220926",55.61798,-2.56123,636186.327088727,364750.3027738,"Barn Owl Lodge-2"
"156","ROON2___20140827_220926",55.61798,-2.56123,636186.327088727,364750.3027738,"Barn Owl Lodge-2"
"157","ROON2___20140827_220934",55.61794,-2.56118,636181.849951346,364753.415891725,"Barn Owl Lodge-2"
"158","ROON2___20140827_220934",55.61794,-2.56118,636181.849951346,364753.415891725,"Barn Owl Lodge-2"
"159","ROON2___20140827_220943",55.61794,-2.56118,636181.849951346,364753.415891725,"Barn Owl Lodge-2"
"160","ROON2___20140827_220943",55.61794,-2.56118,636181.849951346,364753.415891725,"Barn Owl Lodge-2"
"161","ROON2___20140827_220953",55.61794,-2.56118,636181.849951346,364753.415891725,"Barn Owl Lodge-2"
"162","ROON2___20140827_220953",55.61794,-2.56118,636181.849951346,364753.415891725,"Barn Owl Lodge-2"
"163","ROON2___20140827_221000",55.61794,-2.56118,636181.849951346,364753.415891725,"Barn Owl Lodge-2"
"164","ROON2___20140827_221000",55.61794,-2.56118,636181.849951346,364753.415891725,"Barn Owl Lodge-2"
"165","ROON2___20140827_221008",55.61793,-2.56117,636180.73194072,364754.036716024,"Barn Owl Lodge-2"
"166","ROON2___20140827_221008",55.61793,-2.56117,636180.73194072,364754.036716024,"Barn Owl Lodge-2"
"167","ROON2___20140827_221019",55.6179,-2.56113,636177.372816235,364756.52901609,"Barn Owl Lodge-2"
"168","ROON2___20140827_221019",55.6179,-2.56113,636177.372816235,364756.52901609,"Barn Owl Lodge-2"
"169","ROON2___20140827_221024",55.61787,-2.5611,636174.018785994,364758.391494301,"Barn Owl Lodge-2"
"170","ROON2___20140827_221024",55.61787,-2.5611,636174.018785994,364758.391494301,"Barn Owl Lodge-2"
"171","ROON2___20140827_221030",55.61785,-2.56107,636171.777673676,364760.262974093,"Barn Owl Lodge-2"
"172","ROON2___20140827_221312",55.61703,-2.56038,636080.167302154,364802.983990585,"Barn Owl Lodge-2"
"173","ROON2___20140827_222647",55.62031,-2.56262,636446.345747575,364664.8597642,"Barn Owl Lodge-2"
"174","ROON2___20140827_223053",55.6213,-2.56323,636556.836241931,364627.337115566,"Barn Owl Lodge-2"
"175","ROON2___20140827_223053",55.6213,-2.56323,636556.836241931,364627.337115566,"Barn Owl Lodge-2"
"176","ROON2___20140827_223108",55.62135,-2.5633,636562.436615529,364622.973895111,"Barn Owl Lodge-2"
"177","ROON2___20140827_223117",55.62138,-2.5633,636565.775368289,364623.000999562,"Barn Owl Lodge-2"
"178","ROON2___20140827_223142",55.62143,-2.5634,636571.391086306,364616.748488089,"Barn Owl Lodge-2"
"179","ROON2___20140827_223150",55.62147,-2.56345,636575.868325101,364613.635794238,"Barn Owl Lodge-2"
"180","ROON2___20140827_223202",55.6215,-2.56347,636579.21730589,364612.40337108,"Barn Owl Lodge-2"
"181","ROON2___20140827_223213",55.62152,-2.56348,636581.448255226,364611.791679087,"Barn Owl Lodge-2"
"182","ROON2___20140827_223227",55.6216,-2.56358,636590.402742364,364605.566322625,"Barn Owl Lodge-2"
"183","ROON2___20140827_223239",55.62168,-2.56372,636599.377703229,364596.821933779,"Barn Owl Lodge-2"
"184","ROON2___20140827_223255",55.62177,-2.56375,636609.409311256,364595.014018813,"Barn Owl Lodge-2"
"185","ROON2___20140827_223308",55.62177,-2.56375,636609.409311256,364595.014018813,"Barn Owl Lodge-2"
"186","ROON2___20140827_223326",55.62177,-2.56375,636609.409311256,364595.014018813,"Barn Owl Lodge-2"
"187","ROON2___20140827_223337",55.62177,-2.56375,636609.409311256,364595.014018813,"Barn Owl Lodge-2"
"188","ROON2___20140827_223400",55.62179,-2.5638,636611.660730695,364591.883289118,"Barn Owl Lodge-2"
"189","ROON2___20140827_223439",55.62197,-2.5639,636631.744423348,364585.748462319,"Barn Owl Lodge-2"
"190","ROON2___20140827_223552",55.62242,-2.56418,636681.969057134,364568.52239159,"Barn Owl Lodge-2"
"191","ROON2___20140827_224131",55.62387,-2.56607,636844.311514493,364450.815663204,"Barn Owl Lodge-2"
"192","ROON2___20140827_224150",55.62395,-2.56617,636853.266236932,364444.591018773,"Barn Owl Lodge-2"
"193","ROON2___20140827_221308",55.61708,-2.56037,636085.726800881,364803.658766669,"Barn Owl Lodge-2"
"194","ROON2_N_0_20140827_205328",NA,NA,NA,NA,"Barn Owl Lodge-2"
"195","ROON2_N_0_20140827_205331",NA,NA,NA,NA,"Barn Owl Lodge-2"
"196","ROON2_N_0_20140827_205401",NA,NA,NA,NA,"Barn Owl Lodge-2"
"197","ROON2_N_0_20140827_205411",NA,NA,NA,NA,"Barn Owl Lodge-2"
"198","ROON2_N_0_20140827_205436",NA,NA,NA,NA,"Barn Owl Lodge-2"
"199","ROON2_N_0_20140827_205641",NA,NA,NA,NA,"Barn Owl Lodge-2"
"200","ROON2_N_0_20140827_205649",NA,NA,NA,NA,"Barn Owl Lodge-2"
"201","ROON2_N_0_20140827_205653",NA,NA,NA,NA,"Barn Owl Lodge-2"
"202","ROON2_N_0_20140827_205817",NA,NA,NA,NA,"Barn Owl Lodge-2"
"203","ROON2_N_0_20140827_205821",NA,NA,NA,NA,"Barn Owl Lodge-2"
"204","ROON2_N_0_20140827_205829",NA,NA,NA,NA,"Barn Owl Lodge-2"
"205","ROON2_N_0_20140827_205833",NA,NA,NA,NA,"Barn Owl Lodge-2"
"206","ROON2_N_0_20140827_205843",NA,NA,NA,NA,"Barn Owl Lodge-2"
"207","ROON2_N_0_20140827_205900",NA,NA,NA,NA,"Barn Owl Lodge-2"
"208","ROON2_N_0_20140827_205906",NA,NA,NA,NA,"Barn Owl Lodge-2"
"209","ROON2_N_0_20140827_205935",NA,NA,NA,NA,"Barn Owl Lodge-2"
"210","ROON2_N_0_20140827_210006",NA,NA,NA,NA,"Barn Owl Lodge-2"
"211","ROON2_N_0_20140827_210056",NA,NA,NA,NA,"Barn Owl Lodge-2"
"212","ROON2_N_0_20140827_210112",NA,NA,NA,NA,"Barn Owl Lodge-2"
"213","ROON2_N_0_20140827_210135",NA,NA,NA,NA,"Barn Owl Lodge-2"
"214","ROON2_N_0_20140827_210215",NA,NA,NA,NA,"Barn Owl Lodge-2"
"215","ROON2_N_0_20140827_210309",NA,NA,NA,NA,"Barn Owl Lodge-2"
"216","ROON2_N_0_20140827_210324",NA,NA,NA,NA,"Barn Owl Lodge-2"
"217","ROON2_N_0_20140827_210327",NA,NA,NA,NA,"Barn Owl Lodge-2"
"218","ROON2_N_0_20140827_210358",NA,NA,NA,NA,"Barn Owl Lodge-2"
"219","ROON2_N_0_20140827_210402",NA,NA,NA,NA,"Barn Owl Lodge-2"
"220","ROON2_N_0_20140827_210436",NA,NA,NA,NA,"Barn Owl Lodge-2"
"221","ROON2_N_0_20140827_210442",NA,NA,NA,NA,"Barn Owl Lodge-2"
"222","ROON2_N_0_20140827_210445",NA,NA,NA,NA,"Barn Owl Lodge-2"
"223","ROON2_N_0_20140827_210458",NA,NA,NA,NA,"Barn Owl Lodge-2"
"224","ROON2_N_0_20140827_210520",NA,NA,NA,NA,"Barn Owl Lodge-2"
"225","ROON2_N_0_20140827_210736",NA,NA,NA,NA,"Barn Owl Lodge-2"
"226","ROON2_N_0_20140827_210752",NA,NA,NA,NA,"Barn Owl Lodge-2"
"227","ROON2_N_0_20140827_210815",NA,NA,NA,NA,"Barn Owl Lodge-2"
"228","ROON2_N_0_20140827_210820",NA,NA,NA,NA,"Barn Owl Lodge-2"
"229","ROON2_N_0_20140827_210822",NA,NA,NA,NA,"Barn Owl Lodge-2"
"230","ROON2_N_0_20140827_210926",NA,NA,NA,NA,"Barn Owl Lodge-2"
"231","ROON2_N_0_20140827_210929",NA,NA,NA,NA,"Barn Owl Lodge-2"
"232","ROON2_N_0_20140827_210951",NA,NA,NA,NA,"Barn Owl Lodge-2"
"233","ROON2_N_0_20140827_211007",NA,NA,NA,NA,"Barn Owl Lodge-2"
"234","ROON2_N_0_20140827_211012",NA,NA,NA,NA,"Barn Owl Lodge-2"
"235","ROON2_N_0_20140827_211024",NA,NA,NA,NA,"Barn Owl Lodge-2"
"236","ROON2_N_0_20140827_211058",NA,NA,NA,NA,"Barn Owl Lodge-2"
"237","ROON2_N_0_20140827_211105",NA,NA,NA,NA,"Barn Owl Lodge-2"
"238","ROON2_N_0_20140827_211144",NA,NA,NA,NA,"Barn Owl Lodge-2"
"239","ROON2_N_0_20140827_211154",NA,NA,NA,NA,"Barn Owl Lodge-2"
"240","ROON2_N_0_20140827_211231",NA,NA,NA,NA,"Barn Owl Lodge-2"
"241","ROON2_N_0_20140827_211306",NA,NA,NA,NA,"Barn Owl Lodge-2"
"242","ROON2_N_0_20140827_211342",NA,NA,NA,NA,"Barn Owl Lodge-2"
"243","ROON2_N_0_20140827_211437",NA,NA,NA,NA,"Barn Owl Lodge-2"
"244","ROON2_N_0_20140827_211442",NA,NA,NA,NA,"Barn Owl Lodge-2"
"245","ROON2_N_0_20140827_211502",NA,NA,NA,NA,"Barn Owl Lodge-2"
"246","ROON2_N_0_20140827_211516",NA,NA,NA,NA,"Barn Owl Lodge-2"
"247","ROON2_N_0_20140827_211526",NA,NA,NA,NA,"Barn Owl Lodge-2"
"248","ROON2_N_0_20140827_211528",NA,NA,NA,NA,"Barn Owl Lodge-2"
"249","ROON2_N_0_20140827_211536",NA,NA,NA,NA,"Barn Owl Lodge-2"
"250","ROON2_N_0_20140827_211607",NA,NA,NA,NA,"Barn Owl Lodge-2"
"251","ROON2_N_0_20140827_213433",NA,NA,NA,NA,"Barn Owl Lodge-2"
"252","ROON2_N_0_20140827_213438",NA,NA,NA,NA,"Barn Owl Lodge-2"
"253","ROON2_N_0_20140827_213450",NA,NA,NA,NA,"Barn Owl Lodge-2"
"254","ROON2_N_0_20140827_213501",NA,NA,NA,NA,"Barn Owl Lodge-2"
"255","ROON2_N_0_20140827_213516",NA,NA,NA,NA,"Barn Owl Lodge-2"
"256","ROON2_N_0_20140827_213524",NA,NA,NA,NA,"Barn Owl Lodge-2"
"257","ROON2_N_0_20140827_213529",NA,NA,NA,NA,"Barn Owl Lodge-2"
"258","ROON2_N_0_20140827_213559",NA,NA,NA,NA,"Barn Owl Lodge-2"
"259","ROON2_N_0_20140827_213605",NA,NA,NA,NA,"Barn Owl Lodge-2"
"260","ROON2_N_0_20140827_213634",NA,NA,NA,NA,"Barn Owl Lodge-2"
"261","ROON2_N_0_20140827_213643",NA,NA,NA,NA,"Barn Owl Lodge-2"
"262","ROON2_N_0_20140827_213734",NA,NA,NA,NA,"Barn Owl Lodge-2"
"263","ROON2_N_0_20140827_213745",NA,NA,NA,NA,"Barn Owl Lodge-2"
"264","ROON2_N_0_20140827_213750",NA,NA,NA,NA,"Barn Owl Lodge-2"
"265","ROON2_N_0_20140827_213756",NA,NA,NA,NA,"Barn Owl Lodge-2"
"266","ROON2_N_0_20140827_213804",NA,NA,NA,NA,"Barn Owl Lodge-2"
"267","ROON2_N_0_20140827_213830",NA,NA,NA,NA,"Barn Owl Lodge-2"
"268","ROON2_N_0_20140827_213837",NA,NA,NA,NA,"Barn Owl Lodge-2"
"269","ROON2_N_0_20140827_213845",NA,NA,NA,NA,"Barn Owl Lodge-2"
"270","ROON2_N_0_20140827_213915",NA,NA,NA,NA,"Barn Owl Lodge-2"
"271","ROON2_N_0_20140827_213925",NA,NA,NA,NA,"Barn Owl Lodge-2"
"272","ROON2_N_0_20140827_213936",NA,NA,NA,NA,"Barn Owl Lodge-2"
"273","ROON2_N_0_20140827_214204",NA,NA,NA,NA,"Barn Owl Lodge-2"
"274","ROON2_N_0_20140827_214208",NA,NA,NA,NA,"Barn Owl Lodge-2"
"275","ROON2_N_0_20140827_214214",NA,NA,NA,NA,"Barn Owl Lodge-2"
"276","ROON2_N_0_20140827_214225",NA,NA,NA,NA,"Barn Owl Lodge-2"
"277","ROON2_N_0_20140827_214247",NA,NA,NA,NA,"Barn Owl Lodge-2"
"278","ROON2_N_0_20140827_214317",NA,NA,NA,NA,"Barn Owl Lodge-2"
"279","ROON2_N_0_20140827_214349",NA,NA,NA,NA,"Barn Owl Lodge-2"
"280","ROON2_N_0_20140827_214355",NA,NA,NA,NA,"Barn Owl Lodge-2"
"281","ROON2_N_0_20140827_214403",NA,NA,NA,NA,"Barn Owl Lodge-2"
"282","ROON2_N_0_20140827_214409",NA,NA,NA,NA,"Barn Owl Lodge-2"
"283","ROON2_N_0_20140827_214429",NA,NA,NA,NA,"Barn Owl Lodge-2"
"284","ROON2_N_0_20140827_214438",NA,NA,NA,NA,"Barn Owl Lodge-2"
"285","ROON2_N_0_20140827_214442",NA,NA,NA,NA,"Barn Owl Lodge-2"
