"SITE","TRANSECT","SECTION","MID_X","MID_Y","AREA_M2","BUILD","CTREE","GREYS","LANDF","NTREE","RDTRK","ROADS","RGRAS","SCRUB","WATER","LLENG","D_LIN","D_BUI","D_WAT","D_TRE"
"Bogbank","W",5,384598.718395234,665905.585649422,13977.27,0,0,13977.28,0,0,0,0,0,0,0,274.66,16.1171310394255,469.098624579607,153.266479803847,277.831587745776
"Brockhouse","NE",1,341811.340464104,650374.815992929,14040.68,0,111.61,13727.34,0,0,201.75,0,0,0,0,334.57,16.3490576853131,164.172208188241,239.359707423929,50.8101622652211
"Brockhouse","NE",2,341893.971635155,650448.058444104,16801.54,0,2678.45,14123.1,0,0,0,0,0,0,0,481.16,11.6392599781834,191.821915326371,226.774131423447,23.2724057368591
"Brockhouse","NE",3,341881.106737367,650598.096144695,12429.15,0,0,12420.93,0,0,8.23,0,0,0,0,82.47,28.7443745346686,249.090719951846,190.086823420335,72.3502990858676
"Brockhouse","NE",4,341876.318787499,650708.888046819,11021,0,12.05,10510.72,0,0,498.23,0,0,0,0,434.11,14.1957196201096,318.429238947848,125.638843902861,59.5065188534069
"Brockhouse","NE",5,341937.345813557,650794.454701548,10387.02,0,3854.89,3005.79,0,0,0,0,3275.51,0,250.84,603.46,11.4315630783184,333.342536773564,31.172989997074,14.3993966035844
"Brockhouse","NW",1,341758.412924795,650391.816801023,14238.14,0,5.52,13879.98,0,0,352.64,0,0,0,0,356.62,20.4463452596035,123.941661821594,287.060387538173,56.1168038590164
"Brockhouse","NW",2,341699.767769484,650484.316857496,13125.81,0,1864.85,10317.24,0,0,515.84,0,427.91,0,0,1090.41,5.92447299808751,91.0010429492768,366.23227116018,38.6781656431928
"Brockhouse","NW",3,341651.975276496,650584.932822391,10289,0,0,6199.31,0,0,0,0,4089.69,0,0,140.15,22.9079649043889,163.533387781405,347.17204368615,119.642428435967
"Brockhouse","NW",4,341581.624483545,650659.118534003,10135.55,0,0,5827.19,0,0,0,0,4308.36,0,0,100.67,25.5407668620474,221.403771435563,294.158641049987,184.028003881987
"Brockhouse","NW",5,341496.965026378,650722.625432405,11837.71,0,0,6857.04,0,0,0,0,4980.66,0,0,163.89,23.0459716380453,150.449502375189,231.303270855465,119.45777430608
"Brockhouse","SE",1,341786.190844542,650346.467663845,13485.22,0,0,12711.29,0,0,201.75,0,572.18,0,0,282.78,21.6504204214499,156.850550875894,235.868060999205,51.1684816689147
"Brockhouse","SE",2,341837.38566539,650240.601001941,11786.12,0,0,11522.3,0,0,0,0,263.82,0,0,114.29,30.4910995079215,114.645658735101,125.337274061198,43.470386856421
"Brockhouse","SE",3,341857.950882321,650143.73163117,19211,101.65,0,13906.91,419.71,0,496.89,0,4526.6,0,178.94,1551.75,14.3867943110659,57.0615006382732,41.3598052941009,62.77796982902
"Brockhouse","SE",4,341757.81404986,650027.073459227,11830.16,370.49,1348.45,5102.76,0,289.72,751.83,0,3528.57,0,438.33,1509.97,6.35396120819609,40.215178052037,15.4537020145087,28.86815457656
"Brockhouse","SE",5,341691.585454588,649938.038737257,10565.19,0,45.11,5965.14,116.93,2502.43,242.45,0,926.13,0,883.93,1068.38,6.18219578022422,131.16713434535,19.4775421336379,25.2874772142472
"Brockhouse","SW",1,341760.171688627,650356.67982881,13467.26,0,0,13239.55,0,0,227.71,0,0,0,0,222.18,31.0150468101192,139.847713101367,259.747411842102,65.0527189359544
"Brockhouse","SW",2,341667.172054452,650282.797496933,10218.2,0,0,10218.2,0,0,0,0,0,0,0,0,82.3572755891982,141.05634368783,216.301694454412,110.724755172124
"Brockhouse","SW",3,341587.7252195,650219.679175609,10065.6,0,0,10065.6,0,0,0,0,0,0,0,0,81.7643343250019,197.22826483509,137.431382720237,141.89154474265
"Brockhouse","SW",4,341509.045285492,650157.16720625,10031.21,0,0,10031.21,0,0,0,0,0,0,0,61.04,35.5971619483838,262.424805522285,61.3699169043625,156.243166581539
"Brockhouse","SW",5,341447.128719158,650073.969863311,12036.09,0,0,12036.1,0,0,0,0,0,0,0,228.81,19.9707423909727,312.856844550109,44.3088785370322,186.310281630122
"Castlemains","E",1,351823.769065434,683513.667804497,18253.42,0,0,18253.42,0,0,0,0,0,0,0,350.26,25.3918125416136,114.904049022028,27.8023230085269,415.549446929333
"Castlemains","E",2,351818.926212235,683621.212395954,19459.23,172.94,0,19286.29,0,0,0,0,0,0,0,588.13,18.1011081996529,82.5939783865274,96.3520328332187,315.857285203598
"Castlemains","E",3,351963.557390507,683701.386974741,11384.99,0,0,11384.98,0,0,0,0,0,0,0,113.25,24.8345414555117,224.790310712626,234.052601139915,313.531388601449
"Castlemains","E",4,352060.523044464,683754.934332008,10597.78,0,0,10597.78,0,0,0,0,0,0,0,105.76,24.9130076100003,307.592218522555,206.852937703584,330.560054436841
"Castlemains","E",5,352151.865073088,683806.355733744,10331.41,0,0,10331.41,0,0,0,0,0,0,0,103.18,23.9400043786206,335.182642272181,125.921277420953,294.980690943193
"Castlemains","N",1,351805.050736026,683512.054436786,13468.56,0,0,13468.56,0,0,0,0,0,0,0,298.53,23.6810143143635,103.853015448346,23.8876711784961,409.073112574458
"Castlemains","N",2,351740.622514593,683607.836685235,14484.54,317.09,0,14167.45,0,0,0,0,0,0,0,752,12.2318986764921,35.0749712163865,58.8547112187745,296.094154737772
"Castlemains","N",3,351728.632335324,683725.388900774,10789.6,0,0,10789.6,0,0,0,0,0,0,0,303.79,21.1568658315228,77.8102803066833,128.469170363099,184.514120949246
"Castlemains","N",4,351720.253184006,683827.174801586,14216.57,1643.04,0,10135.46,511.06,0,1132.11,1305.98,0,0,0,1801.62,5.36925628590573,25.0261145670649,171.475262194176,92.1110372563468
"Castlemains","N",5,351753.009685375,683933.869415163,12221.06,2389.6,1475.16,8137.18,0,0,219.14,0,0,0,0,868.81,14.1239418175236,22.3047800854298,270.913935528288,27.8063687481518
"Castlemains","S",1,351848.383193771,683477.080491501,13599.14,0,0,13599.14,0,0,0,0,0,0,0,304.14,24.0148582568008,155.777020962396,23.8188727945133,458.729221483118
"Castlemains","S",2,351922.683133759,683383.830707831,10316.15,0,0,10316.15,0,0,0,0,0,0,0,204.56,26.0897235031412,274.075555931753,25.7393539134419,574.543683196861
"Castlemains","S",3,351967.513249151,683292.046712098,10395.14,0,0,10395.14,0,0,0,0,0,0,0,198.51,26.3273290068544,373.863709768149,25.8082363889936,592.448273641956
"Castlemains","S",4,352019.6632939,683204.821281315,10031.2,0,0,10031.2,0,0,0,0,0,0,0,199.87,26.348555713981,474.814761008991,25.861336856079,498.277806760735
"Castlemains","S",5,352074.411565968,683120.869155829,10013.63,0,0,10013.63,0,0,0,0,0,0,0,199.85,26.4571918385447,574.719611688952,25.8548693353663,406.565184413887
"Castlemains","W",1,351805.618688926,683511.620706833,13590.93,0,0,13590.93,0,0,0,0,0,0,0,301.34,23.7116728873255,104.551782242081,23.8681196004446,409.682350239544
"Castlemains","W",2,351691.144200217,683536.969982666,15193.47,88.65,0,15104.82,0,0,0,0,0,0,0,599.52,15.8203579269335,84.6025351922784,70.229438892173,342.120954123746
"Castlemains","W",3,351585.97008781,683455.253339734,11476.12,0,0,11476.12,0,0,0,0,0,0,0,233.72,22.8800891563951,214.2144946334,192.619569521393,390.814134626027
"Castlemains","W",4,351495.740747398,683391.777040537,10398.78,0,0,10398.78,0,0,0,0,0,0,0,0,91.7620346994755,321.047314175505,301.565880298614,390.120594520345
"Castlemains","W",5,351407.958244544,683338.198898445,10151.86,0,0,10151.86,0,0,0,0,0,0,0,0,190.972471402989,348.027069067741,400.183154671541,336.991883920911
"Cockielaw","E",1,359339.368300629,673283.943083236,11806.96,0,0,10994.94,0,0,560.35,209.49,0,0,42.15,692.89,7.80181516973882,118.85190595396,62.8702757133475,96.846258577935
"Cockielaw","E",2,359440.454514518,673261.975004145,12212.55,0,2366.8,8533.5,0,0,677.56,634.68,0,0,0,680.63,15.0202332389363,185.732595898897,52.0000611837261,26.0344751849378
"Cockielaw","E",3,359550.777152078,673293.59078979,10723.9,0,3486.33,6274.16,0,0,455.72,507.67,0,0,0,661.01,13.7137483660215,255.505454913961,37.4916346224232,17.133909215961
"Cockielaw","E",4,359651.87469702,673324.179044371,10327.03,0,3319.79,6075.53,0,0,522.77,408.96,0,0,0,689.96,10.5142715235531,304.392051300051,20.9703474197996,17.2509948352268
"Cockielaw","E",5,359750.449079213,673353.805138999,10240.9,0,3187.05,6155.6,0,0,543.9,354.33,0,0,0,525.13,13.8824952680221,217.580588756501,86.4855100447143,17.179488383331
"Cockielaw","N",1,359316.393021528,673326.999545375,18498.81,98.45,0,17177.44,0,0,1180.76,0,0,0,42.15,821.66,9.69685625084804,75.3978796904924,59.0264830574473,141.274476408027
"Cockielaw","N",2,359254.15062806,673444.75187185,10765.47,3152.64,0,7473.99,0,0,138.85,0,0,0,0,943.17,8.18764516505759,9.19746719587924,80.453469371583,270.249328129777
"Cockielaw","N",3,359238.705313723,673544.119411695,10895.06,0,0,10422.96,0,0,472.1,0,0,0,0,530.56,15.2911335621842,63.1385322296071,49.151169230161,366.286235049233
"Cockielaw","N",4,359193.089467086,673637.370111675,10174.09,0,0,10174.09,0,0,0,0,0,0,0,101.9,25.1877051853449,161.988083181199,139.246929741074,385.615318230793
"Cockielaw","N",5,359145.256499951,673725.939511404,9932.19,0,0,9932.19,0,0,0,0,0,0,0,100.93,23.9431586024385,261.703669035463,238.402413039709,280.930490292018
"Cockielaw","S",1,359339.434703617,673283.790720069,11832.28,0,0,11010.63,0,0,562.98,216.5,0,0,42.15,697.06,7.80245405754414,119.012165920622,63.044977781204,96.7977951302725
"Cockielaw","S",2,359429.879996225,673236.228178193,11079.02,0,2282.44,7798.67,0,0,535.87,462.02,0,0,0,566.69,15.8081738202822,189.162357926594,45.6483583250218,24.8460039777611
"Cockielaw","S",3,359501.704968832,673157.728844947,10403.69,0,3378.9,7024.79,0,0,0,0,0,0,0,225.95,18.5010264670856,190.884507577602,77.4159565378222,16.520691536481
"Cockielaw","S",4,359565.242316376,673078.211440047,9891.83,0,5179.3,4712.53,0,0,0,0,0,0,0,266.79,12.7324690629875,174.532042563811,171.841758713371,8.66743136018893
"Cockielaw","S",5,359606.115973148,673036.512152218,775.69,0,84.67,691.02,0,0,0,0,0,0,0,33.81,5.9794034699066,180.281152245306,223.377678390621,6.23366814316036
"Cockielaw","W",1,359301.952974276,673266.199518385,12470.42,0,0,11743.05,0,0,321.52,363.7,0,0,42.15,523.33,13.8916947592594,132.590238322728,57.7965620201851,126.173305421124
"Cockielaw","W",2,359202.785768864,673204.943493078,11630.27,0,0,10386.54,0,0,576.31,667.42,0,0,0,508.4,21.4923747508597,205.112785807827,134.850474305753,226.120524947425
"Cockielaw","W",3,359094.652279938,673175.025023301,10493.63,0,0,9465.28,0,0,501.14,527.21,0,0,0,425.78,23.0064947070542,265.40722552771,231.566961994143,338.151167990392
"Cockielaw","W",4,358995.323194723,673145.381206795,10192.93,0,0,9204.9,0,0,453.48,534.55,0,0,0,439.69,22.0795982497951,338.28729090187,330.694271141543,437.663456317325
"Cockielaw","W",5,358898.063229664,673115.774314292,10132.04,0,0,9185.16,0,0,398.22,548.66,0,0,0,443.24,15.5829434836313,417.319011061184,430.17727479208,422.782199486132
"Dolphingstone","E",1,338340.283031868,672939.297554126,14031.7,2463.54,0,11568.15,0,0,0,0,0,0,0,959.97,13.7054737426114,19.4064675112056,245.500562653573,149.886131406816
"Dolphingstone","E",2,338451.644696024,672980.570218772,10586.45,144.23,0,10205.46,0,0,236.75,0,0,0,0,267.67,21.2583608685072,53.3710447375724,238.933603896115,105.982132954445
"Dolphingstone","E",3,338551.415074457,672976.914849579,15760.55,0,0,12120.46,821.54,956.04,841.51,1842.55,0,0,0,1181.03,14.1379777063916,142.127333634095,195.752634247859,70.330560387505
"Dolphingstone","E",4,338656.750034537,672984.148178748,11233.27,0,0,5616.68,1119.2,7.83,2712.15,2896.63,0,0,0,1044.22,13.7594159472477,240.272401104732,170.473598061426,48.0957246110204
"Dolphingstone","E",5,338746.694408096,673046.543539138,10595.07,0,0,5505.93,1123.45,164.26,2742.46,2182.43,0,0,0,963.94,10.4445997582444,324.178523142779,245.925157122481,47.2636874858689
"Dolphingstone","NW",1,338287.018180009,672918.837908164,15620.12,1728.61,0,13583.98,0,0,228.92,78.61,0,0,0,1245.67,11.2837302205184,31.4553326257288,241.453642677375,185.125813060757
"Dolphingstone","NW",2,338185.971314536,672954.435999649,15790.33,140.17,0,14305.03,0,0,1069.59,275.54,0,0,0,842.86,16.7803232724867,105.040491902139,307.688508319655,194.968618931496
"Dolphingstone","NW",3,338104.683575262,673071.970959212,12344.51,0,0,8623.91,0,0,324.54,0,0,0,0,990.22,13.2540477462394,203.125691990471,450.21449813138,81.4246767573131
"Dolphingstone","NW",4,337992.94232774,673060.003621592,13570.34,0,0,8151.26,0,0,0,0,0,0,0,1436.72,9.17308883024521,236.795144693584,506.729773833225,121.178644300499
"Dolphingstone","NW",5,337872.930250673,673012.528366263,11823.66,0,0,7224,0,0,0,0,44.12,0,0,1201.61,9.50192933509451,240.688540096707,533.07584700355,125.519709178218
"Dolphingstone","S",1,338294.894802017,672912.249335055,14734.87,1812.91,0,12120.79,0,0,564.09,237.07,0,0,0,1371.35,9.36021282247747,24.775158634834,233.102649502284,176.847181587599
"Dolphingstone","S",2,338278.509248903,672801.735729876,14433.35,395.25,0,12987.5,0,0,698.93,351.67,0,0,0,776.3,12.9730676165854,39.4197074332665,133.658073528328,144.42326121468
"Dolphingstone","S",3,338278.453879396,672689.331544153,11555.11,0,0,10552.41,271.39,0,212.89,789.82,0,0,0,588.39,13.9421830007936,106.145397370163,43.3377116831211,135.974555759327
"Dolphingstone","S",4,338207.629017117,672601.385737715,10876.45,0,0,8520.05,603.1,0,1096.95,1259.44,0,0,0,566.56,22.3500463877389,181.423805309083,51.5109747477313,227.338515202949
"Dolphingstone","S",5,338137.337760504,672520.444459764,10520.41,0,0,8080.88,409.07,0,1044.4,1395.13,0,0,0,534.9,29.6053690226002,275.295029653701,67.9920684190269,328.196803047344
"East Fenton","E",1,352158.360367119,682199.979910591,15928.68,0,0,14298.2,0,0,1119.95,510.52,0,0,0,685.65,16.8960852522335,132.9243715135,480.381364038121,234.06002157186
"East Fenton","E",2,352240.503203747,682270.993589142,13359.72,0,0,12043.36,0,0,631.83,684.53,0,0,0,532.01,18.6832653449742,209.889149124588,425.726256407891,308.047643451569
"East Fenton","E",3,352365.649808024,682289.484003921,10594.62,0,0,9411.85,0,0,573.33,609.43,0,0,0,423.04,19.5829567415883,278.321258567964,435.185879004998,351.998878229131
"East Fenton","E",4,352468.566821529,682308.328888668,10273.49,0,0,9126.94,0,0,528.28,618.28,0,0,0,411.09,19.6767607270644,363.16235749889,453.969362338353,290.201616494991
"East Fenton","E",5,352569.048019033,682327.121203234,10156.66,0,0,9096.41,0,0,495.95,564.31,0,0,0,405.81,19.9623427701048,435.002344841373,435.134104571051,196.473643777313
"East Fenton","N",1,352156.000260361,682199.705406424,15591.14,0,0,13942.16,0,0,1127.05,521.92,0,0,0,693.42,16.2104801612875,132.88099129748,480.180069460872,233.989365018512
"East Fenton","N",2,352220.989587474,682287.822094694,15510.06,0,0,14193.71,0,0,631.83,684.53,0,0,0,542.12,21.2903456687466,222.456207368876,405.603365824498,322.480277637599
"East Fenton","N",3,352249.400507072,682393.044394076,12862.57,0,0,12794.75,0,0,38.3,29.52,0,0,0,155.23,24.088582760439,326.502404238834,307.398802230607,405.514822264296
"East Fenton","N",4,352220.683432933,682511.832396483,11058.9,0,0,11058.89,0,0,0,0,0,0,0,111.4,25.1170370571328,439.96810978463,185.372534842903,348.085717222785
"East Fenton","N",5,352196.711595807,682617.717698263,10583.35,0,0,10583.35,0,0,0,0,0,0,0,106.33,23.8250015422738,544.593326563192,76.9212943613191,277.793941329751
"East Fenton","S",1,352172.949970229,682159.930412803,15227.93,0,0,14612.31,0,0,615.62,0,0,0,0,535.12,18.1872165065183,92.4567643980876,522.349262798393,192.858459174014
"East Fenton","S",2,352276.158037585,682099.51375001,11543.12,9.66,0,11524.06,832.81,0,9.4,0,0,0,0,570.52,14.7795415662052,91.7134092053139,597.716996684493,154.173020704861
"East Fenton","S",3,352325.980232402,682008.817122214,14682.63,0,0,14682.63,0,0,0,0,0,0,0,142.48,30.8512189354913,141.38005348313,578.016836656872,134.204486439645
"East Fenton","S",4,352324.713711789,681873.378385886,11730.59,0,0,11400.77,0,0,329.82,0,0,0,0,138.44,45.199428383225,183.680975689267,452.105938114621,123.806330875222
"East Fenton","S",5,352318.451045098,681758.018173589,11307.09,0,0,10672.3,0,0,634.78,0,0,0,0,252.4,19.5745764455305,180.227039599391,337.021446722356,196.3338770847
"East Fenton","W",1,352141.369707288,682200.490518586,17358.43,0,0,15542.47,0,0,1209.01,606.95,0,0,0,755.58,17.4190910488142,135.897671843737,476.721744687005,237.453616456392
"East Fenton","W",2,352032.412548649,682230.06806858,14132.45,0,0,12956.42,0,0,608.08,567.94,0,0,0,504.61,19.9088466857107,189.666345553927,427.604798013418,297.313807164559
"East Fenton","W",3,351901.854410802,682197.095999517,10522.24,0,0,8858.5,0,0,818.1,845.63,0,0,0,692.69,13.8632589204329,229.921374655549,435.811640880158,336.262141745379
"East Fenton","W",4,351799.671368943,682176.189725265,10290.3,0,0,9213.64,0,0,525.98,550.69,0,0,0,406.29,22.1556412675039,301.220930924021,437.371170608756,390.058528820055
"East Fenton","W",5,351699.273567939,682164.323190623,10025.74,0,0,8977.86,0,0,514.66,533.22,0,0,0,399.97,25.9531263358029,260.004608542425,431.109451443123,361.941111848171
"East Fortune","N",1,354264.328190809,678685.092538311,14250.45,344.8,0,13905.65,0,0,0,0,0,0,0,395.13,16.209094473601,37.8194126337808,495.329809604996,151.433028075713
"East Fortune","N",2,354162.429425242,678748.580252298,13542.41,1265.33,0,10873.59,240.15,0,0,0,1403.5,0,0,739.37,12.8190174863212,42.145221955462,507.601307825503,269.099151354404
"East Fortune","N",3,354122.002987346,678847.453442078,11929.63,0,0,11929.63,0,0,0,0,0,0,0,106.95,25.1192145706102,74.4581480312427,462.312804610309,347.457195570698
"East Fortune","N",4,354096.015114147,678964.712282787,18122.68,0,0,18122.69,0,0,0,0,0,0,0,354.34,17.9150896785814,147.958768907123,415.889980752271,375.226862467474
"East Fortune","N",5,354127.906084763,679064.588834998,27575.79,156.48,0,23828.38,0,0,2177.81,1413.12,0,0,0,1782.73,11.0925598813035,103.278733462756,344.684522319389,315.935383139691
"East Fortune","S",1,354296.50263524,678638.875835415,14937.08,209.1,0,14727.99,0,0,0,0,0,0,0,377.08,17.4659395214863,32.6230954271267,483.048884159316,106.027024906418
"East Fortune","S",2,354358.558427272,678547.000775613,14748.95,0,3820.36,9679.31,0,0,1045.16,204.12,0,0,0,721.31,13.1696839470748,67.6220926735526,389.578763309454,23.5502954535683
"East Fortune","S",3,354327.9041869,678420.238393022,10994.97,0,2665.53,6502.21,0,0,535.17,207.39,0,1084.67,0,421.29,20.9274405204372,89.438146275723,272.354453733852,22.0890198099382
"East Fortune","S",4,354311.791024938,678315.311949043,10303.57,14.11,2525.76,5795.67,0,0,647.77,434.46,0,885.79,0,513.77,15.6561266076354,59.1936643035353,184.214515108779,22.479036879338
"East Fortune","S",5,354311.939456885,678212.527898294,12188.26,7.76,4465.9,6625.1,0,0,680.18,409.31,0,0,0,870.97,9.98591041944346,46.8972131935717,107.405858002923,15.0602092004571
"East Fortune","W",1,354251.645090874,678659.851295364,13362.87,3.98,0,13358.88,0,0,0,0,0,0,0,110.46,30.1435330616552,53.9489051360919,508.607408921364,154.978940949899
"East Fortune","W",2,354132.990478365,678659.045083397,10318.89,0,0,10318.89,0,0,0,0,0,0,0,0,54.8488710046369,122.405701352293,559.014482349686,267.598414450956
"East Fortune","W",3,354042.844886178,678608.286530157,16045.57,0,0,16045.58,0,0,0,0,0,0,0,292.13,18.3546474087342,214.540474878409,576.177435612553,340.185124393888
"East Fortune","W",4,353947.377504698,678559.47716685,10554.3,0,0,10554.31,0,0,0,0,0,0,0,105.43,24.418102414665,317.890642085443,608.339754570983,399.505774635075
"East Fortune","W",5,353842.896795962,678561.148493051,10312.59,0,0,10312.59,0,0,0,0,0,0,0,102.86,25.0265833665291,302.685106807798,689.271688030767,357.968328157474
"Ferrygate","N",1,352959.059461373,684013.606197389,13480.3,0,0,13187.25,0,0,293.04,0,0,0,0,337.23,19.3325203288065,384.27725319799,214.702690400041,205.87376209793
"Ferrygate","N",2,352902.308557804,684118.021218227,10218.45,0,0,9965.49,0,0,252.97,0,0,0,0,299.82,23.2029037805006,322.197581556756,229.758035496409,232.824004220416
"Ferrygate","N",3,352853.682807537,684207.080995741,10065.74,0,0,9837.98,0,0,227.75,0,0,0,0,299.8,22.9994213515252,224.035399348117,269.342558765155,216.077102392796
"Ferrygate","N",4,352802.10849182,684293.509604829,10098.57,0,0,9579.68,0,0,518.88,0,0,0,0,446.94,16.5405257867586,126.462294930065,330.752407678679,118.037861869637
"Ferrygate","N",5,352738.831078968,684372.395279961,10150.92,565.47,560.96,8326.62,0,0,697.86,0,0,0,0,674.15,10.7018711439129,37.42436010702,364.390492391351,33.4983415347173
"Ferrygate","S",1,352985.538632306,683964.755707613,13487.05,0,0,13487.05,0,0,0,0,0,0,0,149.81,23.0079238352725,391.509050271972,225.352547358837,207.352231565418
"Ferrygate","S",2,353042.070379214,683860.184030215,10218.39,0,0,10218.39,0,0,0,0,0,0,0,99.93,25.2002065049329,404.970601552058,246.21958824631,244.732354897324
"Ferrygate","S",3,353090.277489135,683770.89730404,10065.7,0,0,10065.7,0,0,0,0,0,0,0,99.93,24.0367977378431,421.359329041691,156.186374098015,311.350620514992
"Ferrygate","S",4,353102.731459908,683665.614128381,13637.68,0,0,11132.94,0,0,0,0,0,0,0,937.29,16.9258201870029,467.602020783081,59.5306894283708,373.443406352124
"Ferrygate","S",5,353056.562293028,683555.466178991,10763.79,0,0,8858.87,0,0,0,0,0,0,0,855.09,14.8731638412213,506.844670439293,56.2159524170015,414.835797377995
"Ferrygate","W",1,352947.153181689,684008.224658021,16185.32,0,0,15780.61,0,0,404.7,0,0,0,0,405.76,19.5026831776695,372.050465568661,201.229012849464,192.756985752093
"Ferrygate","W",2,352832.183550882,683977.715375487,11883.07,0,0,11473.91,0,0,409.16,0,0,0,0,235.78,21.889695997283,256.639248316715,88.06104532792,82.2162090875371
"Ferrygate","W",3,352735.402183373,683915.344676119,10438.03,0,0,3778.99,1125.82,4003.07,312.55,0,0,0,2343.41,811.77,10.3378737867849,149.640725615884,16.8522830010602,18.0710472320944
"Ferrygate","W",4,352643.135263795,683874.722468534,9986.17,8.46,0,3273.91,1058.13,3666.31,276.98,0,0,0,2760.5,877.35,11.0354061196558,64.520597430778,14.9805368535019,17.2935488195396
"Ferrygate","W",5,352584.601709461,683856.508991322,1576.84,0,0,1576.83,0,0,0,0,0,0,0,23.85,16.9417178258678,42.5161291498346,20.0073037292475,25.9003916626798
"Hoprig","E",1,345358.562808671,674314.161461615,14550.36,473.17,0,14077.19,0,0,0,0,0,0,0,473.49,27.1196446930385,49.5393172985532,460.720292564534,151.296538272013
"Hoprig","E",2,345455.492689907,674375.418157689,13384.75,130.63,0,12897.93,0,0,356.19,0,0,0,0,377.35,27.5270288432142,73.3612151987899,364.805873078388,207.484422331548
"Hoprig","E",3,345553.536827669,674419.713656836,10066.28,0,0,10066.28,0,0,0,0,0,0,0,0,99.4162317342294,160.842994038245,269.150539882184,124.48077562398
"Hoprig","E",4,345644.151368802,674463.15095748,10029.91,0,0,9584.98,0,444.93,0,0,0,0,0,69.18,47.7918346789709,257.794578029018,194.643311534208,47.6374996151949
"Hoprig","E",5,345734.539082443,674506.474040634,10016.5,0,0,9565.98,0,450.52,0,0,0,0,0,201.58,35.0955928307212,345.523548342233,151.176161471266,36.0253841174793
"Hoprig","N",1,345325.215750971,674313.474762929,19613.68,505.25,0,19108.42,0,0,0,0,0,0,0,404.83,45.1328605818297,72.5299157727406,478.744226983352,151.873754786024
"Hoprig","N",2,345282.214330129,674448.088193812,10289.8,0,0,10289.8,0,0,0,0,0,0,0,0,129.444853860605,195.620409374192,414.550502681797,289.771465019822
"Hoprig","N",3,345259.083086816,674547.431134401,10084.63,0,0,10084.63,0,0,0,0,0,0,0,0,132.368440203776,288.184102705131,314.133845418939,310.527859087728
"Hoprig","N",4,345235.88593821,674645.362192381,10040.58,0,0,10040.58,0,0,0,0,0,0,0,0,125.931919367718,383.543756101692,215.862061511659,213.990135729253
"Hoprig","N",5,345212.702753737,674742.95099883,10019.35,0,0,10019.35,0,0,0,0,0,0,0,0,99.7160263190912,471.938053439661,121.850188111725,120.199182003233
"Hoprig","S",1,345345.734831167,674286.625615931,14160.43,1134.71,0,13025.71,0,0,0,0,0,0,0,571.24,22.6465522347828,43.5325901907575,478.084740357289,122.809701315305
"Hoprig","S",2,345365.072932386,674171.169349012,11826.6,1128.81,0,9072.67,0,298.6,1076.9,249.64,0,0,0,1059.89,8.09510768313596,27.7017913787029,496.474087031278,35.9724824956698
"Hoprig","S",3,345400.616063342,674072.051111044,10201.46,0,0,9824.87,0,0,376.59,0,0,0,0,202.52,22.8431961131563,96.9475904266456,518.28741058206,100.242109783346
"Hoprig","S",4,345444.399832166,673980.423853623,10094.46,0,0,9765.27,0,0,329.19,0,0,0,0,200.74,23.0218929529426,171.758479615316,545.119583033136,200.570392416698
"Hoprig","S",5,345487.685020017,673889.443214533,10052.03,0,0,9728.99,0,0,323.03,0,0,0,0,200.77,23.1251921680668,253.808039757023,587.495840300162,300.817395905339
"Hoprig","W",1,345324.019452594,674286.036352069,16818.63,472.09,0,16346.54,0,0,0,0,0,0,0,403.75,28.774987102235,54.422447479335,477.182679584156,127.875715343971
"Hoprig","W",2,345209.920670333,674227.990726758,10368.28,0,0,10368.28,0,0,0,0,0,0,0,0,86.0665900919351,109.592492959334,413.314721231955,141.084871043073
"Hoprig","W",3,345116.889834886,674184.750106837,10105.57,0,0,10105.57,0,0,0,0,0,0,0,0,115.282520154807,199.98915740713,336.238325454743,211.310605988276
"Hoprig","W",4,345025.717234373,674141.751807023,10050.04,0,0,10050.04,0,0,0,0,0,0,0,0,108.709076841075,296.307492403737,277.603458523774,298.993172283561
"Hoprig","W",5,344934.955742731,674098.831987096,10028.19,0,0,9496.65,0,0,322.38,209.16,0,0,0,197.5,44.3485415476625,394.104670111943,247.932568823349,391.361271023964
"Huxton","NE",1,386066.696398926,666339.408489939,14353.51,1265.65,0,9838.16,0,0,875.69,1086.75,1287.27,0,0,1339.36,9.2551699490964,26.950031698273,114.484394230261,48.8386476976121
"Huxton","NE",2,386142.83820628,666416.738979925,14979.94,0,0,10851.35,0,0,1259.95,1644.82,1223.82,0,0,907.55,12.8728854474955,87.8429678882684,136.397963303668,27.6507837782555
"Huxton","NE",3,386272.771291982,666442.189279666,10414.49,17.34,0,6227.73,0,0,614.39,855.71,2699.31,0,0,687.04,12.1380974221247,55.1583202882868,44.3446859525478,20.5380051755937
"Huxton","NE",4,386370.872959096,666473.774096202,10167.77,287.68,0,8545.67,0,0,523.63,810.8,0,0,0,1056.29,8.28964245394348,35.9589981174628,18.5296575650169,58.9360546465059
"Huxton","NE",5,386467.956672603,666506.064300352,10325.07,832.2,0,7993.89,0,0,656.06,842.91,0,0,0,891.17,9.45531573113597,33.199201997609,88.8726448009593,155.83364398282
"Huxton","NW",1,386062.195539049,666339.585792108,13135.59,1289.04,0,8624.06,0,0,877.07,1091.72,1253.73,0,0,1331.06,8.05962619894594,24.2724279815459,111.861931284286,49.3020543670853
