"SITE","SURVEYID","OBS","DATE","TEMP","WINDS_0","WINDD","TRSCT","SECTION","WINDS","COMMENTS","s_dtime","e_dtime","FLAG","UNK","SOPPIP","COMPIP","MYOTI","PIP","DUNNO","PAUR","NOCTU","NOISE","fSECTION","DAYNO","TTMIDN","NOTURB","PASSES","AREA_M2","AREA_ha"
"Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","S",2,0,NA,2013-05-30 01:33:00,2013-05-30 01:44:59,0,0,0,0,0,0,0,0,0,0,"2",149,93,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","S",1,0,NA,2013-05-30 01:33:00,2013-05-30 01:44:59,0,0,0,0,0,0,0,0,0,0,"1",149,93,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"E",1,0.6,NA,2013-07-03 22:30:00,2013-07-03 22:47:00,0,0,0,0,0,0,0,0,0,0,"1",183,-90,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"E",2,0.3,NA,2013-07-03 22:30:00,2013-07-03 22:47:00,0,0,0,0,0,0,0,0,0,0,"2",183,-90,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"E",3,0,NA,2013-07-03 22:30:00,2013-07-03 22:47:00,0,0,1,0,0,1,0,0,0,0,"3",183,-90,2,2,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"E",4,0,NA,2013-07-03 22:30:00,2013-07-03 22:47:00,0,0,1,0,0,0,0,0,0,0,"4",183,-90,2,1,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"E",5,1.2,NA,2013-07-03 22:30:00,2013-07-03 22:47:00,0,0,0,0,0,0,0,0,0,0,"5",183,-90,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"S",1,0,NA,2013-07-03 22:54:59,2013-07-03 23:06:59,0,0,0,0,0,0,0,0,0,0,"1",183,-65.0166666666667,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"S",2,0,NA,2013-07-03 22:54:59,2013-07-03 23:06:59,0,0,0,2,0,0,0,0,0,0,"2",183,-65.0166666666667,2,2,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"S",3,0.3,NA,2013-07-03 22:54:59,2013-07-03 23:06:59,0,0,0,3,0,0,0,0,0,0,"3",183,-65.0166666666667,2,3,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"S",4,0,NA,2013-07-03 22:54:59,2013-07-03 23:06:59,0,0,0,0,0,0,0,0,0,0,"4",183,-65.0166666666667,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"S",5,1.3,NA,2013-07-03 22:54:59,2013-07-03 23:06:59,0,0,0,0,0,0,0,0,0,0,"5",183,-65.0166666666667,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"W",1,0.3,NA,2013-07-03 23:08:00,2013-07-03 23:19:59,0,0,0,0,0,0,0,0,0,0,"1",183,-52,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"W",2,0.6,NA,2013-07-03 23:08:00,2013-07-03 23:19:59,0,0,0,0,0,0,0,0,0,0,"2",183,-52,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"W",3,1.1,NA,2013-07-03 23:08:00,2013-07-03 23:19:59,0,0,0,0,0,0,0,0,0,0,"3",183,-52,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"W",4,1.8,NA,2013-07-03 23:08:00,2013-07-03 23:19:59,0,0,0,0,0,0,0,0,0,0,"4",183,-52,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"W",5,1.4,NA,2013-07-03 23:08:00,2013-07-03 23:19:59,0,0,0,0,0,0,0,0,0,0,"5",183,-52,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"N",1,1.7,NA,2013-07-03 23:26:59,2013-07-03 23:39:59,0,0,0,0,0,0,0,0,0,0,"1",183,-33.0166666666667,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"N",2,1.9,NA,2013-07-03 23:26:59,2013-07-03 23:39:59,0,0,0,0,0,0,0,0,0,0,"2",183,-33.0166666666667,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"N",3,1.1,NA,2013-07-03 23:26:59,2013-07-03 23:39:59,0,0,0,0,0,0,0,0,0,0,"3",183,-33.0166666666667,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"N",4,1.3,NA,2013-07-03 23:26:59,2013-07-03 23:39:59,0,0,0,0,0,0,0,0,0,0,"4",183,-33.0166666666667,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"N",5,1.1,NA,2013-07-03 23:26:59,2013-07-03 23:39:59,0,0,0,0,0,0,0,0,0,0,"5",183,-33.0166666666667,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"S",1,0.3,NA,2013-07-10 22:20:00,2013-07-10 22:33:00,0,0,0,0,0,0,0,0,0,0,"1",190,-100,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"S",2,0.3,NA,2013-07-10 22:20:00,2013-07-10 22:33:00,0,0,0,0,0,0,0,0,0,0,"2",190,-100,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"S",3,0.3,NA,2013-07-10 22:20:00,2013-07-10 22:33:00,0,0,0,2,0,0,0,0,0,0,"3",190,-100,2,2,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"S",4,0.5,NA,2013-07-10 22:20:00,2013-07-10 22:33:00,0,0,0,4,0,0,0,0,0,0,"4",190,-100,2,4,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"S",5,0.3,NA,2013-07-10 22:20:00,2013-07-10 22:33:00,0,0,1,0,0,0,0,0,0,0,"5",190,-100,2,1,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"E",1,0.3,NA,2013-07-10 22:38:59,2013-07-10 22:54:59,0,0,0,0,0,0,0,0,0,0,"1",190,-81.0166666666667,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"E",2,0.6,NA,2013-07-10 22:38:59,2013-07-10 22:54:59,0,0,0,0,0,0,0,0,0,0,"2",190,-81.0166666666667,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"E",3,0,NA,2013-07-10 22:38:59,2013-07-10 22:54:59,0,0,0,0,0,0,0,0,0,0,"3",190,-81.0166666666667,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"E",4,0.3,NA,2013-07-10 22:38:59,2013-07-10 22:54:59,0,0,0,1,0,0,0,0,0,0,"4",190,-81.0166666666667,2,1,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"E",5,0.5,NA,2013-07-10 22:38:59,2013-07-10 22:54:59,0,0,0,0,0,0,0,0,0,0,"5",190,-81.0166666666667,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"W",1,0,NA,2013-07-10 22:56:00,2013-07-10 23:08:00,0,0,0,0,0,0,0,0,0,0,"1",190,-64,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"W",2,0.3,NA,2013-07-10 22:56:00,2013-07-10 23:08:00,0,0,0,1,0,0,0,0,0,0,"2",190,-64,2,1,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"W",3,0.3,NA,2013-07-10 22:56:00,2013-07-10 23:08:00,0,0,0,0,0,0,0,0,0,0,"3",190,-64,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"W",4,0.8,NA,2013-07-10 22:56:00,2013-07-10 23:08:00,0,0,2,0,0,0,0,0,0,0,"4",190,-64,2,2,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"W",5,0.7,NA,2013-07-10 22:56:00,2013-07-10 23:08:00,0,0,0,0,0,0,0,0,0,0,"5",190,-64,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"N",1,0.3,NA,2013-07-10 23:13:59,2013-07-10 23:26:59,0,0,0,0,0,0,0,0,0,0,"1",190,-46.0166666666667,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"N",2,0.3,NA,2013-07-10 23:13:59,2013-07-10 23:26:59,0,0,0,1,0,0,0,0,0,0,"2",190,-46.0166666666667,2,1,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"N",3,0.5,NA,2013-07-10 23:13:59,2013-07-10 23:26:59,0,0,0,0,0,0,0,0,0,0,"3",190,-46.0166666666667,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"N",4,0.3,NA,2013-07-10 23:13:59,2013-07-10 23:26:59,0,0,2,0,0,0,0,0,0,0,"4",190,-46.0166666666667,2,2,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"N",5,0.3,NA,2013-07-10 23:13:59,2013-07-10 23:26:59,0,0,1,0,0,1,0,0,0,0,"5",190,-46.0166666666667,2,2,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"W",1,0.6,NA,2013-07-12 22:31:00,2013-07-12 22:44:00,0,0,0,0,0,0,0,0,0,0,"1",192,-89,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"W",2,0.9,NA,2013-07-12 22:31:00,2013-07-12 22:44:00,0,0,0,0,0,0,0,0,0,0,"2",192,-89,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"W",3,0.3,NA,2013-07-12 22:31:00,2013-07-12 22:44:00,0,0,0,0,0,0,0,0,0,0,"3",192,-89,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"W",4,0.3,NA,2013-07-12 22:31:00,2013-07-12 22:44:00,0,0,0,2,0,0,0,0,0,0,"4",192,-89,2,2,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"W",5,0.3,NA,2013-07-12 22:31:00,2013-07-12 22:44:00,0,0,0,0,0,0,0,0,0,0,"5",192,-89,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"S",1,0.4,NA,2013-07-12 22:49:00,2013-07-12 23:00:00,0,0,1,0,0,0,0,0,0,0,"1",192,-71,2,1,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"S",2,0.6,NA,2013-07-12 22:49:00,2013-07-12 23:00:00,0,0,0,0,0,0,0,0,0,0,"2",192,-71,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"S",3,0.3,NA,2013-07-12 22:49:00,2013-07-12 23:00:00,0,0,0,3,0,0,0,0,0,0,"3",192,-71,2,3,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"S",4,0.5,NA,2013-07-12 22:49:00,2013-07-12 23:00:00,0,0,0,3,0,0,0,0,0,0,"4",192,-71,2,3,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"S",5,0.3,NA,2013-07-12 22:49:00,2013-07-12 23:00:00,0,0,1,0,0,0,0,0,0,0,"5",192,-71,2,1,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"E",1,0.4,NA,2013-07-12 23:08:00,2013-07-12 23:22:00,0,0,0,0,0,0,0,0,0,0,"1",192,-52,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"E",2,0.4,NA,2013-07-12 23:08:00,2013-07-12 23:22:00,0,0,0,0,0,0,0,0,0,0,"2",192,-52,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"E",3,0,NA,2013-07-12 23:08:00,2013-07-12 23:22:00,0,0,0,2,0,0,0,0,0,0,"3",192,-52,2,2,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"E",4,0.8,NA,2013-07-12 23:08:00,2013-07-12 23:22:00,0,0,0,0,0,0,0,0,0,0,"4",192,-52,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"E",5,0.5,NA,2013-07-12 23:08:00,2013-07-12 23:22:00,0,0,0,0,0,0,0,0,0,0,"5",192,-52,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"N",1,0.3,NA,2013-07-12 23:23:00,2013-07-12 23:32:59,0,0,3,0,0,0,1,0,0,0,"1",192,-37,2,3,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"N",2,0.5,NA,2013-07-12 23:23:00,2013-07-12 23:32:59,0,0,0,0,0,0,0,0,0,0,"2",192,-37,2,0,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"N",3,0.3,NA,2013-07-12 23:23:00,2013-07-12 23:32:59,0,0,3,5,0,0,0,0,0,0,"3",192,-37,2,8,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"N",4,0.2,NA,2013-07-12 23:23:00,2013-07-12 23:32:59,1,1,6,7,0,0,1,0,0,0,"4",192,-37,2,13,12432.33,1.243233
"Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"N",5,0.4,NA,2013-07-12 23:23:00,2013-07-12 23:32:59,0,0,2,0,0,0,0,0,0,0,"5",192,-37,2,2,12432.33,1.243233
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NE",1,NA,"Anemometer bust",2013-06-20 00:48:00,2013-06-20 00:59:00,0,0,0,0,0,0,0,0,0,0,"1",170,48,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NE",2,NA,"Anemometer bust",2013-06-20 00:48:00,2013-06-20 00:59:00,0,0,0,0,0,0,0,0,0,0,"2",170,48,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NE",3,NA,"Anemometer bust",2013-06-20 00:48:00,2013-06-20 00:59:00,0,0,0,0,0,0,0,0,0,0,"3",170,48,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NE",4,NA,"Anemometer bust",2013-06-20 00:48:00,2013-06-20 00:59:00,0,0,0,0,0,0,0,0,0,0,"4",170,48,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NE",5,NA,"Anemometer bust",2013-06-20 00:48:00,2013-06-20 00:59:00,0,0,0,0,0,0,0,0,0,0,"5",170,48,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SE",5,NA,"Anemometer bust",2013-06-20 01:09:59,2013-06-20 01:21:00,0,0,0,0,0,0,0,0,0,0,"5",170,69.9833333333333,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SE",4,NA,"Anemometer bust",2013-06-20 01:09:59,2013-06-20 01:21:00,0,0,0,0,0,0,0,0,0,0,"4",170,69.9833333333333,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SE",3,NA,"Anemometer bust",2013-06-20 01:09:59,2013-06-20 01:21:00,0,0,3,0,0,0,0,0,0,0,"3",170,69.9833333333333,1,3,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SE",2,NA,"Anemometer bust",2013-06-20 01:09:59,2013-06-20 01:21:00,0,0,0,4,0,0,0,0,0,0,"2",170,69.9833333333333,1,4,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SE",1,NA,"Anemometer bust",2013-06-20 01:09:59,2013-06-20 01:21:00,0,0,0,0,0,0,0,0,0,0,"1",170,69.9833333333333,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NW",1,NA,"Anemometer bust",2013-06-20 01:23:00,2013-06-20 01:33:00,0,0,0,0,0,0,0,0,0,0,"1",170,83,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NW",2,NA,"Anemometer bust",2013-06-20 01:23:00,2013-06-20 01:33:00,0,0,0,0,0,0,0,0,0,0,"2",170,83,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NW",3,NA,"Anemometer bust",2013-06-20 01:23:00,2013-06-20 01:33:00,0,0,0,0,0,0,0,0,0,0,"3",170,83,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NW",4,NA,"Anemometer bust",2013-06-20 01:23:00,2013-06-20 01:33:00,0,0,0,0,0,0,0,0,0,0,"4",170,83,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NW",5,NA,"Anemometer bust",2013-06-20 01:23:00,2013-06-20 01:33:00,0,0,0,0,0,0,0,0,0,0,"5",170,83,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SW",5,NA,"Anemometer bust",2013-06-20 01:47:59,2013-06-20 02:00:00,0,0,0,0,0,0,0,0,0,0,"5",170,107.983333333333,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SW",4,NA,"Anemometer bust",2013-06-20 01:47:59,2013-06-20 02:00:00,0,0,0,0,0,0,0,0,0,0,"4",170,107.983333333333,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SW",3,NA,"Anemometer bust",2013-06-20 01:47:59,2013-06-20 02:00:00,0,0,0,0,0,0,0,0,0,0,"3",170,107.983333333333,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SW",2,NA,"Anemometer bust",2013-06-20 01:47:59,2013-06-20 02:00:00,0,0,0,0,0,0,0,0,0,0,"2",170,107.983333333333,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SW",1,NA,"Anemometer bust",2013-06-20 01:47:59,2013-06-20 02:00:00,0,0,0,0,0,0,0,0,0,0,"1",170,107.983333333333,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","SW",1,1.3,NA,2013-08-07 22:07:00,2013-08-07 22:21:00,0,0,0,0,0,0,0,0,0,0,"1",218,-113,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","SW",2,0,NA,2013-08-07 22:07:00,2013-08-07 22:21:00,0,0,0,0,0,0,0,0,0,0,"2",218,-113,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","SW",3,0,NA,2013-08-07 22:07:00,2013-08-07 22:21:00,0,0,0,0,0,0,0,0,0,0,"3",218,-113,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","SW",4,1.1,NA,2013-08-07 22:07:00,2013-08-07 22:21:00,0,0,1,1,0,0,0,0,0,0,"4",218,-113,1,2,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","SW",5,2.2,NA,2013-08-07 22:07:00,2013-08-07 22:21:00,0,0,0,2,0,0,0,0,0,0,"5",218,-113,1,2,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","NW",5,1.1,NA,2013-08-07 22:37:00,2013-08-07 22:50:59,0,0,0,0,0,0,0,0,0,0,"5",218,-83,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","NW",4,3.2,NA,2013-08-07 22:37:00,2013-08-07 22:50:59,0,0,0,0,0,0,0,0,0,0,"4",218,-83,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","NW",3,0.4,NA,2013-08-07 22:37:00,2013-08-07 22:50:59,0,0,0,0,0,0,0,0,0,0,"3",218,-83,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","NW",2,3.4,NA,2013-08-07 22:37:00,2013-08-07 22:50:59,0,0,0,0,0,0,0,0,0,0,"2",218,-83,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","NW",1,5.2,NA,2013-08-07 22:37:00,2013-08-07 22:50:59,0,0,1,0,0,0,0,0,0,0,"1",218,-83,1,1,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","NE",1,5.6,NA,2013-08-07 22:52:00,2013-08-07 23:06:59,0,0,0,0,0,0,0,0,0,0,"1",218,-68,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","NE",2,5.6,NA,2013-08-07 22:52:00,2013-08-07 23:06:59,0,0,0,0,0,0,0,0,0,0,"2",218,-68,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","NE",3,5.5,NA,2013-08-07 22:52:00,2013-08-07 23:06:59,0,0,0,0,0,0,0,0,0,0,"3",218,-68,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","NE",4,5.5,NA,2013-08-07 22:52:00,2013-08-07 23:06:59,0,0,0,1,0,0,0,0,0,0,"4",218,-68,1,1,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","NE",5,2.2,NA,2013-08-07 22:52:00,2013-08-07 23:06:59,0,0,1,1,0,0,0,0,0,0,"5",218,-68,1,2,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","SE",1,6.5,NA,2013-08-07 23:16:59,2013-08-07 23:29:59,0,0,0,0,0,0,0,0,0,0,"1",218,-43.0166666666667,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","SE",2,1.3,NA,2013-08-07 23:16:59,2013-08-07 23:29:59,0,0,0,0,0,0,0,0,0,0,"2",218,-43.0166666666667,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","SE",3,4,NA,2013-08-07 23:16:59,2013-08-07 23:29:59,1,0,0,0,0,0,0,0,0,0,"3",218,-43.0166666666667,1,0,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","SE",4,5.9,NA,2013-08-07 23:16:59,2013-08-07 23:29:59,0,0,1,0,0,0,0,0,0,0,"4",218,-43.0166666666667,1,1,13297.49,1.329749
"Townhead Stirling","Townhead Stirling-2","JM",2013-08-07,"13.4","1.1","SW","SE",5,0,NA,2013-08-07 23:16:59,2013-08-07 23:29:59,0,0,0,0,0,0,0,0,0,0,"5",218,-43.0166666666667,1,0,13297.49,1.329749
"Turflundie","Turflundie-1","JM",2013-07-30,"16.5","1.7","SW","E",1,0,NA,2013-07-30 23:10:59,2013-07-30 23:26:59,0,0,0,0,0,0,0,0,0,0,"1",210,-49.0166666666667,2,0,13457.27,1.345727
"Turflundie","Turflundie-1","JM",2013-07-30,"16.5","1.7","SW","E",2,0,NA,2013-07-30 23:10:59,2013-07-30 23:26:59,0,0,2,0,0,0,0,0,0,0,"2",210,-49.0166666666667,2,2,13457.27,1.345727
"Turflundie","Turflundie-1","JM",2013-07-30,"16.5","1.7","SW","E",3,0,NA,2013-07-30 23:10:59,2013-07-30 23:26:59,0,0,1,1,0,1,0,0,0,0,"3",210,-49.0166666666667,2,3,13457.27,1.345727
"Turflundie","Turflundie-1","JM",2013-07-30,"16.5","1.7","SW","E",4,0,NA,2013-07-30 23:10:59,2013-07-30 23:26:59,0,0,0,0,0,0,0,0,0,0,"4",210,-49.0166666666667,2,0,13457.27,1.345727
"Turflundie","Turflundie-1","JM",2013-07-30,"16.5","1.7","SW","E",5,0,NA,2013-07-30 23:10:59,2013-07-30 23:26:59,0,0,1,0,0,0,0,0,0,0,"5",210,-49.0166666666667,2,1,13457.27,1.345727
"Turflundie","Turflundie-1","JM",2013-07-30,"16.5","1.7","SW","W",1,0,NA,2013-07-30 23:42:00,2013-07-31 00:00:00,0,0,4,2,0,0,0,0,0,0,"1",210,-18,2,6,13457.27,1.345727
"Turflundie","Turflundie-1","JM",2013-07-30,"16.5","1.7","SW","W",2,1.5,NA,2013-07-30 23:42:00,2013-07-31 00:00:00,0,0,0,0,0,0,0,0,0,0,"2",210,-18,2,0,13457.27,1.345727
"Turflundie","Turflundie-1","JM",2013-07-30,"16.5","1.7","SW","W",3,0,NA,2013-07-30 23:42:00,2013-07-31 00:00:00,0,0,1,2,0,0,0,0,0,0,"3",210,-18,2,3,13457.27,1.345727
"Turflundie","Turflundie-1","JM",2013-07-30,"16.5","1.7","SW","W",4,0,NA,2013-07-30 23:42:00,2013-07-31 00:00:00,0,0,0,0,0,0,0,0,0,0,"4",210,-18,2,0,13457.27,1.345727
