"SITE","SURVEYID","OBS","DATE","TEMP","WINDS_0","WINDD","TRSCT","SECTION","WINDS","COMMENTS","s_dtime","e_dtime","FLAG","UNK","SOPPIP","COMPIP","MYOTI","PIP","DUNNO","PAUR","NOCTU","NOISE","fSECTION","DAYNO","TTMIDN","NOTURB","PASSES","AREA_M2","AREA_ha"
"Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","N",1,0.2,NA,2013-07-16 22:41:59,2013-07-16 23:00:00,0,0,0,0,0,0,0,0,0,0,"1",196,-78.0166666666667,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","N",2,0,NA,2013-07-16 22:41:59,2013-07-16 23:00:00,0,0,0,0,0,0,0,0,0,0,"2",196,-78.0166666666667,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","N",3,2.3,NA,2013-07-16 22:41:59,2013-07-16 23:00:00,0,0,0,1,0,0,0,0,0,0,"3",196,-78.0166666666667,1,1,13555.66,1.355566
"Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","N",4,0.1,NA,2013-07-16 22:41:59,2013-07-16 23:00:00,0,0,0,1,0,0,0,0,0,0,"4",196,-78.0166666666667,1,1,13555.66,1.355566
"Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","N",5,1.5,NA,2013-07-16 22:41:59,2013-07-16 23:00:00,0,0,0,0,0,0,0,0,0,0,"5",196,-78.0166666666667,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","W",5,0,NA,2013-07-16 23:12:00,2013-07-16 23:23:59,0,0,0,0,0,0,0,0,0,0,"5",196,-48,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","W",4,1.2,NA,2013-07-16 23:12:00,2013-07-16 23:23:59,0,0,0,0,0,0,0,0,0,0,"4",196,-48,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","W",3,2.5,NA,2013-07-16 23:12:00,2013-07-16 23:23:59,0,0,0,1,0,0,0,0,0,0,"3",196,-48,1,1,13555.66,1.355566
"Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","W",2,2.4,NA,2013-07-16 23:12:00,2013-07-16 23:23:59,0,0,0,0,0,0,0,0,0,0,"2",196,-48,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","W",1,2.2,NA,2013-07-16 23:12:00,2013-07-16 23:23:59,0,0,0,0,0,0,0,0,0,0,"1",196,-48,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","S",1,0.7,NA,2013-07-16 23:25:00,2013-07-16 23:39:00,0,0,0,0,0,0,0,0,0,0,"1",196,-35,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","S",2,0.6,NA,2013-07-16 23:25:00,2013-07-16 23:39:00,0,0,0,0,0,0,0,0,0,0,"2",196,-35,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","S",3,0,NA,2013-07-16 23:25:00,2013-07-16 23:39:00,0,0,0,0,0,0,0,0,0,0,"3",196,-35,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","S",4,0,NA,2013-07-16 23:25:00,2013-07-16 23:39:00,0,0,0,1,0,0,0,0,0,0,"4",196,-35,1,1,13555.66,1.355566
"Alderston Mains","Alderston Mains-1","JM",2013-07-16,"20.4","1.9","WSW","S",5,0,NA,2013-07-16 23:25:00,2013-07-16 23:39:00,0,0,0,0,0,0,0,0,0,0,"5",196,-35,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","N",1,5.9,NA,2013-08-31 22:49:00,2013-08-31 23:09:00,0,0,0,0,0,0,0,0,0,0,"1",242,-71,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","N",2,2,NA,2013-08-31 22:49:00,2013-08-31 23:09:00,0,0,0,0,0,0,0,0,0,0,"2",242,-71,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","N",3,5.2,NA,2013-08-31 22:49:00,2013-08-31 23:09:00,0,0,0,0,0,0,0,0,0,0,"3",242,-71,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","N",4,6.4,NA,2013-08-31 22:49:00,2013-08-31 23:09:00,0,0,0,0,0,0,0,0,0,0,"4",242,-71,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","W",5,2.7,NA,2013-08-31 23:22:00,2013-08-31 23:35:59,0,0,0,0,0,0,0,0,0,0,"5",242,-38,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","W",4,4,NA,2013-08-31 23:22:00,2013-08-31 23:35:59,0,0,0,0,0,0,0,0,0,0,"4",242,-38,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","W",3,7.5,NA,2013-08-31 23:22:00,2013-08-31 23:35:59,0,0,0,0,0,0,0,0,0,0,"3",242,-38,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","W",2,4.9,NA,2013-08-31 23:22:00,2013-08-31 23:35:59,0,0,0,0,0,0,0,0,0,0,"2",242,-38,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","W",1,3.4,NA,2013-08-31 23:22:00,2013-08-31 23:35:59,0,0,0,0,0,0,0,0,0,0,"1",242,-38,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","S",1,4.8,NA,2013-08-31 23:37:00,2013-08-31 23:51:59,0,0,0,0,0,0,0,0,0,0,"1",242,-23,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","S",2,2,NA,2013-08-31 23:37:00,2013-08-31 23:51:59,0,0,0,0,0,0,0,0,0,0,"2",242,-23,1,0,13555.66,1.355566
"Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","S",3,2.9,NA,2013-08-31 23:37:00,2013-08-31 23:51:59,2,0,4,2,0,3,2,0,0,0,"3",242,-23,1,9,13555.66,1.355566
"Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","S",4,0,NA,2013-08-31 23:37:00,2013-08-31 23:51:59,2,1,14,0,0,0,2,0,0,0,"4",242,-23,1,14,13555.66,1.355566
"Alderston Mains","Alderston Mains-2","JM",2013-08-31,"12","7.1","W","S",5,2.4,NA,2013-08-31 23:37:00,2013-08-31 23:51:59,0,0,0,0,0,0,0,0,0,0,"5",242,-23,1,0,13555.66,1.355566
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","NE",5,1.4,NA,2013-07-17 01:17:00,2013-07-17 01:33:00,0,0,0,0,0,0,0,0,0,0,"5",197,77,1,0,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","NE",4,1.2,NA,2013-07-17 01:17:00,2013-07-17 01:33:00,0,0,1,0,0,0,0,0,0,0,"4",197,77,1,1,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","NE",3,0,NA,2013-07-17 01:17:00,2013-07-17 01:33:00,0,0,0,1,0,0,0,0,0,0,"3",197,77,1,1,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","NE",2,0.9,NA,2013-07-17 01:17:00,2013-07-17 01:33:00,0,0,1,0,0,0,0,0,0,0,"2",197,77,1,1,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","NE",1,1.9,NA,2013-07-17 01:17:00,2013-07-17 01:33:00,0,0,0,0,0,0,0,0,0,0,"1",197,77,1,0,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","S",1,1.9,NA,2013-07-17 01:34:59,2013-07-17 01:49:00,0,0,0,0,0,0,0,0,0,0,"1",197,94.9833333333333,1,0,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","S",2,4.2,NA,2013-07-17 01:34:59,2013-07-17 01:49:00,0,0,0,0,0,0,0,0,0,0,"2",197,94.9833333333333,1,0,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","S",3,1.3,NA,2013-07-17 01:34:59,2013-07-17 01:49:00,0,0,0,0,0,0,0,0,0,0,"3",197,94.9833333333333,1,0,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","S",4,4.2,NA,2013-07-17 01:34:59,2013-07-17 01:49:00,0,0,0,2,0,0,0,0,0,0,"4",197,94.9833333333333,1,2,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","S",5,2.1,NA,2013-07-17 01:34:59,2013-07-17 01:49:00,0,0,3,0,0,0,0,0,0,0,"5",197,94.9833333333333,1,3,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","SW",5,0,NA,2013-07-17 01:57:59,2013-07-17 02:10:59,0,0,0,0,0,0,0,0,0,0,"5",197,117.983333333333,1,0,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","SW",4,2.5,NA,2013-07-17 01:57:59,2013-07-17 02:10:59,0,0,1,0,0,0,0,0,0,0,"4",197,117.983333333333,1,1,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","SW",3,1.9,NA,2013-07-17 01:57:59,2013-07-17 02:10:59,0,0,1,0,0,0,0,0,0,0,"3",197,117.983333333333,1,1,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","SW",2,0.5,NA,2013-07-17 01:57:59,2013-07-17 02:10:59,0,0,0,0,0,0,0,0,0,0,"2",197,117.983333333333,1,0,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","SW",1,1.7,NA,2013-07-17 01:57:59,2013-07-17 02:10:59,0,0,0,0,0,0,0,0,0,0,"1",197,117.983333333333,1,0,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","N",1,1.5,NA,2013-07-17 02:12:00,2013-07-17 02:26:59,0,0,0,0,0,0,0,0,0,0,"1",197,132,1,0,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","N",2,2.4,NA,2013-07-17 02:12:00,2013-07-17 02:26:59,0,0,0,0,0,0,0,0,0,0,"2",197,132,1,0,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","N",3,2.1,NA,2013-07-17 02:12:00,2013-07-17 02:26:59,0,0,0,1,0,0,0,0,0,0,"3",197,132,1,1,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","N",4,1.8,NA,2013-07-17 02:12:00,2013-07-17 02:26:59,0,0,0,0,0,0,0,0,0,0,"4",197,132,1,0,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-1","JM",2013-07-17,"19","1.3","WSW","N",5,0,NA,2013-07-17 02:12:00,2013-07-17 02:26:59,0,0,0,0,0,0,0,0,0,0,"5",197,132,1,0,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","N",5,0,NA,2013-08-08 00:11:00,2013-08-08 00:27:59,0,0,0,0,0,0,0,0,0,0,"5",219,11,1,0,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","N",4,0,NA,2013-08-08 00:11:00,2013-08-08 00:27:59,0,0,0,0,0,0,0,0,0,0,"4",219,11,1,0,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","N",3,0.1,NA,2013-08-08 00:11:00,2013-08-08 00:27:59,0,0,2,15,0,0,0,0,0,0,"3",219,11,1,17,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","N",2,0.2,NA,2013-08-08 00:11:00,2013-08-08 00:27:59,0,0,1,2,0,0,0,0,0,0,"2",219,11,1,3,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","N",1,0.1,NA,2013-08-08 00:11:00,2013-08-08 00:27:59,0,0,0,0,0,0,0,0,0,0,"1",219,11,1,0,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","S",1,1.2,NA,2013-08-08 00:29:00,2013-08-08 00:45:00,0,0,2,1,0,0,0,0,0,0,"1",219,29,1,3,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","S",2,1.4,NA,2013-08-08 00:29:00,2013-08-08 00:45:00,0,0,1,3,0,0,0,0,0,0,"2",219,29,1,4,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","S",3,1.1,NA,2013-08-08 00:29:00,2013-08-08 00:45:00,0,0,1,1,0,0,0,0,0,0,"3",219,29,1,2,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","S",4,2.1,NA,2013-08-08 00:29:00,2013-08-08 00:45:00,0,0,3,0,0,0,0,0,0,0,"4",219,29,1,3,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","S",5,3.1,NA,2013-08-08 00:29:00,2013-08-08 00:45:00,0,0,0,0,0,0,0,0,0,0,"5",219,29,1,0,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","SW",5,NA,"Anenometer bust",2013-08-08 00:59:00,2013-08-08 01:09:59,0,0,3,0,0,0,0,0,0,0,"5",219,59,1,3,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","SW",4,NA,"Anenometer bust",2013-08-08 00:59:00,2013-08-08 01:09:59,0,0,0,0,0,0,0,0,0,0,"4",219,59,1,0,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","SW",3,NA,"Anenometer bust",2013-08-08 00:59:00,2013-08-08 01:09:59,0,0,3,0,0,2,0,0,0,0,"3",219,59,1,5,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","SW",2,NA,"Anenometer bust",2013-08-08 00:59:00,2013-08-08 01:09:59,0,0,1,1,0,0,0,0,0,0,"2",219,59,1,2,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","SW",1,NA,"Anenometer bust",2013-08-08 00:59:00,2013-08-08 01:09:59,0,0,1,0,0,0,0,0,0,0,"1",219,59,1,1,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","NE",1,NA,"Anenometer bust",2013-08-08 01:11:00,2013-08-08 01:23:00,0,0,3,2,0,0,0,0,0,0,"1",219,71,1,5,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","NE",2,NA,"Anenometer bust",2013-08-08 01:11:00,2013-08-08 01:23:00,1,0,11,0,0,0,0,1,0,0,"2",219,71,1,12,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","NE",3,NA,"Anenometer bust",2013-08-08 01:11:00,2013-08-08 01:23:00,3,0,6,2,0,0,4,0,0,0,"3",219,71,1,8,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","NE",4,NA,"Anenometer bust",2013-08-08 01:11:00,2013-08-08 01:23:00,0,0,4,3,0,0,0,0,0,0,"4",219,71,1,7,13395.35,1.339535
"Arnbeg Kippen","Arnbeg Kippen-2","JM",2013-08-08,"15.3","0","SE","NE",5,NA,"Anenometer bust",2013-08-08 01:11:00,2013-08-08 01:23:00,0,0,2,0,0,0,0,0,0,0,"5",219,71,1,2,13395.35,1.339535
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","N",1,3.2,NA,2013-06-21 00:30:59,2013-06-21 00:43:59,0,0,0,0,0,0,0,0,0,0,"1",171,30.9833333333333,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","N",2,3.2,NA,2013-06-21 00:30:59,2013-06-21 00:43:59,0,0,0,1,0,0,0,0,0,0,"2",171,30.9833333333333,3,1,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","N",3,2.4,NA,2013-06-21 00:30:59,2013-06-21 00:43:59,0,0,0,0,0,0,0,0,0,0,"3",171,30.9833333333333,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","N",4,1.5,NA,2013-06-21 00:30:59,2013-06-21 00:43:59,0,0,0,0,0,0,0,0,0,0,"4",171,30.9833333333333,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","N",5,0.8,NA,2013-06-21 00:30:59,2013-06-21 00:43:59,0,0,1,0,0,0,0,0,0,0,"5",171,30.9833333333333,3,1,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","W",1,2.3,NA,2013-06-21 00:52:00,2013-06-21 01:05:00,0,0,0,0,0,0,0,0,0,0,"1",171,52,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","W",2,2.5,NA,2013-06-21 00:52:00,2013-06-21 01:05:00,0,0,0,1,0,0,0,0,0,0,"2",171,52,3,1,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","W",3,2,NA,2013-06-21 00:52:00,2013-06-21 01:05:00,0,0,0,0,0,0,0,0,0,0,"3",171,52,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","W",4,0.8,NA,2013-06-21 00:52:00,2013-06-21 01:05:00,0,0,0,0,0,0,0,0,0,0,"4",171,52,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","W",5,3.2,NA,2013-06-21 00:52:00,2013-06-21 01:05:00,0,0,2,0,0,0,0,0,0,0,"5",171,52,3,2,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","E",1,1.2,NA,2013-06-21 01:12:59,2013-06-21 01:28:59,0,0,0,0,0,0,0,0,0,0,"1",171,72.9833333333333,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","E",2,1.3,NA,2013-06-21 01:12:59,2013-06-21 01:28:59,0,0,0,0,0,0,0,0,0,0,"2",171,72.9833333333333,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","E",3,1.6,NA,2013-06-21 01:12:59,2013-06-21 01:28:59,0,0,0,0,0,0,0,0,0,0,"3",171,72.9833333333333,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","E",4,1.7,NA,2013-06-21 01:12:59,2013-06-21 01:28:59,0,0,3,0,0,0,0,0,0,0,"4",171,72.9833333333333,3,3,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","E",5,3.1,NA,2013-06-21 01:12:59,2013-06-21 01:28:59,0,0,0,0,0,0,0,0,0,0,"5",171,72.9833333333333,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","S",1,2,NA,2013-06-21 01:37:00,2013-06-21 01:49:00,0,0,0,0,0,0,0,0,0,0,"1",171,97,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","S",2,2.1,NA,2013-06-21 01:37:00,2013-06-21 01:49:00,0,0,0,0,0,0,0,0,0,0,"2",171,97,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","S",3,1.8,NA,2013-06-21 01:37:00,2013-06-21 01:49:00,0,0,0,1,0,0,0,0,0,0,"3",171,97,3,1,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","S",4,2.7,NA,2013-06-21 01:37:00,2013-06-21 01:49:00,0,0,0,0,0,0,0,0,0,0,"4",171,97,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-1","JM",2013-06-21,"16.9","3.6","E","S",5,3.3,NA,2013-06-21 01:37:00,2013-06-21 01:49:00,0,0,0,0,0,0,0,0,0,0,"5",171,97,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","N",1,0,NA,2013-08-06 22:15:00,2013-08-06 22:28:59,0,0,1,0,0,0,0,0,0,0,"1",217,-105,3,1,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","N",2,0,NA,2013-08-06 22:15:00,2013-08-06 22:28:59,0,0,0,0,0,0,0,0,0,0,"2",217,-105,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","N",3,0,NA,2013-08-06 22:15:00,2013-08-06 22:28:59,0,0,2,0,0,0,0,0,0,0,"3",217,-105,3,2,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","N",4,0,NA,2013-08-06 22:15:00,2013-08-06 22:28:59,0,0,0,0,0,0,0,0,0,0,"4",217,-105,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","N",5,0,NA,2013-08-06 22:15:00,2013-08-06 22:28:59,0,0,0,0,0,0,0,0,0,0,"5",217,-105,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","S",1,0,NA,2013-08-06 22:38:00,2013-08-06 22:50:00,0,0,0,0,0,0,0,0,0,0,"1",217,-82,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","S",2,0,NA,2013-08-06 22:38:00,2013-08-06 22:50:00,0,0,1,0,0,0,0,0,0,0,"2",217,-82,3,1,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","S",3,0,NA,2013-08-06 22:38:00,2013-08-06 22:50:00,0,0,0,0,0,0,0,0,0,0,"3",217,-82,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","S",4,0,NA,2013-08-06 22:38:00,2013-08-06 22:50:00,0,0,0,2,0,0,0,0,0,0,"4",217,-82,3,2,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","S",5,0,NA,2013-08-06 22:38:00,2013-08-06 22:50:00,0,0,1,0,0,0,0,0,0,0,"5",217,-82,3,1,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","E",1,0,NA,2013-08-06 22:59:00,2013-08-06 23:10:59,0,0,1,0,0,0,0,0,0,0,"1",217,-61,3,1,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","E",2,0,NA,2013-08-06 22:59:00,2013-08-06 23:10:59,0,0,0,0,0,0,0,0,0,0,"2",217,-61,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","E",3,0,NA,2013-08-06 22:59:00,2013-08-06 23:10:59,1,0,7,3,0,2,0,0,0,0,"3",217,-61,3,12,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","E",4,0,NA,2013-08-06 22:59:00,2013-08-06 23:10:59,0,0,5,0,0,1,0,0,0,0,"4",217,-61,3,6,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","E",5,0,NA,2013-08-06 22:59:00,2013-08-06 23:10:59,0,0,0,1,0,0,0,0,0,0,"5",217,-61,3,1,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","W",1,0,NA,2013-08-06 23:19:00,2013-08-06 23:31:00,0,0,0,0,0,0,0,0,0,0,"1",217,-41,3,0,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","W",2,0,NA,2013-08-06 23:19:00,2013-08-06 23:31:00,0,0,1,0,0,0,0,0,0,0,"2",217,-41,3,1,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","W",3,0,NA,2013-08-06 23:19:00,2013-08-06 23:31:00,0,0,1,2,0,0,0,0,0,0,"3",217,-41,3,3,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","W",4,0,NA,2013-08-06 23:19:00,2013-08-06 23:31:00,0,0,1,3,0,0,0,0,0,0,"4",217,-41,3,4,14873.73,1.487373
"Arnbog Meigle","Arnbog Meigle-2","JM",2013-08-06,"12.5","0","NW","W",5,0,NA,2013-08-06 23:19:00,2013-08-06 23:31:00,0,0,1,1,0,0,0,0,0,0,"5",217,-41,3,2,14873.73,1.487373
"Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","N",1,1.9,NA,2013-06-12 22:52:00,2013-06-12 23:05:00,0,0,0,0,0,0,0,0,0,0,"1",162,-68,1,0,14453.96,1.445396
"Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","N",2,1.8,NA,2013-06-12 22:52:00,2013-06-12 23:05:00,0,0,0,0,0,0,0,0,0,0,"2",162,-68,1,0,14453.96,1.445396
"Auld Dalbrack","Auld Dalbrack-1","JM",2013-06-12,"17.6","1.8","NW","N",3,1.9,NA,2013-06-12 22:52:00,2013-06-12 23:05:00,0,0,0,0,0,0,0,0,0,0,"3",162,-68,1,0,14453.96,1.445396
