,Name,Type,ID,Divrat,Y,M,D,H,M.1,S,uS,Datum,Lat,Long,Zon,E.ing,N.ing,Alt,Tape,Date,Loc,Species,Spec,Note,Note1,COUNT,X,LAT,LON,BNG_y,BNG_x,SURVEYID
552,ROON2___20140902_211449,132,NA,8,2014,9,2,21,14,49,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.0458,-2.76013,683919.363,352746.0476,Ferrygate-2
562,ROON2___20140902_211455,132,NA,8,2014,9,2,21,14,55,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmPIP,NA,                                                                         ,NA,1,NA,56.04578,-2.76022,683917.1988,352740.4167,Ferrygate-2
56.1,ROON2___20140902_211455,132,NA,8,2014,9,2,21,14,55,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04578,-2.76022,683917.1988,352740.4167,Ferrygate-2
572,ROON2___20140902_211508,132,NA,8,2014,9,2,21,15,8,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmPIP,NA,                                                                         ,NA,1,NA,56.04575,-2.7603,683913.9147,352735.3964,Ferrygate-2
582,ROON2___20140902_211512,132,NA,8,2014,9,2,21,15,12,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmPIP,NA,                                                                         ,NA,1,NA,56.04572,-2.7604,683910.6444,352729.1302,Ferrygate-2
58.1,ROON2___20140902_211512,132,NA,8,2014,9,2,21,15,12,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04572,-2.7604,683910.6444,352729.1302,Ferrygate-2
592,ROON2___20140902_211559,132,NA,8,2014,9,2,21,15,59,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,56.04561,-2.7605,683898.4702,352722.766,Ferrygate-2
601,ROON2___20140902_211615,132,NA,8,2014,9,2,21,16,15,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04558,-2.76067,683895.248,352712.1392,Ferrygate-2
614,ROON2___20140902_211718,132,NA,8,2014,9,2,21,17,18,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.04543,-2.76127,683878.9652,352674.5786,Ferrygate-2
61.1,ROON2___20140902_211718,132,NA,8,2014,9,2,21,17,18,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmPIP,NA,                                                                         ,NA,1,NA,56.04543,-2.76127,683878.9652,352674.5786,Ferrygate-2
61.2,ROON2___20140902_211718,132,NA,8,2014,9,2,21,17,18,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04543,-2.76127,683878.9652,352674.5786,Ferrygate-2
622,ROON2___20140902_211729,132,NA,8,2014,9,2,21,17,29,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.0454,-2.76142,683875.7293,352665.1977,Ferrygate-2
62.1,ROON2___20140902_211729,132,NA,8,2014,9,2,21,17,29,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.0454,-2.76142,683875.7293,352665.1977,Ferrygate-2
632,ROON2___20140902_211740,132,NA,8,2014,9,2,21,17,40,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmSOPPIP,NA,"soppip 2, compip 1                                                       ",NA,2,NA,56.04541,-2.76157,683876.9454,352655.8658,Ferrygate-2
63.1,ROON2___20140902_211740,132,NA,8,2014,9,2,21,17,40,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,"soppip 2, compip 1                                                       ",NA,1,NA,56.04541,-2.76157,683876.9454,352655.8658,Ferrygate-2
642,ROON2___20140902_211750,132,NA,8,2014,9,2,21,17,50,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,"compip 1, soppip 2                                                       ",NA,1,NA,56.0454,-2.76172,683875.9355,352646.5093,Ferrygate-2
64.1,ROON2___20140902_211750,132,NA,8,2014,9,2,21,17,50,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmSOPPIP,NA,"compip 1, soppip 2                                                       ",NA,2,NA,56.0454,-2.76172,683875.9355,352646.5093,Ferrygate-2
652,ROON2___20140902_211801,132,NA,8,2014,9,2,21,18,1,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,56.0454,-2.76183,683876.0111,352639.6569,Ferrygate-2
661,ROON2___20140902_211812,132,NA,8,2014,9,2,21,18,12,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmSOPPIP,NA,"soppip 1, compip 2                                                       ",NA,1,NA,56.04538,-2.76187,683873.8126,352637.1406,Ferrygate-2
66.1,ROON2___20140902_211812,132,NA,8,2014,9,2,21,18,12,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,"soppip 1, compip 2                                                       ",NA,2,NA,56.04538,-2.76187,683873.8126,352637.1406,Ferrygate-2
671,ROON2___20140902_211819,132,NA,8,2014,9,2,21,18,19,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmSOPPIP,NA,"soppip 1, compip 2                                                       ",NA,1,NA,56.04538,-2.7619,683873.8332,352635.2717,Ferrygate-2
67.1,ROON2___20140902_211819,132,NA,8,2014,9,2,21,18,19,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,"soppip 1, compip 2                                                       ",NA,2,NA,56.04538,-2.7619,683873.8332,352635.2717,Ferrygate-2
681,ROON2___20140902_212659,132,NA,8,2014,9,2,21,26,59,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.0473,-2.75725,684084.3384,352927.2849,Ferrygate-2
691,ROON2___20140902_212713,132,NA,8,2014,9,2,21,27,13,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04729,-2.75727,684083.239,352926.0268,Ferrygate-2
701,ROON2___20140902_213210,132,NA,8,2014,9,2,21,32,10,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.0488,-2.75875,684252.3109,352835.6823,Ferrygate-2
712,ROON2___20140902_213236,132,NA,8,2014,9,2,21,32,36,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04888,-2.7588,684261.2489,352832.6657,Ferrygate-2
722,ROON2___20140902_214011,132,NA,8,2014,9,2,21,40,11,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.05089,-2.76177,684486.9946,352650.1361,Ferrygate-2
130,ROON2_N_20140806_002014,132,NA,8,2014,8,6,0,20,14,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmNOISE,NA,NA,NA,1,NA,55.88986,-2.22423,666325.2815,386073.5508,Huxton-1
227,ROON2_N_20140806_010942,132,NA,8,2014,8,6,1,9,42,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmSOPPIP,NA,NA,NA,1,NA,55.89345,-2.22968,666725.9616,385733.9987,Huxton-1
320,ROON2___20140806_002153,132,NA,8,2014,8,6,0,21,53,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,,NA,NA,NA,,NA,55.89013,-2.22493,666355.4743,386029.8659,Huxton-1
419,ROON2___20140806_002208,132,NA,8,2014,8,6,0,22,8,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,,NA,NA,NA,,NA,55.89013,-2.2249,666355.4682,386031.7422,Huxton-1
516,ROON2___20140806_002412,132,NA,8,2014,8,6,0,24,12,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmSOPPIP,NA,NA,NA,1,NA,55.89033,-2.22552,666377.8542,385993.0362,Huxton-1
615,ROON2___20140806_002457,132,NA,8,2014,8,6,0,24,57,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89033,-2.22602,666377.9563,385961.7632,Huxton-1
79,ROON2___20140806_002830,132,NA,8,2014,8,6,0,28,30,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmSOPPIP,NA,NA,NA,1,NA,55.89017,-2.22757,666360.4667,385864.7582,Huxton-1
89,ROON2___20140806_002835,132,NA,8,2014,8,6,0,28,35,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmSOPPIP,NA,NA,NA,1,NA,55.89015,-2.2276,666358.2469,385862.8745,Huxton-1
99,ROON2___20140806_005925,132,NA,8,2014,8,6,0,59,25,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89117,-2.22578,666471.3978,385977.0796,Huxton-1
109,ROON2___20140806_005931,132,NA,8,2014,8,6,0,59,31,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89119,-2.22583,666473.634,385973.9596,Huxton-1
1113,ROON2___20140806_010141,132,NA,8,2014,8,6,1,1,41,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.8917,-2.22665,666530.564,385922.8592,Huxton-1
1210,ROON2___20140806_010147,132,NA,8,2014,8,6,1,1,47,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89173,-2.22667,666533.9071,385921.6192,Huxton-1
139,ROON2___20140806_010220,132,NA,8,2014,8,6,1,2,20,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmMYOTI,NA,NA,NA,1,NA,55.8919,-2.22697,666552.8894,385902.9183,Huxton-1
13.1,ROON2___20140806_010220,132,NA,8,2014,8,6,1,2,20,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.8919,-2.22697,666552.8894,385902.9183,Huxton-1
149,ROON2___20140806_010227,132,NA,8,2014,8,6,1,2,27,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89191,-2.22703,666554.0147,385899.1693,Huxton-1
158,ROON2___20140806_010242,132,NA,8,2014,8,6,1,2,42,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89199,-2.22717,666562.9473,385890.4425,Huxton-1
168,ROON2___20140806_010404,132,NA,8,2014,8,6,1,4,4,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89216,-2.22742,666581.9194,385874.8689,Huxton-1
178,ROON2___20140806_010418,132,NA,8,2014,8,6,1,4,18,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmSOCCAL,NA,NA,NA,,NA,55.89217,-2.22745,666583.0386,385872.9963,Huxton-1
17.11,ROON2___20140806_010418,132,NA,8,2014,8,6,1,4,18,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89217,-2.22745,666583.0386,385872.9963,Huxton-1
188,ROON2___20140806_010643,132,NA,8,2014,8,6,1,6,43,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmSOCCAL,NA,NA,NA,,NA,55.8928,-2.22855,666653.3835,385804.4308,Huxton-1
18.12,ROON2___20140806_010643,132,NA,8,2014,8,6,1,6,43,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.8928,-2.22855,666653.3835,385804.4308,Huxton-1
197,ROON2___20140806_010717,132,NA,8,2014,8,6,1,7,17,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89296,-2.22882,666671.2471,385787.6034,Huxton-1
207,ROON2___20140806_010834,132,NA,8,2014,8,6,1,8,34,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmSOCCAL,NA,NA,NA,,NA,55.89334,-2.22947,666713.6752,385747.0917,Huxton-1
20.12,ROON2___20140806_010834,132,NA,8,2014,8,6,1,8,34,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmSOPPIP,NA,NA,NA,1,NA,55.89334,-2.22947,666713.6752,385747.0917,Huxton-1
2112,ROON2___20140806_010836,132,NA,8,2014,8,6,1,8,36,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmSOCCAL,NA,NA,NA,,NA,55.89335,-2.2295,666714.7944,385745.2191,Huxton-1
21.11,ROON2___20140806_010836,132,NA,8,2014,8,6,1,8,36,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmSOPPIP,NA,NA,NA,1,NA,55.89335,-2.2295,666714.7944,385745.2191,Huxton-1
228,ROON2___20140806_010938,132,NA,8,2014,8,6,1,9,38,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmPIP,NA,NA,NA,1,NA,55.89345,-2.22968,666725.9616,385733.9987,Huxton-1
236,ROON2___20140806_011111,132,NA,8,2014,8,6,1,11,11,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmSOCCAL,NA,NA,NA,,NA,55.894,-2.23055,666787.3569,385679.7923,Huxton-1
23.12,ROON2___20140806_011111,132,NA,8,2014,8,6,1,11,11,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmSOPPIP,NA,NA,NA,1,NA,55.894,-2.23055,666787.3569,385679.7923,Huxton-1
245,ROON2___20140806_013036,132,NA,8,2014,8,6,1,30,36,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmPIP,NA,NA,NA,1,NA,55.89064,-2.2231,666411.8655,386144.5088,Huxton-1
255,ROON2___20140806_013042,132,NA,8,2014,8,6,1,30,42,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmPIP,NA,NA,NA,1,NA,55.89064,-2.22308,666411.8614,386145.7597,Huxton-1
264,ROON2___20140806_014110,132,NA,8,2014,8,6,1,41,10,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89154,-2.218,666511.0161,386463.8068,Huxton-1
274,ROON2___20140806_014118,132,NA,8,2014,8,6,1,41,18,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89155,-2.2179,666512.1094,386470.0647,Huxton-1
284,ROON2___20140806_014126,132,NA,8,2014,8,6,1,41,26,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89155,-2.21783,666512.0956,386474.4428,Huxton-1
294,ROON2___20140806_014130,132,NA,8,2014,8,6,1,41,30,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89157,-2.21778,666514.3117,386477.577,Huxton-1
304,ROON2___20140806_015511,132,NA,8,2014,8,6,1,55,11,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmSOPPIP,NA,NA,NA,1,NA,55.88975,-2.22332,666312.8544,386130.4288,Huxton-1
3110,ROON2___20140806_015558,132,NA,8,2014,8,6,1,55,58,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmSOPPIP,NA,NA,NA,1,NA,55.88968,-2.22317,666305.0332,386139.7857,Huxton-1
324,ROON2___20140806_015654,132,NA,8,2014,8,6,1,56,54,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.88939,-2.2227,666272.6619,386169.0788,Huxton-1
334,ROON2___20140806_015820,132,NA,8,2014,8,6,1,58,20,0,NA,0,0,---,0,0,0,NA,14/08/2006,Huxton,jmSOPPIP,NA,NA,NA,1,NA,55.88901,-2.22207,666230.2418,386208.3478,Huxton-1
140,ROON2_N_20140904_205320,132,NA,8,2014,9,4,20,53,20,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.88883,-2.22192,666210.178,386217.6657,Huxton-2
229,ROON2_N_20140904_221548,132,NA,8,2014,9,4,22,15,48,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmMYOTI,NA,NA,NA,1,NA,55.89128,-2.21892,666482.2604,386406.1746,Huxton-2
325,ROON2_N_20140904_221642,132,NA,8,2014,9,4,22,16,42,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmPIP,NA,NA,NA,1,NA,55.89138,-2.21845,666493.2972,386435.6057,Huxton-2
420,ROON2___20140904_204806,132,NA,8,2014,9,4,20,48,6,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.88975,-2.2242,666313.0326,386075.3875,Huxton-2
517,ROON2___20140904_204814,132,NA,8,2014,9,4,20,48,14,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.88976,-2.2241,666314.1253,386081.6458,Huxton-2
616,ROON2___20140904_204819,132,NA,8,2014,9,4,20,48,19,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmSOPPIP,NA,NA,NA,1,NA,55.88977,-2.22408,666315.2342,386082.9003,Huxton-2
6.1,ROON2___20140904_204819,132,NA,8,2014,9,4,20,48,19,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.88977,-2.22408,666315.2342,386082.9003,Huxton-2
710,ROON2___20140904_204826,132,NA,8,2014,9,4,20,48,26,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.88987,-2.22392,666326.3316,386092.9439,Huxton-2
810,ROON2___20140904_204835,132,NA,8,2014,9,4,20,48,35,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.88992,-2.22383,666331.8783,386098.5911,Huxton-2
910,ROON2___20140904_204856,132,NA,8,2014,9,4,20,48,56,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.88986,-2.22367,666325.168,386108.577,Huxton-2
1010,ROON2___20140904_205035,132,NA,8,2014,9,4,20,50,35,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.88957,-2.22317,666292.7904,386139.7461,Huxton-2
1114,ROON2___20140904_205138,132,NA,8,2014,9,4,20,51,38,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.88923,-2.22258,666254.83,386176.5271,Huxton-2
1211,ROON2___20140904_205154,132,NA,8,2014,9,4,20,51,54,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.88916,-2.22247,666247.017,386183.3823,Huxton-2
1310,ROON2___20140904_205205,132,NA,8,2014,9,4,20,52,5,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.8891,-2.22237,666240.319,386189.6156,Huxton-2
1410,ROON2___20140904_205210,132,NA,8,2014,9,4,20,52,10,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.88909,-2.22235,666239.202,386190.863,Huxton-2
159,ROON2___20140904_205242,132,NA,8,2014,9,4,20,52,42,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.88894,-2.22208,666222.4529,386207.6973,Huxton-2
169,ROON2___20140904_205411,132,NA,8,2014,9,4,20,54,11,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.88852,-2.22135,666175.5612,386253.2078,Huxton-2
179,ROON2___20140904_205545,132,NA,8,2014,9,4,20,55,45,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.88812,-2.22063,666130.8979,386298.1009,Huxton-2
189,ROON2___20140904_205728,132,NA,8,2014,9,4,20,57,28,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmSOPPIP,NA,NA,NA,1,NA,55.88767,-2.2198,666080.6483,386349.8578,Huxton-2
198,ROON2___20140904_205744,132,NA,8,2014,9,4,20,57,44,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.88768,-2.21978,666081.7573,386351.1124,Huxton-2
208,ROON2___20140904_210018,132,NA,8,2014,9,4,21,0,18,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmPIP,NA,NA,NA,1,NA,55.88711,-2.21857,666018.0773,386426.5976,Huxton-2
2113,ROON2___20140904_210300,132,NA,8,2014,9,4,21,3,0,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmPIP,NA,NA,NA,1,NA,55.88653,-2.21733,665953.2797,386503.9581,Huxton-2
2210,ROON2___20140904_211500,132,NA,8,2014,9,4,21,15,0,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.8902,-2.22477,666363.2326,386039.8986,Huxton-2
237,ROON2___20140904_211716,132,NA,8,2014,9,4,21,17,16,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89031,-2.22588,666375.7017,385970.5123,Huxton-2
246,ROON2___20140904_211721,132,NA,8,2014,9,4,21,17,21,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.8903,-2.22598,666374.6092,385964.2541,Huxton-2
256,ROON2___20140904_212645,132,NA,8,2014,9,4,21,26,45,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.8878,-2.22963,666097.116,385735.0367,Huxton-2
265,ROON2___20140904_213734,132,NA,8,2014,9,4,21,37,34,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.88987,-2.22462,666326.4737,386049.1612,Huxton-2
275,ROON2___20140904_213921,132,NA,8,2014,9,4,21,39,21,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89019,-2.225,666362.1664,386025.5093,Huxton-2
285,ROON2___20140904_215443,132,NA,8,2014,9,4,21,54,43,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89374,-2.23018,666758.3422,385702.8357,Huxton-2
295,ROON2___20140904_215455,132,NA,8,2014,9,4,21,54,55,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89379,-2.23025,666763.9217,385698.4764,Huxton-2
305,ROON2___20140904_215505,132,NA,8,2014,9,4,21,55,5,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmCOMPIP,NA,NA,NA,1,NA,55.89385,-2.23037,666770.6246,385690.9938,Huxton-2
3111,ROON2___20140904_220708,132,NA,8,2014,9,4,22,7,8,0,NA,0,0,---,0,0,0,NA,14/09/2004,Huxton,jmMYOTI,NA,NA,NA,1,NA,55.89037,-2.22427,666382.0517,386071.2331,Huxton-2
