"id","pBUILD","pTREE","pRDTRK","pROADS","pRGRAS","EDGED","D_LIN","D_BUI","D_WAT","D_TRE","PC1a","PC2a","PC3a","PC4a","AREA_M2"
"Nisbet Hill-N-3",0,0,0,0,0.198385710968515,0.0646047974144068,12.5292845182107,304.078018564788,18.6988535277095,146.436908523179,-0.0995410658235683,-1.06972593916826,-0.122654616223671,1.44369455316887,22264.91
"Nisbet Hill-N-4",0,0,0.0842767037909152,0.0984158124715302,0.170009134445052,0.0923241739834616,7.38486065202863,212.391038843649,22.9796895697626,45.7524879886156,3.12177118345263,-0.319799221720757,1.74992876909351,1.63264621821073,8298.26
"Nisbet Hill-S-1",0,0,0,0,0,0.0110792515638014,23.3323271359869,202.348066032598,235.533595492763,194.971227316196,-1.19237554867587,0.314363996541397,-0.315737716335292,-0.446426475621042,13890.83
"Nisbet Hill-S-2",0,0,0.0320163904899135,0.124914445244957,0,0.0426269812680115,16.5355891508799,149.116416527978,351.398850079838,228.854777386015,1.35896111802927,1.76525680813135,1.62672766125228,-0.39499171484375,11104
"Nisbet Hill-S-3",0,0,0.0100942869951145,0.0431344514107442,0,0.0209947656885544,19.8370746348986,141.61665023327,359.96683835596,232.328811900471,-0.285263372199019,1.21219338987898,0.217185632384665,-0.710510717872076,10952.73
"Nisbet Hill-S-4",0,0,0,0,0,0.00996187443075715,25.0796775851014,196.919391336711,264.224091008096,243.665131923304,-1.32715069561898,0.624849650327242,-0.302879392498718,-0.466865418234698,10035.26
"Nisbet Hill-S-5",0,0,0,0,0,0.0143736961261026,22.6727336503065,267.189629373989,172.164543681515,164.108817131964,-1.20111590206456,-0.0709195959286338,-0.11197610601503,-0.189256769122352,10013.43
"Nisbet Hill-W-1",0,0,0,0,0,0.0110792515638014,23.3323271359869,202.348066032598,235.533595492763,194.971227316196,-1.19237554867587,0.314363996541397,-0.315737716335292,-0.446426475621042,13890.83
"Nisbet Hill-W-2",0,0,0.0335194018340095,0.126888417004733,0,0.0415478152467884,17.8758287848914,184.210649594347,360.417869092167,241.756837430536,1.23969536592344,1.84736518149399,1.8086922022157,-0.352527696028318,15144.96
"Nisbet Hill-W-3",0,0,0.0281145455731472,0.113622503233074,0,0.0368710259588175,17.1578932808691,296.155818285085,391.650180410167,223.37012693301,0.69328122717721,1.66230427254124,1.96521287209218,-0.378740244593686,19315.98
"Nisbet Hill-W-4",0,0,0.0349520116416981,0.117630779842366,0,0.0443234104119176,15.0295538507191,466.751558738071,392.317349521997,129.580108280159,0.755444668961555,1.18338478059702,2.64539780499022,-0.216356230996406,11888.3
"Nisbet Hill-W-5",0,0,0.0340866577313821,0.114218180761533,0,0.0489987759386589,15.0660098003537,581.258832923201,380.848433198611,145.127390499724,0.497156764834122,1.0976681612736,2.998385468091,0.0394409033176646,11012.52
"Park Cottage-E-1",0.0128022231912166,0.0486524831926484,0,0,0,0.0449643026820173,16.5457388729514,66.9387191153152,279.424486691753,49.8996735459029,0.367707501845701,-0.197169982176467,-1.16318874557544,-0.92645941177451,15365.3
"Park Cottage-E-2",0,0,0,0,0,0.00979166463182364,25.0898664434801,187.344814034897,271.944356231883,160.305143166464,-1.16988702561138,0.305406536137249,-0.380999965047442,-0.66008720235491,10238.3
"Park Cottage-E-3",0,0,0,0,0,0.00880978094295145,25.2947764444852,295.273685580429,240.726966761219,205.206680805825,-1.52598984964826,0.309445497361884,0.0315329088721516,-0.331095539150857,12463.42
"Park Cottage-E-4",0,0,0,0,0.0280192986218974,0.0180093759059487,23.754495422139,359.841807585467,132.955635613048,128.177645574852,-1.32068230252065,-0.465863412798409,0.190346500378371,0.128351150717527,25456.74
"Park Cottage-E-5",0,0.000263312487761386,0,0,0.193834654756498,0.0669397006070353,12.9440896068672,368.870939940999,22.7352831244041,77.4054035252258,-0.103248871693811,-1.38914097278711,0.0714436674478801,1.3926597779773,12000.95
"Park Cottage-N-1",0.0175240106206125,0.0550522757892581,0,0,0,0.0572220952861184,14.2059405742032,41.2717918926469,261.040810621834,42.1489812882633,0.7968061135269,-0.276953656054596,-1.38105291564025,-0.837987833434817,12692.3
"Park Cottage-N-2",0,0,0,0,0,0.00971050354637289,24.8442568067676,87.0332698350313,189.119024509849,128.204158322461,-0.839724298048549,-0.012408778885195,-0.770630987890808,-0.608294167591004,10887.18
"Park Cottage-N-3",0,0,0,0,0,0.00991548513410696,24.733998224534,128.2369298326,143.919210747251,131.473407853563,-0.92663779804039,-0.175492228711299,-0.625718828678162,-0.400859352582267,10225.42
"Park Cottage-N-4",0.0401376122606915,0,0.0223477587926559,0,0,0.0611284374070864,11.9563948432763,38.12454778034,65.6787640236943,51.637845617314,1.42295823174548,-0.425245532157597,-1.74674075843662,0.19208779902874,9484.62
"Park Cottage-N-5",0,0,0.340840758760181,0.00945716940906358,0,0.212321653091346,1.57733125487963,7.60073877961596,26.1202587233649,9.47366493051223,8.78112906043891,0.923203877011292,2.08725610001889,2.59574205106076,182.93
"Park Cottage-S-1",0.0111085771278618,0.0864414665073298,0.00304077989922855,0,0,0.062767170523896,13.2999873228498,52.9774089631556,275.314579340339,30.9281179479055,0.925900898960638,-0.424440608441605,-1.14592211978413,-0.964864105313787,16443.15
"Park Cottage-S-2",0,0,0.022360626033538,0,0,0.0288001360649609,20.6290262171143,145.038108283021,217.283088982014,95.6073152009199,-0.169828545468566,-0.000685707339533104,-0.384740267692094,-0.424510704116161,11876.68
"Park Cottage-S-3",0,0.000484950280639867,0.032080369748285,0,0,0.0288473678773525,20.8504967703191,255.554098526796,118.616489770924,59.4834957632038,-0.226543259533561,-0.501940804090689,0.0836748024547209,0.0178945222686178,10454.68
"Park Cottage-S-4",0,0.368004916420846,0.0442094395280236,0,0,0.0701229105211406,13.4367903593391,354.262691897987,34.9813485962562,14.5237907766944,1.166029512218,-2.39455188766258,0.896179278835739,-0.606656198199477,10170
"Park Cottage-S-5",0,0.026003551401682,0.0126502410165862,0,0,0.0263891378787135,22.9512787221024,408.537900765943,83.8273773797047,52.5330971851071,-0.903254355032356,-0.957199000664861,0.466948874323402,0.128410300707621,9984.79
"Park Cottage-W-1",0.0112593301368245,0.100808758075591,0.00292434941998454,0,0,0.0701422754479811,11.0250198544048,47.03123154328,268.412293910227,26.4215371112883,1.16072630588481,-0.524985254440315,-1.17268715045253,-0.954228519616744,17097.82
"Park Cottage-W-2",0,0.0148279844837355,0.000752749487876102,0,0.0395933518327498,0.0384210965989162,14.9281749719823,103.169457448942,200.5636960533,38.8311004956195,0.0527584485315012,-0.537874540147391,-0.795596061607901,-0.455003664523366,11012.96
"Park Cottage-W-3",0,0.769601500213627,0.0365776819948319,0.0588082412001266,0,0.0570039062521647,14.3417222979855,205.602331392596,135.435405754386,1.99860920689983,2.18049989274006,-3.23315649977758,1.66603840334814,-2.68403976791932,18045.43
"Park Cottage-W-4",0,0.0694495157928695,0.0368749789397104,0.0355166247854612,0,0.0417432892940812,20.8098582266154,214.184407992094,98.3236580758518,44.0158662888869,0.679829210289973,-0.615609935513029,0.554727068262457,-0.132826814704122,18102.79
"Park Cottage-W-5",0,0,0.0281864008188808,0,0,0.029148633008734,24.0343118323903,277.452415753723,191.280005583324,163.006452622407,-0.586078582351117,0.146830259111531,0.187542255224488,-0.0102282520408225,12710.03
"Redlands-N-1",0,0,0,0,0,0.0133343795812644,28.9237301408097,131.121898710435,396.546922366376,145.475501789562,-1.04963110860587,0.707614623879016,-0.582375999302407,-1.14569131058847,13253.71
"Redlands-N-2",0.0193489580128936,0,0.00228302938690438,0.00254143196676545,0,0.0281100359586594,22.5758719732959,46.6828066103164,447.280938608637,97.6098512117269,-0.109981781064955,0.822956582598316,-1.29620317221766,-1.31423320657204,10564.91
"Redlands-N-3",0.035203398004265,0.221534648055865,0.105791341907667,0.211120829531089,0,0.0855751397097069,6.61573328635067,36.964526692009,473.276823119494,36.1205975114966,5.43753593241384,1.631340051307,2.57748084030499,-1.25760217555277,20590.91
"Redlands-N-4",0.00294139969955908,0.73130156220688,0.0549142425895774,0.190612438368798,0,0.0445183851801572,13.1860105621162,144.018475875523,413.064559211059,2.05572779932095,3.63139321507209,-1.26966358860799,3.51688431366083,-3.43577821954113,13966.14
"Redlands-N-5",0,0.721911825104895,0.0490693815960644,0.166101860513084,0,0.0637682129629797,8.52827703670241,269.38775019612,338.769530554725,1.42415697673588,3.45775553919961,-1.7831291891723,3.55384049112389,-2.89339133662566,11053.94
"Redlands-S-1",0,0,0.0332395093143845,0.0202221768772806,0,0.0337856491261763,16.0118517440475,175.916756603403,400.856148211667,182.918059426141,0.101196343113034,1.07856127879413,0.192757713954292,-0.678167710685504,13329.92
"Redlands-S-2",0,0,0.0956436229261978,0.0252303797857343,0,0.0431469936350262,14.8762288944228,215.725326793156,452.596020000455,259.542775430478,0.947261715114815,1.90234462336689,1.07733845965545,-0.27642195143257,10413.24
"Redlands-S-3",0,0,0.0529894677896798,0,0,0.0259845001646483,19.6246364092942,168.085371878541,487.327849441454,316.486909231109,-0.312833655850083,1.92631406298937,0.16715225519236,-0.687982283937191,11357.54
"Redlands-S-4",0,0,0.037367657688728,0,0,0.0247133469081151,16.9469808108039,129.636359836626,418.222622600626,307.849430724467,-0.360293927006228,1.6001330921601,-0.143220842004709,-0.618012072411517,12700.02
"Redlands-S-5",0,0,0,0,0,0.0128180508881421,20.938490613052,70.1568750695777,370.57328123711,297.006065929044,-0.995173513537162,1.26529263202394,-0.727269003332335,-0.846717351497881,4166
"Redlands-W-1",0,0,0.000880233179875874,0.0017023799062574,0,0.0136868067791359,27.316780774891,141.135431722528,415.089335395641,171.496281736668,-1.05472211138569,0.873393984119793,-0.497378372629287,-1.12733510346472,13428.26
"Redlands-W-2",0.000312997257994081,0,0.146926910454671,0.0635112669641702,0,0.0848260053865516,15.7365915540611,56.2873657470588,526.520673820805,220.685419037968,3.29388186672568,2.63976095162127,1.49114263733244,-0.28149442135946,10671.02
"Redlands-W-3",0,0,0.0553845387527396,0.0381799163179916,0,0.0466643421664342,12.9117196297629,80.1591786042038,601.662868446241,201.839704355184,1.04869233526127,2.08775243405704,0.345361354696855,-1.19659914208992,12045.6
"Redlands-W-4",0,0,0.0160070420974123,0.0517466875755749,0,0.0343280796483528,12.0751957153534,81.3906883104413,661.033292679585,157.888972575029,0.49059088839935,1.9435182773179,0.153411407371753,-1.71964651056326,13984.47
"Redlands-W-5",0,0.00246322753184601,0.0474620138716335,0.0921211189803531,0,0.0623139114186036,9.67104164981883,134.342520091374,601.396346935256,80.927720851219,1.96550831593466,1.79210122664536,1.16107619556497,-1.25465730804999,13924.82
"Sauchie Farm-E-1",0,0,0.028578807920114,0.0526442942502851,0,0.044785702470465,18.6502903171103,156.002106374558,184.102334079198,193.258161957274,0.649381115514794,0.643011225291657,0.510606254523538,0.033710504167396,13783.64
"Sauchie Farm-E-2",0,0,0,0,0,0,84.3343039370008,212.70452042713,148.555864638262,156.676671356136,-2.57680802499609,0.232109424215784,-0.2594213204356,-0.53491033479471,10318.8
"Sauchie Farm-E-3",0,0,0,0,0,0,103.918537362129,236.642586038701,173.518219427319,160.232457961506,-3.04276360302713,0.425113126795674,-0.158808205483862,-0.644314979741606,10092.64
"Sauchie Farm-E-4",0,0,0,0,0,0.00279277372172696,57.1425916155122,224.634233969349,242.224781396991,197.80555098038,-2.10129710787799,0.52937870729141,-0.201216403149548,-0.610951211906585,10534.33
"Sauchie Farm-E-5",0,0,0.0152823722031514,0,0.0697136182535026,0.022036215171895,19.8000320021172,166.331636771852,299.340160203986,127.934414346985,-0.553645904362011,0.198980514712472,-0.346286576923926,-0.392544426476092,22122.22
"Sauchie Farm-N-1",0,0,0.0319192283228016,0.058380074956934,0,0.0479339776527748,16.4336191136562,143.425050168846,171.589584515751,180.073061828736,0.919145529331439,0.598864290993104,0.568141235313621,0.0764479124378133,14872.54
"Sauchie Farm-N-2",0,1.43346842976913e-05,0.0352690572460396,0.0296374376082866,0.0848508189405139,0.0488526040865318,15.4257996903571,136.39298401783,59.0659467459385,70.1878783715828,0.890132901902293,-0.534522374879652,0.072426390483498,0.556138996832573,10464.13
"Sauchie Farm-N-3",0,0.279142412046558,0,0,0.0671165893110749,0.0390799913125783,12.5806819138822,143.225832526872,54.6929305229277,12.6799455677957,0.357525462951898,-2.22053409392546,-0.372499170908267,-0.81281128405924,11188.59
"Sauchie Farm-N-4",0,0.206019725741633,0,0,0,0.0200363530386232,21.3600973081895,86.2551632834532,147.205094432538,18.6366812217863,-0.14403662613464,-1.40808054059504,-0.607571697414114,-1.33029952933311,10431.04
"Sauchie Farm-N-5",0.00856044152281616,0.0638667278750078,0.0193320499527381,0.069995353277155,0,0.0462615385046902,17.841404865151,40.8393099194008,237.067052288613,17.3520389231683,1.46689301240613,0.00763907663658103,0.0564116843508258,-0.844543605215951,10695.71
"Sauchie Farm-S-1",0,0,0.0340580640193033,0.064132248376415,0,0.0520236597860645,15.8592796744786,167.229753626599,216.268869326417,224.687718781357,0.955130775567613,0.953972586732041,0.781940257196179,0.0963196247363559,13634.95
"Sauchie Farm-S-2",0,0,0.0332020604396902,0.0538234607867494,0,0.0397181584513262,21.5331849462254,234.207142326769,264.167749198663,223.07045357968,0.294368622662243,1.00579501573736,0.89441133278943,-0.0674175535985001,10586.09
"Sauchie Farm-S-3",0,0,0.034392487309245,0.061415577692615,0,0.0416152442588973,20.5025448492846,293.658868775975,284.347151020047,158.68244908123,0.403998142555153,0.796719872691121,1.19699457089833,-0.138404855624842,10160.94
