ob_end_time, id_type, id, ob_hour_count, version_num, met_domain_name, src_id, rec_st_ind, max_air_temp, min_air_temp, min_grss_temp, min_conc_temp, max_air_temp_q, min_air_temp_q, min_grss_temp_q, min_conc_temp_q, meto_stmp_time, midas_stmp_etime, max_air_temp_j, min_air_temp_j, min_grss_temp_j, min_conc_temp_j
09/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,22.5,10, , ,1,1, , , 2013-06-10 12:12,0, , , ,
09/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,22.5,10, , ,6,6, , , 2013-06-10 12:12,0, , , ,
10/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,22.5,10.5, , ,1,1, , , 2013-06-10 12:13,0, , , ,
10/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,22.5,10.5, , ,6,6, , , 2013-06-10 12:13,0, , , ,
11/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,17.1,9.2, , ,1,1, , , 2013-06-11 10:57,0, , , ,
11/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,17.1,9.2, , ,6,6, , , 2013-06-11 10:57,0, , , ,
12/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,16.4,12.2, , ,1,1, , , 2013-06-12 14:56,0, , , ,
12/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,16.4,12.2, , ,6,6, , , 2013-06-12 14:56,0, , , ,
13/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19.5,9.2, , ,1,1, , , 2013-06-13 10:14,0, , , ,
13/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19.5,9.2, , ,6,6, , , 2013-06-13 10:14,0, , , ,
14/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,17.5,8.9, , ,1,1, , , 2013-06-14 13:46,0, , , ,
14/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,17.5,8.9, , ,6,6, , , 2013-06-14 13:46,0, , , ,
15/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19,9, , ,1,1, , , 2013-06-17 07:15,0, , , ,
15/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19,9, , ,6,6, , , 2013-06-17 07:15,0, , , ,
16/06/2013 09:00, DCNN,6297,24,0, DLY3208,963,1012,19,9, , ,1,1, , , 2013-06-17 07:16,0, , , ,
16/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19,9, , ,1,1, , , 2013-06-17 07:16,0, , , ,
16/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1022,16.5,9, , ,2006,6, , , 2013-10-04 08:19,0, , , ,
17/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19.7,8.9, , ,1,1, , , 2013-06-17 09:28,0, , , ,
17/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19.7,8.9, , ,6,6, , , 2013-06-17 09:28,0, , , ,
18/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.3,12.7, , ,1,1, , , 2013-06-18 10:10,0, , , ,
18/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.3,12.7, , ,6,6, , , 2013-06-18 10:10,0, , , ,
19/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.1,11.1, , ,1,1, , , 2013-06-19 10:25,0, , , ,
19/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.1,11.1, , ,6,6, , , 2013-06-19 10:25,0, , , ,
20/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20,10.8, , ,1,1, , , 2013-06-21 09:43,0, , , ,
20/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20,10.8, , ,6,6, , , 2013-06-21 09:43,0, , , ,
21/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,23.5,14.1, , ,1,1, , , 2013-06-21 09:44,0, , , ,
21/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,23.5,14.1, , ,6,6, , , 2013-06-21 09:44,0, , , ,
22/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19.5,11, , ,1,1, , , 2013-06-24 07:12,0, , , ,
22/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19.5,11, , ,6,6, , , 2013-06-24 07:12,0, , , ,
23/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19.5,10.4, , ,1,1, , , 2013-06-24 07:14,0, , , ,
23/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19.5,10.4, , ,6,6, , , 2013-06-24 07:14,0, , , ,
24/06/2013 09:00, DCNN,6297,24,0, DLY3208,963,1012,19.6,10.2, , ,1,1, , , 2013-06-24 09:20,0, , , ,
24/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19.6,10.2, , ,1,1, , , 2013-06-24 09:20,0, , , ,
24/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1022,17,10.2, , ,2006,6, , , 2013-10-03 11:56,0, , , ,
25/06/2013 09:00, DCNN,6297,24,0, DLY3208,963,1012,16.9,8.3, , ,1,1, , , 2013-06-25 09:17,0, , , ,
25/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,16.9,8.3, , ,1,1, , , 2013-06-25 09:17,0, , , ,
25/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1022,16.9,3.3, , ,6,2006, , , 2013-10-03 11:56,0, , , ,
26/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,16.9,9.9, , ,1,1, , , 2013-06-26 10:06,0, , , ,
26/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,16.9,9.9, , ,6,6, , , 2013-06-26 10:06,0, , , ,
27/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19.9,10.6, , ,1,1, , , 2013-06-27 09:56,0, , , ,
27/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19.9,10.6, , ,6,6, , , 2013-06-27 09:56,0, , , ,
28/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,16.3,11.7, , ,1,1, , , 2013-06-28 10:16,0, , , ,
28/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,16.3,11.7, , ,6,6, , , 2013-06-28 10:16,0, , , ,
29/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18.2,10, , ,1,1, , , 2013-07-01 08:04,0, , , ,
29/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18.2,10, , ,6,6, , , 2013-07-01 08:04,0, , , ,
30/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18.6,10.1, , ,1,1, , , 2013-07-01 08:07,0, , , ,
30/06/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18.6,10.1, , ,6,6, , , 2013-07-01 08:07,0, , , ,
01/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18.9,9.7, , ,1,1, , , 2013-07-01 09:17,0, , , ,
01/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18.9,9.7, , ,6,6, , , 2013-07-01 09:17,0, , , ,
02/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,17.8,10.7, , ,1,1, , , 2013-07-02 10:11,0, , , ,
02/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,17.8,10.7, , ,6,6, , , 2013-07-02 10:11,0, , , ,
03/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,16.1,12.6, , ,1,1, , , 2013-07-03 09:54,0, , , ,
03/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,16.1,12.6, , ,6,6, , , 2013-07-03 09:54,0, , , ,
04/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18.3,14.3, , ,1,1, , , 2013-07-04 10:10,0, , , ,
04/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18.3,14.3, , ,6,6, , , 2013-07-04 10:10,0, , , ,
05/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18.6,12.3, , ,1,1, , , 2013-07-05 09:22,0, , , ,
05/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18.6,12.3, , ,6,6, , , 2013-07-05 09:22,0, , , ,
06/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.3,11.5, , ,1,1, , , 2013-07-08 12:25,0, , , ,
06/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.3,11.5, , ,6,6, , , 2013-07-08 12:25,0, , , ,
07/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,23.8,15, , ,1,1, , , 2013-07-08 12:26,0, , , ,
07/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,23.8,15, , ,6,6, , , 2013-07-08 12:26,0, , , ,
08/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,25.3,12.8, , ,1,1, , , 2013-07-08 12:30,0, , , ,
08/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,25.3,12.8, , ,6,6, , , 2013-07-08 12:30,0, , , ,
09/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,25.3,15.1, , ,1,1, , , 2013-07-09 09:25,0, , , ,
09/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,25.3,15.1, , ,6,6, , , 2013-07-09 09:25,0, , , ,
10/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,29.3,14.5, , ,1,1, , , 2013-07-10 09:19,0, , , ,
10/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,29.3,14.5, , ,6,6, , , 2013-07-10 09:19,0, , , ,
11/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,22,13.3, , ,1,1, , , 2013-07-11 10:22,0, , , ,
11/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,22,13.3, , ,6,6, , , 2013-07-11 10:22,0, , , ,
12/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,26.6,15, , ,1,1, , , 2013-07-12 09:18,0, , , ,
12/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,26.6,15, , ,6,6, , , 2013-07-12 09:18,0, , , ,
13/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,28.6,15.2, , ,1,1, , , 2013-07-15 09:26,0, , , ,
13/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,28.6,15.2, , ,6,6, , , 2013-07-15 09:26,0, , , ,
14/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,26.2,13.5, , ,1,1, , , 2013-07-15 09:27,0, , , ,
14/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,26.2,13.5, , ,6,6, , , 2013-07-15 09:27,0, , , ,
15/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.9,13.7, , ,1,1, , , 2013-07-15 09:29,0, , , ,
15/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.9,13.7, , ,6,6, , , 2013-07-15 09:29,0, , , ,
16/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.6,16.3, , ,1,1, , , 2013-07-16 10:20,0, , , ,
16/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.6,16.3, , ,6,6, , , 2013-07-16 10:20,0, , , ,
17/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,23.9,15.3, , ,1,1, , , 2013-07-17 09:20,0, , , ,
17/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,23.9,15.3, , ,6,6, , , 2013-07-17 09:20,0, , , ,
18/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,24.3,16.7, , ,1,1, , , 2013-07-18 09:18,0, , , ,
18/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,24.3,16.7, , ,6,6, , , 2013-07-18 09:18,0, , , ,
19/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,28.4,13.8, , ,1,1, , , 2013-07-19 10:10,0, , , ,
19/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,28.4,13.8, , ,6,6, , , 2013-07-19 10:10,0, , , ,
20/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,26.1,15, , ,1,1, , , 2013-07-22 11:50,0, , , ,
20/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,26.1,15, , ,6,6, , , 2013-07-22 11:50,0, , , ,
21/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,23.2,14.7, , ,1,1, , , 2013-07-22 11:52,0, , , ,
21/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,23.2,14.7, , ,6,6, , , 2013-07-22 11:52,0, , , ,
22/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.7,15.1, , ,1,1, , , 2013-07-22 11:54,0, , , ,
22/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.7,15.1, , ,6,6, , , 2013-07-22 11:54,0, , , ,
23/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20,15.7, , ,1,1, , , 2013-07-24 11:57,0, , , ,
23/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20,15.7, , ,6,6, , , 2013-07-24 11:57,0, , , ,
24/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,22.1,15.4, , ,1,1, , , 2013-07-24 11:59,0, , , ,
24/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,22.1,15.4, , ,6,6, , , 2013-07-24 11:59,0, , , ,
25/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,24,15.6, , ,1,1, , , 2013-07-25 12:18,0, , , ,
25/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,24,15.6, , ,6,6, , , 2013-07-25 12:18,0, , , ,
26/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20,14.7, , ,1,1, , , 2013-07-26 11:20,0, , , ,
26/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20,14.7, , ,6,6, , , 2013-07-26 11:20,0, , , ,
27/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.5,12.2, , ,1,1, , , 2013-07-29 10:22,0, , , ,
27/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.5,12.2, , ,6,6, , , 2013-07-29 10:22,0, , , ,
28/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,24.5,14.5, , ,1,1, , , 2013-07-29 10:26,0, , , ,
28/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,24.5,14.5, , ,6,6, , , 2013-07-29 10:26,0, , , ,
29/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18.5,13, , ,1,1, , , 2013-07-29 10:27,0, , , ,
29/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18.5,13, , ,6,6, , , 2013-07-29 10:27,0, , , ,
30/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.5,12.2, , ,1,1, , , 2013-07-30 10:36,0, , , ,
30/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.5,12.2, , ,6,6, , , 2013-07-30 10:36,0, , , ,
31/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.2,11.7, , ,1,1, , , 2013-07-31 10:51,0, , , ,
31/07/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.2,11.7, , ,6,6, , , 2013-07-31 10:51,0, , , ,
01/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.2,14.6, , ,1,1, , , 2013-08-01 14:09,0, , , ,
01/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.2,14.6, , ,6,6, , , 2013-08-01 14:09,0, , , ,
02/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,23.1,17.6, , ,1,1, , , 2013-08-02 09:13,0, , , ,
02/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,23.1,17.6, , ,6,6, , , 2013-08-02 09:13,0, , , ,
03/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,23.5,14.5, , ,1,1, , , 2013-08-05 13:01,0, , , ,
03/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,23.5,14.5, , ,6,6, , , 2013-08-05 13:01,0, , , ,
04/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20,12.3, , ,1,1, , , 2013-08-05 13:02,0, , , ,
04/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20,12.3, , ,6,6, , , 2013-08-05 13:02,0, , , ,
05/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.5,11.7, , ,1,1, , , 2013-08-05 13:03,0, , , ,
05/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.5,11.7, , ,6,6, , , 2013-08-05 13:03,0, , , ,
06/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.2,10.9, , ,1,1, , , 2013-08-06 10:08,0, , , ,
06/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.2,10.9, , ,6,6, , , 2013-08-06 10:08,0, , , ,
07/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18.5,12, , ,1,1, , , 2013-08-07 10:27,0, , , ,
07/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18.5,12, , ,6,6, , , 2013-08-07 10:27,0, , , ,
08/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.4,11.5, , ,1,1, , , 2013-08-08 10:03,0, , , ,
08/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.4,11.5, , ,6,6, , , 2013-08-08 10:03,0, , , ,
09/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.3,13.7, , ,1,1, , , 2013-08-09 10:15,0, , , ,
09/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.3,13.7, , ,6,6, , , 2013-08-09 10:15,0, , , ,
10/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21,12.5, , ,1,1, , , 2013-08-12 10:48,0, , , ,
10/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21,12.5, , ,6,6, , , 2013-08-12 10:48,0, , , ,
11/08/2013 09:00, DCNN,6297,24,0, DLY3208,963,1012,21,12, , ,1,1, , , 2013-08-12 10:50,0, , , ,
11/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21,12, , ,1,1, , , 2013-08-12 10:50,0, , , ,
11/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1022,18,12, , ,2006,6, , , 2013-11-20 11:34,0, , , ,
12/08/2013 09:00, DCNN,6297,24,0, DLY3208,963,1012,20.8,11.6, , ,1,1, , , 2013-08-12 10:51,0, , , ,
12/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.8,11.6, , ,1,1, , , 2013-08-12 10:51,0, , , ,
12/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1022,18,11.6, , ,2006,6, , , 2013-11-20 11:34,0, , , ,
13/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19.5,10.1, , ,1,1, , , 2013-08-13 14:33,0, , , ,
13/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19.5,10.1, , ,6,6, , , 2013-08-13 14:33,0, , , ,
14/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19.3,12.4, , ,1,1, , , 2013-08-14 14:48,0, , , ,
14/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19.3,12.4, , ,6,6, , , 2013-08-14 14:48,0, , , ,
15/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.9,15.6, , ,1,1, , , 2013-08-15 09:01,0, , , ,
15/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.9,15.6, , ,6,6, , , 2013-08-15 09:01,0, , , ,
16/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21,12.5, , ,1,1, , , 2013-08-16 14:39,0, , , ,
16/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21,12.5, , ,6,6, , , 2013-08-16 14:39,0, , , ,
17/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.5,13.5, , ,1,1, , , 2013-08-19 09:18,0, , , ,
17/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.5,13.5, , ,6,6, , , 2013-08-19 09:18,0, , , ,
18/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,22,12.1, , ,1,1, , , 2013-08-19 09:20,0, , , ,
18/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,22,12.1, , ,6,6, , , 2013-08-19 09:20,0, , , ,
19/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.8,12.3, , ,1,1, , , 2013-08-19 09:22,0, , , ,
19/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.8,12.3, , ,6,6, , , 2013-08-19 09:22,0, , , ,
20/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18.5,13, , ,1,1, , , 2013-08-21 06:29,0, , , ,
20/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18.5,13, , ,6,6, , , 2013-08-21 06:29,0, , , ,
21/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.2,15, , ,1,1, , , 2013-08-21 09:21,0, , , ,
21/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.2,15, , ,6,6, , , 2013-08-21 09:21,0, , , ,
22/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,22,14.6, , ,1,1, , , 2013-08-22 12:13,0, , , ,
22/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,22,14.6, , ,6,6, , , 2013-08-22 12:13,0, , , ,
23/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19.2,12.2, , ,1,1, , , 2013-08-23 12:08,0, , , ,
23/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,19.2,12.2, , ,6,6, , , 2013-08-23 12:08,0, , , ,
24/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21,14, , ,1,1, , , 2013-08-26 14:36,0, , , ,
24/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21,14, , ,6,6, , , 2013-08-26 14:36,0, , , ,
25/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21,10.9, , ,1,1, , , 2013-08-26 14:37,0, , , ,
25/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21,10.9, , ,6,6, , , 2013-08-26 14:37,0, , , ,
26/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.5,10.9, , ,1,1, , , 2013-08-26 14:38,0, , , ,
26/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,21.5,10.9, , ,6,6, , , 2013-08-26 14:38,0, , , ,
27/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,22.1,12.5, , ,1,1, , , 2013-08-27 09:06,0, , , ,
27/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,22.1,12.5, , ,6,6, , , 2013-08-27 09:06,0, , , ,
28/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.9,12.8, , ,1,1, , , 2013-08-28 10:03,0, , , ,
28/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,20.9,12.8, , ,6,6, , , 2013-08-28 10:03,0, , , ,
29/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18,13.1, , ,1,1, , , 2013-08-29 09:57,0, , , ,
29/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18,13.1, , ,6,6, , , 2013-08-29 09:57,0, , , ,
30/08/2013 09:00, DCNN,6297,24,1, DLY3208,963,1011,18.3,13.1, , ,1,1, , , 2013-08-30 09:09,0, , , ,
